nupdates,Name,clipfrac,serial_timesteps,total_timesteps,EpLenMean,trial,value_loss,loss_ent,explained_variance,fps,policy_loss,approxkl,EpRewMean,time_elapsed,Iteration
501,PP02-awake,0.13916016,1026048,1026048,567.86,0,0.00027086792,0.64067686,0.9891445003449917,864,-0.009142032,0.011495944,71.98717622,2007.2707452774048,501
502,PP02-awake,0.12954101,1028096,1028096,569.67,0,0.00074799685,0.62526476,0.9808374810963869,821,-0.006591329,0.00997777,73.46419263,2009.7637968063354,502
503,PP02-awake,0.15346679,1030144,1030144,564.71,0,0.00041056442,0.617371,0.9874532939866185,771,-0.009780498,0.011804852,75.07387856999999,2012.418606519699,503
504,PP02-awake,0.12539062,1032192,1032192,560.99,0,0.0004242103,0.6023601,0.9660554341971874,790,-0.007811276,0.009682106,75.58493069000001,2015.0102610588074,504
505,PP02-awake,0.13388672,1034240,1034240,561.55,0,0.0007737364,0.58501816,0.9796534422785044,673,-0.0053971605,0.010159894,76.44957225,2018.053499698639,505
506,PP02-awake,0.14624023,1036288,1036288,566.31,0,0.00044511486,0.5796567,0.9825784061104059,773,-0.007220865,0.010872948,76.84929380999999,2020.7021639347076,506
507,PP02-awake,0.13251953,1038336,1038336,562.1,0,0.000843388,0.58369994,0.9648960866034031,681,-0.0031460144,0.010813125,76.55224765000001,2023.708999156952,507
508,PP02-awake,0.18334961,1040384,1040384,566.47,0,0.00037891793,0.5896651,0.9819102603942156,553,-0.011680786,0.014396189,75.32871284,2027.40997838974,508
509,PP02-awake,0.15493163,1042432,1042432,566.77,0,0.029678712,0.6238779,0.7604164183139801,860,-0.009746868,0.011884997,76.40004932000001,2029.7910702228546,509
510,PP02-awake,0.12651367,1044480,1044480,572.76,0,0.003924289,0.64050394,0.917221799492836,667,-0.009493117,0.009692104,75.9414771,2032.858115196228,510
511,PP02-awake,0.0925293,1046528,1046528,577.46,0,0.0008044283,0.63979256,0.9663379453122616,618,-0.004576063,0.008110194,75.06346483,2036.1702830791473,511
512,PP02-awake,0.13359375,1048576,1048576,577.14,0,0.0065982216,0.6510099,0.8285500705242157,754,-0.008934883,0.011624608,74.04009611,2038.8841953277588,512
513,PP02-awake,0.12270508,1050624,1050624,586.25,0,0.0004931589,0.66563314,0.9307869374752045,508,-0.0050564604,0.009149201,73.94228056000001,2042.9135587215424,513
514,PP02-awake,0.1336914,1052672,1052672,585.66,0,0.00093128846,0.6687484,0.9611579403281212,680,-0.0055164034,0.010724772,73.23218339,2045.9227585792542,514
515,PP02-awake,0.119384766,1054720,1054720,586.59,0,0.000718319,0.66455936,0.9612315371632576,661,-0.008165614,0.008862512,73.55165999,2049.021189212799,515
516,PP02-awake,0.13496093,1056768,1056768,585.13,0,0.029282,0.6549117,0.639801412820816,572,-0.010741541,0.011937784,72.79594659000001,2052.597681045532,516
517,PP02-awake,0.14594726,1058816,1058816,583.44,0,0.0011639934,0.643598,0.9417824000120163,738,-0.01140015,0.011896308,72.58420462000001,2055.3729526996613,517
518,PP02-awake,0.13330078,1060864,1060864,583.22,0,0.02769122,0.65735316,0.7495982646942139,692,-0.007542877,0.010795547,69.84517179000001,2058.332635164261,518
519,PP02-awake,0.12841797,1062912,1062912,586.96,0,0.0007884116,0.65507144,0.9557668790221214,828,-0.0074201734,0.0109158335,68.97096895,2060.804727077484,519
520,PP02-awake,0.13725586,1064960,1064960,598.02,0,0.0005291961,0.66133255,0.9723839219659567,645,-0.009045074,0.010321418,68.10539727,2063.9793038368225,520
521,PP02-awake,0.12597656,1067008,1067008,595.26,0,0.0005868629,0.6672351,0.972767474129796,735,-0.00704901,0.0096455095,67.45463106000001,2066.764971256256,521
522,PP02-awake,0.10541992,1069056,1069056,594.59,0,0.00078847556,0.6673759,0.9734864998608828,784,-0.00792047,0.008088928,68.52319595,2069.3764460086823,522
523,PP02-awake,0.12133789,1071104,1071104,595.88,0,0.0012340101,0.6759347,0.9534628242254257,594,-0.0008174103,0.010332363,67.65319549,2072.8203279972076,523
524,PP02-awake,0.13046876,1073152,1073152,580.98,0,0.065698355,0.6900364,0.4935424327850342,858,0.0005488372,0.010420026,66.33643314999999,2075.205121278763,524
525,PP02-awake,0.121679686,1075200,1075200,571.62,0,0.0018517909,0.70464516,0.8956534489989281,652,-0.008649929,0.010628242,64.74773296000001,2078.342961549759,525
526,PP02-awake,0.14570312,1077248,1077248,559.48,0,0.0017017073,0.7110709,0.9386709108948708,748,-0.010036271,0.011702754,64.93380148,2081.080595254898,526
527,PP02-awake,0.15600586,1079296,1079296,553.25,0,0.000860437,0.7074975,0.9733238518238068,740,-0.011361576,0.011528393,65.28840651,2083.846338748932,527
528,PP02-awake,0.14477539,1081344,1081344,559.34,0,0.039773032,0.6969774,0.4627658724784851,702,-0.003879701,0.012147341,63.45805512000001,2086.7603738307953,528
529,PP02-awake,0.12636718,1083392,1083392,562.2,0,0.038566697,0.6979428,0.5301988422870636,675,0.00033449143,0.010588092,62.21903479999999,2089.7913336753845,529
530,PP02-awake,0.1373047,1085440,1085440,558.24,0,0.0008006251,0.69158834,0.9634861946105957,844,-0.010117015,0.011388867,61.98843897,2092.215890645981,530
531,PP02-awake,0.11030273,1087488,1087488,563.5,0,0.054091495,0.69649464,0.4883544445037842,727,-0.005263117,0.009547089,58.684241109999995,2095.0329191684723,531
532,PP02-awake,0.113134764,1089536,1089536,564.2,0,0.0018199229,0.68433195,0.9596037305891514,666,-0.0060115485,0.008907436,58.55275014000001,2098.103900194168,532
533,PP02-awake,0.1359375,1091584,1091584,575.18,0,0.002462796,0.6779413,0.9494562856853008,681,-0.003285184,0.010612419,57.53879167,2101.111998796463,533
534,PP02-awake,0.1307129,1093632,1093632,581.55,0,0.0007068917,0.67421025,0.9706394337117672,785,-0.0058395546,0.010078244,56.72303451999999,2103.720409154892,534
535,PP02-awake,0.10576172,1095680,1095680,588.11,0,0.01777174,0.67553186,0.7663834989070892,792,-0.0028563119,0.00857454,55.667330809999996,2106.306118249893,535
536,PP02-awake,0.14052734,1097728,1097728,590.98,0,0.00073175284,0.692598,0.9788628071546555,868,-0.0061571035,0.010692706,56.21332788999999,2108.663892030716,536
537,PP02-awake,0.11743164,1099776,1099776,585.39,0,0.0008798884,0.714383,0.9601538591086864,460,-0.010647343,0.013820397,55.621636560000006,2113.116037130356,537
538,PP02-awake,0.09882812,1101824,1101824,598.93,0,0.002361976,0.71247417,0.9035085365176201,818,-0.008367381,0.008077374,55.59381867,2115.617249727249,538
539,PP02-awake,0.13232422,1103872,1103872,600.94,0,0.0026028892,0.6863722,0.9290681183338165,749,-0.007745462,0.010368949,55.62846068000001,2118.3508796691895,539
540,PP02-awake,0.14584962,1105920,1105920,601.29,0,0.00051235466,0.68162304,0.979752553626895,694,-0.011122441,0.0121848965,55.357064229999985,2121.2999427318573,540
541,PP02-awake,0.12270508,1107968,1107968,595.27,0,0.00090577296,0.68397284,0.9704522266983986,812,-0.0068248576,0.009804747,56.65360014,2123.820761680603,541
542,PP02-awake,0.14716797,1110016,1110016,579.78,0,0.0036700424,0.66716886,0.8966389149427414,760,-0.013799585,0.012530923,57.05697026,2126.5123949050903,542
543,PP02-awake,0.1260254,1112064,1112064,581.67,0,0.0012563665,0.65180445,0.9430319033563137,668,-0.008417299,0.010131481,56.5873686,2129.5773985385895,543
544,PP02-awake,0.12631837,1114112,1114112,588.16,0,0.0010783605,0.63544035,0.9017021954059601,691,-0.00436093,0.009679658,55.90703829,2132.540199279785,544
545,PP02-awake,0.12421875,1116160,1116160,582.18,0,0.052250136,0.626047,0.3449200987815857,732,-0.008606964,0.010004933,55.28779509,2135.3369085788727,545
546,PP02-awake,0.13051757,1118208,1118208,584.9,0,0.00080082694,0.61200947,0.9692314229905605,741,-0.008013048,0.0106967045,56.27065876,2138.0979418754578,546
547,PP02-awake,0.13027343,1120256,1120256,580.54,0,0.001626466,0.6011894,0.9320255219936371,613,-0.0052406574,0.009956948,56.58997654000001,2141.434559106827,547
548,PP02-awake,0.140625,1122304,1122304,569.15,0,0.07446603,0.5986059,0.4560511112213135,874,-0.007172166,0.011222841,54.598462020000014,2143.776570081711,548
549,PP02-awake,0.14589843,1124352,1124352,574.38,0,0.04061472,0.6060148,0.7107143700122833,618,-0.0064421194,0.0123526985,53.17134457000001,2147.088966369629,549
550,PP02-awake,0.1449707,1126400,1126400,577.36,0,0.0017731588,0.5998858,0.8163947761058807,716,-0.0062511293,0.014526551,52.18302862,2149.9485414028168,550
551,PP02-awake,0.13779297,1128448,1128448,567.08,0,0.05286064,0.5928642,0.5406702756881714,905,-0.012956731,0.012119258,49.947251120000004,2152.211163043976,551
552,PP02-awake,0.12641601,1130496,1130496,570.19,0,0.0024715054,0.5918335,0.9422748163342476,757,-0.007654491,0.0097451825,53.19308848,2154.920120239258,552
553,PP02-awake,0.15649414,1132544,1132544,572.5,0,0.0011157638,0.5804262,0.9581802226603031,826,-0.00880557,0.012182822,53.681133029999984,2157.39852643013,553
554,PP02-awake,0.09887695,1134592,1134592,578.0,0,0.002252995,0.5649491,0.8586809784173965,736,-0.0022285888,0.00791886,53.00178456999999,2160.1805012226105,554
555,PP02-awake,0.17285156,1136640,1136640,582.69,0,0.0019853925,0.5538008,0.9445579200983047,596,-0.0072884103,0.013237404,53.332838970000005,2163.615887403488,555
556,PP02-awake,0.14726563,1138688,1138688,590.68,0,0.0011681693,0.5602175,0.957143634557724,593,-0.00547812,0.011140237,52.70331668000001,2167.068908929825,556
557,PP02-awake,0.13789062,1140736,1140736,598.44,0,0.0014832823,0.5559658,0.949433796107769,560,-0.004513616,0.010989042,52.91604316,2170.721930027008,557
558,PP02-awake,0.15996094,1142784,1142784,600.71,0,0.0007549126,0.5445823,0.9701283872127533,678,-0.0026663037,0.012695976,53.70831898,2173.7412469387054,558
559,PP02-awake,0.121240236,1144832,1144832,603.72,0,0.00072352117,0.5501122,0.9831866268068552,696,-0.0035438095,0.009276265,53.82655839000001,2176.681408405304,559
560,PP02-awake,0.14702149,1146880,1146880,602.98,0,0.019112976,0.5534987,0.6874123513698578,858,-0.004009894,0.011199656,54.66165655,2179.066342115402,560
561,PP02-awake,0.1578125,1148928,1148928,592.83,0,0.0064019733,0.5471667,0.8767146915197372,777,-0.011078535,0.0125207845,53.87142589,2181.7023882865906,561
562,PP02-awake,0.13271484,1150976,1150976,571.77,0,0.0027291276,0.54099315,0.9311320409178734,826,-0.009086239,0.010452049,53.46829285,2184.1801614761353,562
563,PP02-awake,0.17207031,1153024,1153024,558.38,0,0.005708267,0.52122295,0.8887995332479477,966,-0.008608247,0.01393309,54.41401739999999,2186.2992181777954,563
564,PP02-awake,0.1237793,1155072,1155072,546.53,0,0.0013739143,0.4964041,0.9509866237640381,818,-0.008785518,0.010203848,55.03126387,2188.802924156189,564
565,PP02-awake,0.13847657,1157120,1157120,535.83,0,0.0036981336,0.49788627,0.8736208230257034,775,-0.007230057,0.010916831,54.07627743999999,2191.4449825286865,565
566,PP02-awake,0.12919922,1159168,1159168,539.93,0,0.001185045,0.49047557,0.9518844187259674,805,-0.0111920005,0.011003727,53.55282488999999,2193.987937927246,566
567,PP02-awake,0.1284668,1161216,1161216,540.6,0,0.00087011064,0.47349024,0.9654230996966362,788,-0.009429337,0.010398591,53.50546973,2196.5871806144714,567
568,PP02-awake,0.12216797,1163264,1163264,545.78,0,0.0045478265,0.46435493,0.8899436518549919,852,-0.0034245192,0.010616621,52.13869341999999,2198.9901945590973,568
569,PP02-awake,0.14335938,1165312,1165312,542.51,0,0.033888824,0.4789074,0.5812389552593231,760,-0.0071878186,0.013422957,50.26146216,2201.68523812294,569
570,PP02-awake,0.16088867,1167360,1167360,537.96,0,0.0019573793,0.4588429,0.9359699934720993,665,-0.01331729,0.012996733,50.415410380000004,2204.7634496688843,570
571,PP02-awake,0.14682618,1169408,1169408,543.16,0,0.0014641758,0.4407231,0.9623020254075527,720,-0.011864496,0.011653977,49.57529571,2207.6044290065765,571
572,PP02-awake,0.14853516,1171456,1171456,538.54,0,0.00257922,0.45750737,0.8979438170790672,830,-0.012479761,0.013538612,50.245013730000004,2210.070400238037,572
573,PP02-awake,0.1416504,1173504,1173504,531.6,0,0.0030094287,0.46816072,0.9218326807022095,816,-0.01041138,0.011884145,51.268232600000005,2212.5786459445953,573
574,PP02-awake,0.15317383,1175552,1175552,538.07,0,0.0030658143,0.47109643,0.9269441217184067,876,-0.0014842397,0.012042108,51.927079909999996,2214.915878534317,574
575,PP02-awake,0.1581543,1177600,1177600,529.42,0,0.021612369,0.47062057,0.7429612874984741,818,-0.003444203,0.01246553,54.146592170000005,2217.4177236557007,575
576,PP02-awake,0.15991211,1179648,1179648,528.36,0,0.021416431,0.47621483,0.7586521655321121,827,-0.0063061477,0.013205921,53.1407496,2219.892949104309,576
577,PP02-awake,0.16923828,1181696,1181696,534.82,0,0.0008168961,0.476976,0.9722841493785381,728,-0.009855835,0.012699753,54.24425170000001,2222.7058708667755,577
578,PP02-awake,0.14467773,1183744,1183744,542.25,0,0.0008532425,0.45654815,0.986508347094059,843,-0.0071120583,0.01175504,55.828824130000015,2225.1334471702576,578
579,PP02-awake,0.15351562,1185792,1185792,536.45,0,0.041639574,0.46908274,0.5231272876262665,900,-0.0041038305,0.012548047,55.67342748,2227.408444404602,579
580,PP02-awake,0.14199218,1187840,1187840,528.6,0,0.0045258673,0.46682233,0.8845172077417374,930,-0.009250045,0.011451064,55.81391434000001,2229.610458135605,580
581,PP02-awake,0.13320312,1189888,1189888,519.0,0,0.0008409681,0.4507861,0.9487708956003189,762,-0.0077515235,0.011082375,56.61637664999999,2232.2980303764343,581
582,PP02-awake,0.13769531,1191936,1191936,511.15,0,0.004075648,0.44182593,0.7349605858325958,804,-0.0028902006,0.011216146,56.94606928,2234.845196247101,582
583,PP02-awake,0.11972656,1193984,1193984,504.65,0,0.032733537,0.44257444,0.5075197517871857,670,-0.008019466,0.0092176255,54.78539192,2237.900806427002,583
584,PP02-awake,0.13706055,1196032,1196032,506.79,0,0.03441843,0.437068,0.6269214451313019,724,-0.010166673,0.011117188,52.99438122000001,2240.7263305187225,584
585,PP02-awake,0.14614257,1198080,1198080,508.58,0,0.0022496567,0.41585463,0.9146578758955002,872,-0.0038144146,0.011439395,54.51642707,2243.074683189392,585
586,PP02-awake,0.124853514,1200128,1200128,510.15,0,0.001308743,0.4064706,0.9499692618846893,680,-0.0079452675,0.010561708,54.44736815,2246.084141731262,586
587,PP02-awake,0.14379883,1202176,1202176,516.4,0,0.015767816,0.3964115,0.7467838525772095,653,-0.003056875,0.01216734,53.82761034000001,2249.216211080551,587
588,PP02-awake,0.16000977,1204224,1204224,521.14,0,0.0014451757,0.38756594,0.9476446472108364,562,-0.006185951,0.011883961,53.753512099999995,2252.8546011447906,588
589,PP02-awake,0.14667968,1206272,1206272,518.46,0,0.07121617,0.39608514,0.43631887435913086,896,-0.0108813895,0.021623673,52.70380119999999,2255.1388099193573,589
590,PP02-awake,0.18173829,1208320,1208320,518.35,0,0.00084557466,0.38594636,0.9778472147881985,830,-0.0083256075,0.015042834,54.54984787,2257.6064126491547,590
591,PP02-awake,0.14296874,1210368,1210368,514.37,0,0.0015882349,0.37585756,0.9729052186012268,728,-0.0058182804,0.011345329,54.83871348999999,2260.416847229004,591
592,PP02-awake,0.14702149,1212416,1212416,512.0,0,0.0028967133,0.3695913,0.9075717702507973,804,-0.008883008,0.0158098,54.16951818999999,2262.9639554023743,592
593,PP02-awake,0.123291016,1214464,1214464,505.99,0,0.028612182,0.3808377,0.5906207859516144,803,-0.0069541275,0.0106233535,52.62165955999999,2265.5130140781403,593
594,PP02-awake,0.12695312,1216512,1216512,514.04,0,0.0015125307,0.3737661,0.9293706119060516,421,-0.0076182135,0.011126684,53.45035429000001,2270.368373632431,594
595,PP02-awake,0.16069336,1218560,1218560,501.25,0,0.052675962,0.36136508,0.6064841151237488,707,0.001156761,0.017032659,51.87631402,2273.2643144130707,595
596,PP02-awake,0.14624023,1220608,1220608,498.11,0,0.0013505643,0.3597774,0.9079320803284645,801,-0.007897189,0.011734003,51.937405330000004,2275.81889295578,596
597,PP02-awake,0.1409668,1222656,1222656,509.96,0,0.0010258921,0.35635573,0.964591771364212,622,-0.0030041488,0.011629643,51.535691820000004,2279.1101925373077,597
598,PP02-awake,0.11367188,1224704,1224704,516.27,0,0.001553977,0.34689823,0.935437761247158,605,-0.0044016456,0.008994431,51.720663890000004,2282.4927110671997,598
599,PP02-awake,0.15122071,1226752,1226752,516.25,0,0.0010351861,0.33733347,0.9477515853941441,582,-0.010314861,0.011665439,50.59921502000001,2286.00768494606,599
600,PP02-awake,0.12573242,1228800,1228800,528.78,0,0.00061075616,0.34747764,0.9578250497579575,713,-0.0033871129,0.009540023,49.85949405000001,2288.876928806305,600
601,PP02-awake,0.14116211,1230848,1230848,537.19,0,0.0010317563,0.35887593,0.9378065168857574,551,-0.0072650737,0.010801973,48.37701927,2338.174422264099,601
602,PP02-awake,0.1508789,1232896,1232896,529.47,0,0.04184119,0.361698,0.6745697259902954,877,-0.0060592648,0.012802377,47.74305946,2340.5076377391815,602
603,PP02-awake,0.14052734,1234944,1234944,531.5,0,0.0012009172,0.35741878,0.9559399820864201,878,-0.009068629,0.01189202,49.727049850000014,2342.838654756546,603
604,PP02-awake,0.15839843,1236992,1236992,524.07,0,0.0063401135,0.36401993,0.8703343570232391,781,-0.007378737,0.012854973,48.15461268000001,2345.459773540497,604
605,PP02-awake,0.12973633,1239040,1239040,532.43,0,0.0017746292,0.37289864,0.9075120538473129,690,-0.0019472453,0.010526316,47.7710658,2348.4242730140686,605
606,PP02-awake,0.14072266,1241088,1241088,533.73,0,0.0020532552,0.38521045,0.9158250018954277,917,-0.0055587003,0.011013933,47.90874073,2350.656909942627,606
607,PP02-awake,0.1381836,1243136,1243136,534.03,0,0.0014511036,0.3871181,0.9449433460831642,625,-0.0060245763,0.011772637,47.74707812000001,2353.932732820511,607
608,PP02-awake,0.13857421,1245184,1245184,528.85,0,0.002311906,0.36497742,0.926930159330368,828,-0.0068315514,0.011359835,47.558769680000005,2356.405396938324,608
609,PP02-awake,0.15024415,1247232,1247232,525.46,0,0.0011544629,0.37090516,0.9747808147221804,781,-0.008348732,0.013024509,49.99536927,2359.02792596817,609
610,PP02-awake,0.1529297,1249280,1249280,528.04,0,0.002806482,0.39106104,0.8991497308015823,894,-0.005679714,0.012664666,52.39320921,2361.3184411525726,610
611,PP02-awake,0.13017578,1251328,1251328,528.28,0,0.039439026,0.39270955,0.5958637595176697,714,-0.007354678,0.010574451,50.45911363000001,2364.184789657593,611
612,PP02-awake,0.15327148,1253376,1253376,533.68,0,0.0011707146,0.37911335,0.9663037844002247,625,-0.0063567804,0.012643772,50.42359102,2367.4574398994446,612
613,PP02-awake,0.14951172,1255424,1255424,532.58,0,0.003673685,0.37364507,0.8922628685832024,748,-0.012959999,0.013062691,51.2214402,2370.193516254425,613
614,PP02-awake,0.12841797,1257472,1257472,531.34,0,0.052673496,0.37865645,0.4645189046859741,903,-0.00916976,0.012138652,51.24944605,2372.461795091629,614
615,PP02-awake,0.1559082,1259520,1259520,536.99,0,0.0029323353,0.36419326,0.9040478989481926,536,-0.0066007366,0.013295333,50.01969804,2376.279946088791,615
616,PP02-awake,0.17514649,1261568,1261568,543.72,0,0.0014891344,0.33547324,0.9536771923303604,868,-0.012584329,0.013914269,53.19773872,2378.639391183853,616
617,PP02-awake,0.14238282,1263616,1263616,534.9,0,0.0005844633,0.32206407,0.9730547685176134,782,-0.006861493,0.011847803,52.56909058,2381.2571671009064,617
618,PP02-awake,0.14370117,1265664,1265664,533.16,0,0.033239275,0.31988764,0.6827913522720337,809,-0.007266298,0.012523229,51.85226261,2383.7867555618286,618
619,PP02-awake,0.14418945,1267712,1267712,533.01,0,0.043561824,0.31685716,0.6594958305358887,882,-0.0048999516,0.01287404,54.568093439999984,2386.1073880195618,619
620,PP02-awake,0.14873047,1269760,1269760,522.58,0,0.0036541112,0.3141251,0.9534276314079762,799,-0.007035023,0.011698374,55.874744709999995,2388.6690068244934,620
621,PP02-awake,0.14077148,1271808,1271808,523.77,0,0.0010527681,0.31394464,0.9796676002442837,834,-0.0072862105,0.010951779,60.05027945999999,2391.1235094070435,621
622,PP02-awake,0.14941406,1273856,1273856,519.99,0,0.03941338,0.32591355,0.717191070318222,914,-0.004185269,0.011816297,60.344537069999994,2393.3624773025513,622
623,PP02-awake,0.14780274,1275904,1275904,501.8,0,0.0019278126,0.33122417,0.9585895016789436,838,-0.008243179,0.011601802,61.77152202,2395.806147813797,623
624,PP02-awake,0.14160156,1277952,1277952,505.75,0,0.0016880628,0.30432397,0.9291289523243904,519,-0.008782576,0.011968135,63.724429660000006,2399.7507843971252,624
625,PP02-awake,0.13559571,1280000,1280000,488.75,0,0.0012795664,0.283849,0.9636206403374672,848,-0.0077778227,0.011222977,66.0363493,2402.165027141571,625
626,PP02-awake,0.16328125,1282048,1282048,484.06,0,0.034192324,0.29726034,0.6963663101196289,928,-0.007031493,0.01407972,66.07003732000001,2404.3711087703705,626
627,PP02-awake,0.14047852,1284096,1284096,483.65,0,0.005680236,0.32919246,0.9068614393472672,977,-0.0037149326,0.011278981,66.05557051000001,2406.467613220215,627
628,PP02-awake,0.1253418,1286144,1286144,479.17,0,0.0018873198,0.3462573,0.9039052799344063,839,-0.0052000545,0.0108007835,67.43273504000001,2408.908791542053,628
629,PP02-awake,0.16279297,1288192,1288192,480.38,0,0.000531959,0.32148987,0.9816979207098484,636,-0.0061220764,0.012888695,68.40271627,2412.1282103061676,629
630,PP02-awake,0.18217774,1290240,1290240,487.49,0,0.0010956214,0.3151567,0.9754612445831299,755,-0.0090233125,0.014272558,68.75832259999999,2414.839011669159,630
631,PP02-awake,0.15932617,1292288,1292288,487.73,0,0.019662192,0.3341885,0.7867961525917053,760,-0.009461627,0.014896427,67.66330242,2417.5306882858276,631
632,PP02-awake,0.12729493,1294336,1294336,493.64,0,0.057914663,0.35095406,0.4453783631324768,661,-0.009095352,0.011900966,66.89373962,2420.628094434738,632
633,PP02-awake,0.1630371,1296384,1296384,494.48,0,0.00093061366,0.36247715,0.9773743320256472,718,-0.0102549195,0.014133784,67.41938665,2423.4800062179565,633
634,PP02-awake,0.15249023,1298432,1298432,493.37,0,0.0035043017,0.38670722,0.8945559188723564,812,-0.012444395,0.012145404,67.66956485,2425.999889612198,634
635,PP02-awake,0.12553711,1300480,1300480,489.96,0,0.03239266,0.40666842,0.7159143686294556,759,-0.009913093,0.010299957,67.84887165,2428.6952114105225,635
636,PP02-awake,0.1463379,1302528,1302528,473.29,0,0.0026079693,0.39476347,0.914108894765377,857,-0.012960196,0.014699774,67.02927020999999,2431.0829815864563,636
637,PP02-awake,0.15107422,1304576,1304576,480.0,0,0.0006001712,0.40247226,0.9876080481335521,606,-0.0059843217,0.013115024,69.00115027,2434.457879781723,637
638,PP02-awake,0.15844727,1306624,1306624,478.95,0,0.00057364284,0.41578874,0.9918000921607018,682,-0.009771807,0.012588707,70.08097435999998,2437.4594161510468,638
639,PP02-awake,0.12382813,1308672,1308672,478.25,0,0.0014247857,0.4102865,0.9267193600535393,574,-0.0014969199,0.009397034,70.32896532999999,2441.0248444080353,639
640,PP02-awake,0.15375976,1310720,1310720,486.02,0,0.001846648,0.38910466,0.9567927345633507,733,-0.006753601,0.012010477,68.47155664,2443.818295478821,640
641,PP02-awake,0.14340821,1312768,1312768,489.29,0,0.0009379758,0.36344296,0.9481533206999302,674,-0.012261842,0.011414065,68.79610733999999,2446.85541844368,641
642,PP02-awake,0.13237305,1314816,1314816,493.73,0,0.0012959628,0.35788193,0.9622260592877865,741,-0.004019493,0.011346345,70.27174176,2449.619074821472,642
643,PP02-awake,0.16796875,1316864,1316864,493.27,0,0.029867211,0.36398083,0.5952121317386627,901,-0.0029123095,0.013936885,69.29683748000001,2451.892077922821,643
644,PP02-awake,0.14438477,1318912,1318912,495.74,0,0.035770077,0.37983936,0.7358290255069733,706,-0.0068896995,0.01325109,68.37729513,2454.7913134098053,644
645,PP02-awake,0.15283203,1320960,1320960,503.94,0,0.00096290093,0.38247487,0.9712143037468195,830,-0.011768204,0.012912372,68.15310325,2457.2602899074554,645
646,PP02-awake,0.1496582,1323008,1323008,504.6,0,0.0017409578,0.3686713,0.9293435737490654,602,-0.0019489892,0.012188217,67.17931842,2460.6572003364563,646
647,PP02-awake,0.15102538,1325056,1325056,513.79,0,0.001275266,0.36738437,0.9523801282048225,718,-0.007967735,0.012872611,67.84958346999998,2463.5085875988007,647
648,PP02-awake,0.15063477,1327104,1327104,512.55,0,0.0383129,0.38088006,0.7166270613670349,874,-0.006963881,0.012371013,66.92006921000001,2465.85059261322,648
649,PP02-awake,0.15014648,1329152,1329152,511.02,0,0.0011292526,0.38269633,0.9778416268527508,875,-0.008184992,0.012240419,66.24116064,2468.191406726837,649
650,PP02-awake,0.15981445,1331200,1331200,509.66,0,0.001089041,0.3939507,0.9706666450947523,882,-0.012013711,0.012379972,66.24431301999999,2470.5124616622925,650
651,PP02-awake,0.13564453,1333248,1333248,515.93,0,0.041737698,0.39768043,0.6026976704597473,717,-0.010518093,0.011265135,66.20667615999999,2473.3667645454407,651
652,PP02-awake,0.15166016,1335296,1335296,517.41,0,0.007005582,0.39560688,0.8431461751461029,789,-0.005134014,0.012809321,64.88978508999999,2475.961250782013,652
653,PP02-awake,0.14750977,1337344,1337344,518.11,0,0.0009840366,0.38793284,0.9694866389036179,630,-0.009035307,0.012013489,65.26939112,2479.208242416382,653
654,PP02-awake,0.15166016,1339392,1339392,524.19,0,0.00083544257,0.37687325,0.9806629773229361,568,-0.007664986,0.011956172,65.45398615,2482.8127472400665,654
655,PP02-awake,0.14848633,1341440,1341440,522.91,0,0.0007659885,0.36913514,0.9838116243481636,722,-0.005173643,0.012256133,66.32233019,2485.648052930832,655
656,PP02-awake,0.15498047,1343488,1343488,522.03,0,0.0006927048,0.3653934,0.9701317604631186,803,-0.00807838,0.012848401,66.51752017000001,2488.1968026161194,656
657,PP02-awake,0.14833984,1345536,1345536,522.47,0,0.041615307,0.38363987,0.5871191322803497,850,-0.0055498946,0.012769349,67.12508260999999,2490.6064627170563,657
658,PP02-awake,0.15532227,1347584,1347584,515.08,0,0.0007712778,0.41068554,0.9884619917720556,752,-0.014951579,0.012908727,67.48689804,2493.3273894786835,658
659,PP02-awake,0.13344726,1349632,1349632,514.91,0,0.066838786,0.44091758,0.6138592064380646,664,-0.0013401485,0.018758621,64.51402231000002,2496.4108176231384,659
660,PP02-awake,0.13046876,1351680,1351680,516.93,0,0.073240794,0.46971193,0.37662023305892944,808,-0.00037701143,0.010478786,63.93160562,2498.94469332695,660
661,PP02-awake,0.12504883,1353728,1353728,518.5,0,0.0008787105,0.47355795,0.9847335433587432,860,-0.0063501103,0.010306919,66.53623907,2501.326310157776,661
662,PP02-awake,0.14570312,1355776,1355776,515.55,0,0.036296412,0.47359627,0.6314572989940643,945,-0.005986021,0.0124886865,64.87794583,2503.4922642707825,662
663,PP02-awake,0.14101562,1357824,1357824,489.42,0,0.04924216,0.47233027,0.7406713366508484,943,-0.0055754744,0.012161913,63.664378879999994,2505.662279367447,663
664,PP02-awake,0.14101562,1359872,1359872,501.79,0,0.00044925013,0.47971234,0.9917167723178864,599,-0.0059287203,0.01061262,63.79692628,2509.0770342350006,664
665,PP02-awake,0.16503906,1361920,1361920,506.09,0,0.00064412085,0.47786528,0.9753048326820135,758,-0.010768527,0.012653381,63.18899420999999,2511.775816679001,665
666,PP02-awake,0.12387695,1363968,1363968,501.91,0,0.0012415316,0.46074057,0.9642694927752018,834,-0.009016006,0.009715417,63.56055297000001,2514.229730129242,666
