nupdates,Name,clipfrac,serial_timesteps,total_timesteps,EpLenMean,trial,value_loss,loss_ent,explained_variance,fps,policy_loss,approxkl,EpRewMean,time_elapsed,Iteration
165,PP02-awake,0.08129883,337920,337920,901.11,0,0.0003869416,1.7922102,0.936128593981266,467,-0.005525873,0.0063352995,-56.08683085,723.1771554946899,165
166,PP02-awake,0.07485352,339968,339968,901.11,0,0.0004832543,1.7791535,0.9383057691156864,565,-0.0029858097,0.006028642,-55.34772235999999,726.7991092205048,166
167,PP02-awake,0.09492187,342016,342016,900.64,0,0.0006639993,1.76286,0.9405381269752979,503,-0.0071377433,0.007521472,-55.28098602,730.8669226169586,167
168,PP02-awake,0.072314456,344064,344064,901.6,0,0.0012412651,1.7496107,0.8361070603132248,531,-0.0038570154,0.006059152,-54.11129739,734.7231531143188,168
169,PP02-awake,0.07607422,346112,346112,902.3,0,0.0011496651,1.7533052,0.9066760689020157,596,-0.00669671,0.006782324,-51.62616985,738.1590926647186,169
170,PP02-awake,0.120751955,348160,348160,907.0,0,0.0007730861,1.7456331,0.9037523418664932,565,-0.0056479047,0.008693159,-47.79349205,741.7836906909943,170
171,PP02-awake,0.12055664,350208,350208,907.21,0,0.0010466164,1.7431614,0.8218155354261398,535,-0.008033993,0.009215368,-46.675429669999986,745.6114428043365,171
172,PP02-awake,0.07504883,352256,352256,912.06,0,0.0010447779,1.7355635,0.7808169722557068,485,-0.003811172,0.0061541367,-45.555420639999994,749.8313624858856,172
173,PP02-awake,0.04511719,354304,354304,912.06,0,0.00052505266,1.7081044,0.8921657204627991,463,-0.0011498819,0.004341152,-46.13649421,754.2466299533844,173
174,PP02-awake,0.076123044,356352,356352,912.76,0,0.00039338646,1.699097,0.9579562768340111,439,-0.0052703437,0.006223064,-44.05810644,758.90243268013,174
175,PP02-awake,0.090625,358400,358400,913.94,0,0.0008642202,1.6899087,0.8545762449502945,485,-0.0046968544,0.0073859044,-43.17897359999999,763.1249198913574,175
176,PP02-awake,0.084472656,360448,360448,911.74,0,0.00057927455,1.6985801,0.9031069874763489,548,-0.0035137772,0.007025567,-41.98716479999999,766.858612537384,176
177,PP02-awake,0.080273435,362496,362496,911.85,0,0.00050543406,1.7195584,0.9333781078457832,502,-0.0050507328,0.006351169,-41.287012759999996,770.9380807876587,177
178,PP02-awake,0.08310547,364544,364544,911.12,0,0.00033034955,1.7114446,0.9128627777099609,584,-0.003489195,0.006800639,-40.741530299999994,774.4450783729553,178
179,PP02-awake,0.095019534,366592,366592,912.53,0,0.00017585972,1.697777,0.9842339158058167,545,-0.004039866,0.0071573355,-39.79241062,778.2022790908813,179
180,PP02-awake,0.07470703,368640,368640,912.53,0,0.00047105504,1.6964077,0.9253807663917542,398,-0.0041529266,0.0060926755,-39.65024129,783.337473154068,180
181,PP02-awake,0.10336914,370688,370688,902.77,0,0.019863006,1.7112621,0.2606658339500427,574,-0.0020884431,0.007858909,-40.44745003,786.9007742404938,181
182,PP02-awake,0.09428711,372736,372736,904.67,0,0.016230397,1.7518618,0.2870555520057678,449,-0.0069712596,0.0076130764,-39.07957622,791.4567031860352,182
183,PP02-awake,0.10019531,374784,374784,899.44,0,0.0068828054,1.7811699,0.5998626351356506,659,-0.0051395437,0.0077612186,-39.64793597999999,794.5634469985962,183
184,PP02-awake,0.08427735,376832,376832,895.69,0,0.0021311073,1.800119,0.7491839230060577,565,-0.0106523875,0.0068544163,-40.153525939999994,798.1879639625549,184
185,PP02-awake,0.098925784,378880,378880,898.58,0,0.00067070185,1.803343,0.9148932620882988,454,-0.0056920797,0.007572215,-38.598234350000006,802.6922917366028,185
186,PP02-awake,0.123242185,380928,380928,902.76,0,0.00060509256,1.7898941,0.9035178199410439,557,-0.0095770825,0.009077966,-37.43446782,806.3673968315125,186
187,PP02-awake,0.059179686,382976,382976,897.27,0,0.010442222,1.7634408,0.6617318093776703,636,-0.00394135,0.005187517,-39.476889629999995,809.586683511734,187
188,PP02-awake,0.064501956,385024,385024,896.23,0,0.014499526,1.7550285,0.5747210085391998,633,-0.0019754462,0.0053441357,-40.027477749999996,812.8207311630249,188
189,PP02-awake,0.07558594,387072,387072,893.38,0,0.00078250107,1.7663269,0.7768752872943878,645,-0.0047056717,0.0060631623,-40.13856285,815.9949538707733,189
190,PP02-awake,0.08041992,389120,389120,893.38,0,0.00037803556,1.7772305,0.9022976085543633,391,-0.0029485153,0.006297202,-40.51886748,821.2200746536255,190
191,PP02-awake,0.0793457,391168,391168,888.09,0,0.00074626727,1.7807424,0.8570878952741623,452,-0.005131622,0.0059534893,-41.49730671,825.7472541332245,191
192,PP02-awake,0.10341797,393216,393216,887.9,0,0.0004306905,1.7761357,0.8942258656024933,508,-0.006799914,0.008063975,-41.319727439999994,829.7753586769104,192
193,PP02-awake,0.068115234,395264,395264,885.29,0,0.0004363538,1.756622,0.9033823683857918,504,-0.004218971,0.0055676056,-39.555949489999996,833.8362076282501,193
194,PP02-awake,0.10087891,397312,397312,885.29,0,0.00037116095,1.7531828,0.9458258152008057,499,-0.0049895565,0.007634446,-38.61499162,837.935230255127,194
195,PP02-awake,0.07114258,399360,399360,892.59,0,0.0005196354,1.753659,0.9155736118555069,495,-0.004182289,0.005900022,-36.69031785,842.0685005187988,195
196,PP02-awake,0.08886719,401408,401408,893.07,0,0.0019903576,1.7579676,0.7943150550127029,439,-0.004950751,0.0068652146,-35.52698916,846.7279653549194,196
197,PP02-awake,0.058300782,403456,403456,890.99,0,0.0019152839,1.7438831,0.8737965524196625,709,-0.0012923088,0.0052162916,-33.070583930000005,849.6165356636047,197
198,PP02-awake,0.09165039,405504,405504,893.51,0,0.00055376,1.7247007,0.8955486491322517,588,-0.006485612,0.0071205483,-32.797053780000006,853.096408367157,198
199,PP02-awake,0.06962891,407552,407552,898.48,0,0.0004934172,1.7237585,0.9397083297371864,421,-0.004140944,0.005681432,-32.36182327,857.9543216228485,199
200,PP02-awake,0.11367188,409600,409600,898.48,0,0.00073012075,1.7127562,0.907890647649765,593,-0.00671518,0.008451516,-32.03415776,861.4035093784332,200
201,PP02-awake,0.07807617,411648,411648,895.56,0,0.0007362609,1.6931608,0.9353578239679337,725,-0.0052146465,0.0064072125,-31.190438599999997,905.1666610240936,201
202,PP02-awake,0.10224609,413696,413696,896.82,0,0.0004149783,1.6935593,0.9251539260149002,450,-0.007959711,0.007917536,-30.23651835,909.717719078064,202
203,PP02-awake,0.09116211,415744,415744,891.02,0,0.000544182,1.712643,0.9232042357325554,571,-0.0054699173,0.0071457536,-28.76874431,913.302348613739,203
204,PP02-awake,0.07451172,417792,417792,896.0,0,0.00032979023,1.706743,0.9667055457830429,504,-0.0040017525,0.006152109,-28.53567497,917.361979007721,204
205,PP02-awake,0.09790039,419840,419840,896.12,0,0.0016368702,1.684338,0.8226511925458908,489,-0.005200907,0.007767958,-26.2827783,921.5478613376617,205
206,PP02-awake,0.081933595,421888,421888,900.84,0,0.0002422549,1.6704937,0.9686201065778732,560,-0.0070213997,0.006727212,-24.57988499,925.1988496780396,206
207,PP02-awake,0.09277344,423936,423936,899.04,0,0.0008234851,1.6627296,0.8841552287340164,664,-0.004589718,0.0070332014,-24.984859170000004,928.281261920929,207
208,PP02-awake,0.08134766,425984,425984,900.46,0,0.00039347736,1.6585242,0.9537462405860424,496,-0.004854503,0.0065493407,-23.744535140000004,932.4060497283936,208
209,PP02-awake,0.075488284,428032,428032,900.29,0,0.0009382397,1.6500576,0.8933581113815308,473,-0.0046682633,0.006382932,-23.645987950000002,936.7284905910492,209
210,PP02-awake,0.08251953,430080,430080,896.74,0,0.00041645262,1.6526115,0.9503310658037663,417,-0.00807715,0.006754904,-23.125661670000003,941.6409206390381,210
211,PP02-awake,0.06982422,432128,432128,894.29,0,0.0008039757,1.6444795,0.8983715772628784,652,-0.0049885837,0.006067513,-22.304560229999996,944.7782344818115,211
212,PP02-awake,0.09335937,434176,434176,895.79,0,0.00041554932,1.6189291,0.9605452828109264,407,-0.0032480333,0.007446762,-21.624679259999997,949.8064653873444,212
213,PP02-awake,0.08959961,436224,436224,896.11,0,0.0005536395,1.5983024,0.9465604051947594,523,-0.0036974307,0.0068008513,-20.784182210000004,953.7169001102448,213
214,PP02-awake,0.09472656,438272,438272,899.24,0,0.00032986427,1.5906439,0.9558834880590439,558,-0.004928895,0.0074322904,-20.421255229999996,957.3853161334991,214
215,PP02-awake,0.08881836,440320,440320,892.7,0,0.0008879467,1.606103,0.9064043015241623,662,-0.005729485,0.006828773,-20.17801872,960.4771101474762,215
216,PP02-awake,0.07006836,442368,442368,889.28,0,0.0010885951,1.6234468,0.8807409331202507,632,-0.000872433,0.0057982835,-18.899021769999997,963.7144250869751,216
217,PP02-awake,0.07783203,444416,444416,889.28,0,0.0005078525,1.6313804,0.9326006397604942,486,-0.0053017433,0.0062956265,-19.87705683,967.9261484146118,217
218,PP02-awake,0.053710938,446464,446464,891.56,0,0.00047739904,1.6277359,0.9142006561160088,508,-0.0027064332,0.0048314724,-20.2370758,971.9524807929993,218
219,PP02-awake,0.081933595,448512,448512,889.2,0,0.0006977901,1.6261126,0.9277470037341118,502,-0.007979655,0.006492877,-19.59079259,976.0294842720032,219
220,PP02-awake,0.075976565,450560,450560,889.1,0,0.00058992923,1.6307981,0.9134160280227661,637,-0.0024513644,0.006296529,-19.519268590000003,979.239871263504,220
221,PP02-awake,0.06992187,452608,452608,887.99,0,0.00038515363,1.6257114,0.966020580381155,588,-0.006308104,0.005783766,-18.82101095,982.7208695411682,221
222,PP02-awake,0.1109375,454656,454656,889.51,0,0.00034233622,1.6054239,0.940754558891058,477,-0.0072740046,0.008501468,-18.73396238,987.0135939121246,222
223,PP02-awake,0.060302734,456704,456704,889.51,0,0.00032947937,1.583119,0.9675816595554352,455,-0.0031031272,0.005388888,-17.971037480000003,991.5123019218445,223
224,PP02-awake,0.085791014,458752,458752,889.11,0,0.0010573531,1.584368,0.9046193510293961,556,-0.007059531,0.0069511062,-17.12182874,995.1947209835052,224
225,PP02-awake,0.10800781,460800,460800,895.26,0,0.00026145455,1.5924448,0.9652185887098312,529,-0.011109014,0.008584949,-15.72269787,999.065238237381,225
226,PP02-awake,0.07055664,462848,462848,896.07,0,0.02144469,1.5968193,-0.33867478370666504,538,-0.011486573,0.0068423897,-16.8577987,1002.870646238327,226
227,PP02-awake,0.09560547,464896,464896,894.01,0,0.017797243,1.6271635,0.11442714929580688,632,-0.0055907364,0.007893207,-16.730356790000002,1006.1070649623871,227
228,PP02-awake,0.06923828,466944,466944,897.76,0,0.0041987947,1.6257492,0.814592719078064,550,-0.009287661,0.0057245563,-14.751931339999999,1009.8245215415955,228
229,PP02-awake,0.10429688,468992,468992,892.17,0,0.016669013,1.6212114,0.3046356439590454,625,-0.007226831,0.007945998,-15.07775359,1013.096568107605,229
230,PP02-awake,0.08339844,471040,471040,895.11,0,0.00080332067,1.6351421,0.8506217449903488,545,-0.0021625683,0.006593642,-14.469175459999999,1016.8505237102509,230
231,PP02-awake,0.087695315,473088,473088,900.6,0,0.0012063897,1.6158707,0.7809510827064514,622,-0.00346865,0.0070506097,-12.60484483,1020.1418356895447,231
232,PP02-awake,0.07861328,475136,475136,904.54,0,0.0005764434,1.5923629,0.9480634145438671,501,-0.0043125446,0.006578012,-9.90076254,1024.223735332489,232
233,PP02-awake,0.07875977,477184,477184,907.39,0,0.00014758467,1.5671449,0.9834770672023296,388,-0.0057261162,0.006589289,-9.57545236,1029.4968271255493,233
234,PP02-awake,0.06708984,479232,479232,907.39,0,0.00029345692,1.552305,0.9604930765926838,406,-0.0048816246,0.0056160646,-9.681701780000003,1034.5377941131592,234
235,PP02-awake,0.10600586,481280,481280,901.04,0,0.0009664095,1.539063,0.8845904469490051,579,-0.0071632178,0.0082373,-8.656417590000004,1038.0711324214935,235
236,PP02-awake,0.0871582,483328,483328,899.89,0,0.00043275947,1.5171523,0.9605090357363224,543,-0.0073080794,0.0068532615,-7.23951172,1041.839896440506,236
237,PP02-awake,0.07861328,485376,485376,901.46,0,0.00015594714,1.4953766,0.982090899720788,523,-0.004785494,0.0062139155,-6.789354399999999,1045.7501678466797,237
238,PP02-awake,0.07426758,487424,487424,903.72,0,0.0030400031,1.500113,0.8343452215194702,477,-0.008968188,0.0062734396,-6.32439089,1050.04212641716,238
239,PP02-awake,0.08505859,489472,489472,901.46,0,0.0009780256,1.5250471,0.8701692223548889,583,-0.006312918,0.006935806,-6.458248629999999,1053.5494267940521,239
240,PP02-awake,0.066259764,491520,491520,898.64,0,0.02486537,1.5402154,0.11385387182235718,795,-0.0038286988,0.0062578283,-7.2783232899999994,1056.122751712799,240
241,PP02-awake,0.08955078,493568,493568,901.41,0,0.0018817356,1.5340791,0.7991181164979935,507,-0.010075611,0.0074899457,-7.65804889,1060.1563920974731,241
242,PP02-awake,0.09448242,495616,495616,901.54,0,0.0007274728,1.5150375,0.8699873238801956,611,-0.007233298,0.00749567,-7.5028049900000005,1063.5069885253906,242
243,PP02-awake,0.10053711,497664,497664,901.54,0,0.00041779238,1.4929132,0.9648495987057686,439,-0.004936165,0.00764742,-6.782616480000001,1068.1681382656097,243
244,PP02-awake,0.08564453,499712,499712,896.22,0,0.000722101,1.4799846,0.9241785258054733,625,-0.0027771243,0.006739953,-5.1563792,1071.4435534477234,244
245,PP02-awake,0.10551758,501760,501760,893.52,0,0.0008869922,1.4674397,0.8860262483358383,505,-0.007673244,0.007959474,-5.29231409,1075.4943363666534,245
246,PP02-awake,0.10053711,503808,503808,890.38,0,0.000775872,1.4501383,0.8240025788545609,629,-0.007982538,0.0077407197,-5.168732480000001,1078.745941400528,246
247,PP02-awake,0.09853516,505856,505856,892.88,0,0.0003919807,1.4379337,0.9302726611495018,704,-0.0048706355,0.0076790797,-5.221345589999999,1081.6531689167023,247
248,PP02-awake,0.09794922,507904,507904,896.97,0,0.00041438997,1.423455,0.9485975839197636,565,-0.0077375406,0.0077481396,-4.979561230000001,1085.2763032913208,248
249,PP02-awake,0.06928711,509952,509952,897.73,0,0.00039746985,1.4026524,0.8952241316437721,491,-0.005100099,0.0059296065,-5.369399719999999,1089.4472274780273,249
250,PP02-awake,0.07885742,512000,512000,895.47,0,0.00043426052,1.386569,0.9553751535713673,485,-0.005381859,0.0064861923,-5.519153139999999,1093.6681995391846,250
251,PP02-awake,0.088134766,514048,514048,894.08,0,0.0003666411,1.3748792,0.9779312629252672,596,-0.0073860525,0.007324359,-3.419955269999999,1097.1009323596954,251
252,PP02-awake,0.06821289,516096,516096,894.76,0,0.00027046312,1.36117,0.9689308367669582,552,-0.0064000236,0.005952366,-3.048183409999999,1100.8055827617645,252
253,PP02-awake,0.09477539,518144,518144,890.99,0,0.00020168857,1.3407304,0.9842340666800737,508,-0.007045319,0.0076190447,-2.7073022699999996,1104.8333456516266,253
254,PP02-awake,0.0925293,520192,520192,892.19,0,0.000547125,1.3216699,0.9558588825166225,449,-0.0063967616,0.0072745597,-2.23524589,1109.3948214054108,254
255,PP02-awake,0.071582034,522240,522240,888.85,0,0.0017502352,1.3072782,0.8126868307590485,706,-0.0055738664,0.0060665607,-0.7288879199999992,1112.294772863388,255
256,PP02-awake,0.07719727,524288,524288,884.95,0,0.0036243796,1.3238,0.7921953648328781,642,-0.0070147105,0.0066090166,-2.1169393299999997,1115.4801564216614,256
257,PP02-awake,0.075732425,526336,526336,884.29,0,0.0014360509,1.3541007,0.9112393856048584,549,-0.0058504357,0.0060998998,-2.476989749999999,1119.2064123153687,257
258,PP02-awake,0.0765625,528384,528384,889.51,0,0.0014214205,1.3488407,0.8590488582849503,634,-0.003918432,0.006616898,-2.96522272,1122.4362981319427,258
259,PP02-awake,0.07792969,530432,530432,896.59,0,0.00030938274,1.3145225,0.9831030555069447,446,-0.004863835,0.006313801,-2.8776387199999998,1127.0285382270813,259
260,PP02-awake,0.11391602,532480,532480,894.13,0,0.00030440098,1.3016068,0.9710130579769611,597,-0.010104669,0.008834884,-1.0085752499999991,1130.4536666870117,260
261,PP02-awake,0.103125,534528,534528,891.12,0,0.00017037484,1.2972786,0.9722453467547894,543,-0.007939119,0.008217177,-0.5692587899999991,1134.2226383686066,261
262,PP02-awake,0.074121095,536576,536576,891.32,0,0.0001919226,1.3005934,0.9659638963639736,525,-0.005061566,0.005998548,-0.8687507499999989,1138.1233179569244,262
263,PP02-awake,0.09414063,538624,538624,891.25,0,0.00013268346,1.300438,0.9868829185143113,598,-0.0057901843,0.007463438,-0.19057906999999943,1141.5441420078278,263
264,PP02-awake,0.09746094,540672,540672,890.42,0,0.00044310535,1.2888426,0.9402319267392159,556,-0.0042951964,0.007719729,-0.42867435,1145.2246279716492,264
265,PP02-awake,0.12421875,542720,542720,886.18,0,0.00024839793,1.2925785,0.986932604573667,513,-0.007950941,0.010434801,0.5038698300000006,1149.210548877716,265
266,PP02-awake,0.08574219,544768,544768,884.27,0,0.00040506796,1.2845229,0.9682677984237671,661,-0.004631997,0.007084471,1.1469932200000006,1152.3069059848785,266
267,PP02-awake,0.100976564,546816,546816,882.04,0,0.0014646719,1.282788,0.7796065956354141,615,-0.008013877,0.010940915,0.9420596100000005,1155.633858680725,267
268,PP02-awake,0.0959961,548864,548864,881.4,0,0.0017411805,1.2967502,0.7643186300992966,636,-0.01078781,0.009941341,0.6890879200000012,1158.852576971054,268
269,PP02-awake,0.066748045,550912,550912,879.09,0,0.0006209645,1.2842753,0.9228506907820702,667,-0.0044670715,0.00574492,3.3990401399999994,1161.9219703674316,269
270,PP02-awake,0.06723633,552960,552960,878.6,0,0.0005843508,1.2821473,0.9289080798625946,640,-0.0032877002,0.006011241,4.096650279999999,1165.118840932846,270
271,PP02-awake,0.09643555,555008,555008,874.27,0,0.0005384916,1.2844887,0.9627012312412262,581,-0.0032245112,0.00764026,3.8199643500000002,1168.6387603282928,271
272,PP02-awake,0.09414063,557056,557056,870.63,0,0.0014580793,1.2940415,0.857574075460434,577,-0.0060436437,0.007145112,5.13626462,1172.1882104873657,272
273,PP02-awake,0.09736328,559104,559104,866.68,0,0.0006098809,1.3103157,0.9334546625614166,728,-0.0075270026,0.0076407976,5.639447360000002,1174.9994995594025,273
274,PP02-awake,0.08916016,561152,561152,863.39,0,0.00034675436,1.3109187,0.9670826345682144,567,-0.004300806,0.0070245713,5.46993391,1178.6083788871765,274
275,PP02-awake,0.06518555,563200,563200,861.14,0,0.018561501,1.3236208,0.2057938575744629,573,-0.0074337395,0.0063892575,2.491771990000001,1182.177088022232,275
276,PP02-awake,0.10185547,565248,565248,858.22,0,0.00034961774,1.3400543,0.9646468833088875,655,-0.007822918,0.0081200935,3.6441561500000006,1185.3040082454681,276
277,PP02-awake,0.07036133,567296,567296,859.08,0,0.0005685504,1.330508,0.9440492987632751,562,-0.0070850896,0.0058942735,4.23452642,1188.9429652690887,277
278,PP02-awake,0.109375,569344,569344,854.67,0,0.015236603,1.3270509,0.3578207492828369,678,-0.007035536,0.008837255,2.689224689999999,1191.9611840248108,278
279,PP02-awake,0.10209961,571392,571392,851.56,0,0.0010679502,1.3312621,0.895680733025074,472,-0.0060252696,0.007604963,2.2543586099999993,1196.2999002933502,279
280,PP02-awake,0.09321289,573440,573440,846.16,0,0.0005546316,1.3163117,0.9384623803198338,596,-0.00596686,0.007722512,2.7911057299999995,1199.7357380390167,280
281,PP02-awake,0.066308595,575488,575488,842.19,0,0.0008411155,1.2995949,0.9078210219740868,652,-0.003932153,0.005872798,4.94452437,1202.8736581802368,281
282,PP02-awake,0.10771485,577536,577536,840.74,0,0.00034312689,1.2875603,0.9289176091551781,485,-0.0051436587,0.008130832,5.4635596899999985,1207.0949807167053,282
283,PP02-awake,0.105810545,579584,579584,840.42,0,0.00072737515,1.2622999,0.8764754757285118,506,-0.006590513,0.008223913,5.294820959999999,1211.1354005336761,283
284,PP02-awake,0.10229492,581632,581632,837.09,0,0.00033983984,1.2526945,0.9596328362822533,482,-0.004885962,0.007923171,5.94550568,1215.3835484981537,284
285,PP02-awake,0.08022461,583680,583680,837.93,0,0.00041258856,1.2622534,0.9472249634563923,572,-0.0012960098,0.0068186843,5.45736403,1218.9607849121094,285
286,PP02-awake,0.09023438,585728,585728,838.53,0,0.0032184732,1.2845364,0.6156264543533325,648,-0.007249008,0.0071065887,3.2800178399999993,1222.119966506958,286
287,PP02-awake,0.075,587776,587776,836.6,0,0.01704661,1.3192202,0.5514931082725525,628,-0.0065353005,0.0073233955,1.805593379999999,1225.3805723190308,287
288,PP02-awake,0.1105957,589824,589824,839.24,0,0.00032248272,1.330763,0.9671668522059917,581,-0.0062506534,0.008886136,2.4776724,1228.9053616523743,288
289,PP02-awake,0.085839845,591872,591872,830.0,0,0.011580172,1.3412429,0.7327451109886169,663,0.00063133356,0.008421875,1.8048199299999999,1231.9946339130402,289
290,PP02-awake,0.080761716,593920,593920,828.69,0,0.024757823,1.3702323,0.11007094383239746,606,-0.01131204,0.0070992997,-0.4411596599999993,1235.369045972824,290
291,PP02-awake,0.070410155,595968,595968,825.99,0,0.0005442803,1.3846244,0.9514195546507835,556,-0.005020347,0.0056249006,0.1164178400000008,1239.0489311218262,291
292,PP02-awake,0.08876953,598016,598016,825.78,0,0.00070611265,1.36821,0.9286122098565102,699,-0.0071062474,0.007310983,-1.3572597399999995,1241.9775347709656,292
293,PP02-awake,0.07265625,600064,600064,823.97,0,0.016945336,1.378114,0.6722149550914764,698,-0.004975398,0.0059382375,-2.5116035300000004,1244.9095466136932,293
294,PP02-awake,0.076855466,602112,602112,824.52,0,0.00054591993,1.4086905,0.946925912052393,480,-0.003277005,0.00609095,-2.6208365600000003,1249.1739556789398,294
295,PP02-awake,0.09106445,604160,604160,824.85,0,0.0008226361,1.4187076,0.9686836414039135,687,-0.005735798,0.007233909,-3.67263316,1252.155015707016,295
296,PP02-awake,0.08642578,606208,606208,821.0,0,0.010785943,1.4299276,0.6160889565944672,540,-0.0033912528,0.0074112443,-3.8312568,1255.9424591064453,296
297,PP02-awake,0.0668457,608256,608256,817.43,0,0.0005927645,1.4376892,0.9364572465419769,588,-0.0038509455,0.005682306,-3.96262902,1259.4230856895447,297
298,PP02-awake,0.05253906,610304,610304,809.71,0,0.0004339337,1.4363763,0.9604135043919086,609,-0.0041207713,0.0047203405,-3.123880909999999,1262.7854664325714,298
299,PP02-awake,0.06557617,612352,612352,809.43,0,0.00029047078,1.4366999,0.9681074321269989,525,-0.0019568508,0.0055303625,-3.3448831199999995,1266.6858031749725,299
300,PP02-awake,0.075488284,614400,614400,809.16,0,0.0005401449,1.4374596,0.9537590183317661,541,-0.0058162096,0.0061141774,-4.18704938,1270.4680168628693,300
301,PP02-awake,0.07919922,616448,616448,806.8,0,0.00035732466,1.4236281,0.9717603288590908,752,-0.005927568,0.0067975903,-3.3153889600000004,1303.8613712787628,301
302,PP02-awake,0.09350586,618496,618496,802.85,0,0.00037959893,1.4026567,0.97230408154428,685,-0.008397722,0.0073165586,-2.8873230899999998,1306.8500864505768,302
303,PP02-awake,0.10708008,620544,620544,803.16,0,0.00027079863,1.3882703,0.9875789638608694,624,-0.0075660734,0.008091233,-2.6020204300000005,1310.1283416748047,303
304,PP02-awake,0.07651367,622592,622592,802.88,0,0.00026215805,1.3763311,0.9797063693404198,630,-0.006297925,0.006279631,-2.1495177100000005,1313.3781442642212,304
305,PP02-awake,0.10981445,624640,624640,803.76,0,0.0004099425,1.3710468,0.9752867557108402,700,-0.0064192475,0.008057998,-2.4446604300000008,1316.3036394119263,305
306,PP02-awake,0.09106445,626688,626688,799.47,0,0.00032720892,1.3783672,0.9742567278444767,782,-0.0057837083,0.007026463,-0.7356206499999999,1318.9215881824493,306
307,PP02-awake,0.10151367,628736,628736,795.12,0,0.0146934865,1.3897563,0.7345415353775024,799,-0.005443185,0.007839554,-2.64997338,1321.4822211265564,307
308,PP02-awake,0.095751956,630784,630784,794.1,0,0.010767443,1.4150289,0.6273438930511475,552,-0.0033601462,0.007957103,-2.882442880000001,1325.1885693073273,308
309,PP02-awake,0.122558594,632832,632832,793.11,0,0.0009182467,1.4188913,0.9339233040809631,566,-0.008110609,0.009855771,-2.1391419400000005,1328.8060066699982,309
310,PP02-awake,0.067871094,634880,634880,789.77,0,0.028142175,1.4160916,0.1859753131866455,710,-0.009872991,0.00697677,-4.2068943899999995,1331.6901874542236,310
311,PP02-awake,0.08085938,636928,636928,788.25,0,0.00088993023,1.4183178,0.9520186707377434,715,-0.009088112,0.011007955,-3.6805075499999993,1334.5527927875519,311
312,PP02-awake,0.08520508,638976,638976,785.47,0,0.0022216425,1.4412088,0.8927230015397072,597,-0.0057019014,0.007500761,-3.8499936699999995,1337.9798076152802,312
313,PP02-awake,0.07197265,641024,641024,787.72,0,0.0012991331,1.444929,0.8928714767098427,617,-0.004090403,0.006308414,-1.4174714399999997,1341.298413515091,313
314,PP02-awake,0.12392578,643072,643072,785.8,0,0.00064782373,1.4260361,0.9516958519816399,681,-0.010787532,0.009155879,-0.5796444099999999,1344.304836511612,314
315,PP02-awake,0.09868164,645120,645120,782.92,0,0.0007871309,1.4206604,0.9433312006294727,628,-0.009589769,0.007914854,0.01743479999999945,1347.5612704753876,315
316,PP02-awake,0.08256836,647168,647168,778.76,0,0.030605972,1.4331409,0.20558792352676392,645,-0.0074783773,0.008563155,-2.1189213500000004,1350.7359852790833,316
317,PP02-awake,0.08164062,649216,649216,782.57,0,0.011084689,1.4394686,0.5284119844436646,699,-0.008881668,0.007340002,-2.82545842,1353.665517091751,317
318,PP02-awake,0.08588867,651264,651264,775.28,0,0.009143848,1.4323267,0.7976231575012207,790,-0.0031473867,0.00662776,-4.532655959999999,1356.2577159404755,318
319,PP02-awake,0.11875,653312,653312,780.66,0,0.0008867721,1.421932,0.8975269645452499,488,-0.007987914,0.009113985,-3.18762947,1360.4501242637634,319
320,PP02-awake,0.13466796,655360,655360,782.99,0,0.0036780522,1.4186423,0.8216988891363144,572,-0.01354489,0.010499646,-3.3410991599999993,1364.027755498886,320
321,PP02-awake,0.097753905,657408,657408,781.36,0,0.00060520513,1.4064289,0.9657957404851913,777,-0.0069690594,0.0076666633,-2.7199058699999994,1366.6633143424988,321
322,PP02-awake,0.10244141,659456,659456,778.42,0,0.000607953,1.3717647,0.9160725697875023,557,-0.007170636,0.008636561,-2.7739868000000003,1370.3381497859955,322
323,PP02-awake,0.13085938,661504,661504,775.66,0,0.013333854,1.3635257,0.6064520478248596,566,-0.008842015,0.010666824,-3.32102474,1373.955191373825,323
324,PP02-awake,0.08125,663552,663552,772.93,0,0.0008927759,1.3734732,0.8918942660093307,645,-0.0053355535,0.0069864923,-1.5288812899999993,1377.1290674209595,324
325,PP02-awake,0.089746095,665600,665600,775.27,0,0.000571493,1.372058,0.940206304192543,621,-0.008863376,0.0072676493,0.526798080000001,1380.4250271320343,325
326,PP02-awake,0.091748044,667648,667648,770.93,0,0.030080672,1.3733945,0.06430250406265259,551,-0.0055621224,0.0074003106,-0.867593449999999,1384.1402654647827,326
327,PP02-awake,0.077539064,669696,669696,774.88,0,0.00084906333,1.3696883,0.9396423734724522,547,-0.0040154434,0.0063934526,-0.39107285999999974,1387.881379365921,327
328,PP02-awake,0.08955078,671744,671744,775.1,0,0.0005385033,1.3641839,0.9237643480300903,481,-0.006390956,0.0074952566,3.37010113,1392.1330981254578,328
329,PP02-awake,0.07373047,673792,673792,772.45,0,0.00032161063,1.3551905,0.9777850843966007,608,-0.0030727729,0.006035206,3.5654931,1395.497459411621,329
330,PP02-awake,0.0894043,675840,675840,776.02,0,0.00044991384,1.3480632,0.9671749547123909,547,-0.008448782,0.0070858533,4.38833908,1399.2413437366486,330
331,PP02-awake,0.10898437,677888,677888,778.36,0,0.0027228543,1.3417068,0.8591088205575943,572,-0.007182195,0.009019466,5.4993879,1402.817447900772,331
