EpThisIter,entropy,TimestepsSoFar,EpLenMean,EpRewMean,TimeElapsed,surrgain,optimgain,EpisodesSoFar,ev_tdlam_before,Iteration,trial,meankl,entloss
5,1.2592887,186200,200.0,-164.34353728746072,87.53188014030457,0.044536747,0.044536747,931,0.9346750378608704,182,0,0.0075165005,0.0
5,1.2577239,187200,200.0,-167.14126079311237,87.9677381515503,0.065429196,0.065429196,936,0.9467246532440186,183,0,0.006789426,0.0
6,1.275198,188400,200.0,-200.63616745197345,88.40303993225098,0.019539397,0.019539397,942,0.5327945053577423,184,0,0.007966087,0.0
5,1.2547203,189400,200.0,-245.7098955626928,88.8380651473999,0.026829893,0.026829893,947,0.7622170746326447,185,0,0.010180987,0.0
5,1.2597964,190400,200.0,-265.4185378508829,89.27320790290833,0.03761281,0.03761281,952,0.8283192813396454,186,0,0.008314753,0.0
5,1.265735,191400,200.0,-259.4010037261902,89.70408797264099,0.124863796,0.124863796,957,0.6784515976905823,187,0,0.010127473,0.0
5,1.2553377,192400,200.0,-259.5271363385367,90.14319515228271,0.06638436,0.06638436,962,0.9492874853312969,188,0,0.0055364994,0.0
5,1.2533578,193400,200.0,-250.92925956987202,90.58876419067383,0.03577423,0.03577423,967,0.9525202251970768,189,0,0.009524841,0.0
5,1.2189965,194400,200.0,-241.68905199513793,91.03078508377075,0.024278328,0.024278328,972,0.7882839143276215,190,0,0.0068276967,0.0
5,1.2138975,195400,200.0,-259.6559191846151,91.46431398391724,0.04222973,0.04222973,977,0.9009971544146538,191,0,0.007450618,0.0
6,1.2062104,196600,200.0,-236.20439450956025,91.89767599105835,0.043040745,0.043040745,983,0.9237708523869514,192,0,0.007476731,0.0
5,1.2097263,197600,200.0,-186.84228089788408,92.33273220062256,0.046650067,0.046650067,988,0.8823550790548325,193,0,0.004907662,0.0
5,1.2070006,198600,200.0,-175.5252548200533,92.76839423179626,0.054121155,0.054121155,993,0.9120809361338615,194,0,0.009272666,0.0
5,1.2140782,199600,200.0,-179.2792023133877,93.21353316307068,0.05299274,0.05299274,998,0.9389170780777931,195,0,0.005880411,0.0
5,1.2133185,200600,200.0,-176.32729108671757,93.65897417068481,0.055505242,0.055505242,1003,0.8600010126829147,196,0,0.009657232,0.0
5,1.2106322,201600,200.0,-173.40841722339314,94.10563802719116,0.030095695,0.030095695,1008,0.9426184594631195,197,0,0.0043412745,0.0
5,1.2018119,202600,200.0,-189.55498484670892,94.55199599266052,0.031975914,0.031975914,1013,0.9523148201406002,198,0,0.008839275,0.0
5,1.1998388,203600,200.0,-177.32747213361444,95.0261070728302,0.03085743,0.03085743,1018,0.9066993743181229,199,0,0.005626536,0.0
6,1.1918433,204800,200.0,-158.55791742087953,95.5047390460968,0.02511635,0.02511635,1024,0.9124464988708496,200,0,0.006440444,0.0
5,1.17157,205800,200.0,-161.75234598969442,95.96478724479675,0.042842906,0.042842906,1029,0.9391370490193367,201,0,0.00877523,0.0
5,1.1698881,206800,200.0,-153.90716087600111,96.47189402580261,0.027613427,0.027613427,1034,0.9873322211205959,202,0,0.008059991,0.0
5,1.167987,207800,200.0,-153.9594558190804,96.94233012199402,0.041819423,0.041819423,1039,0.9663624875247478,203,0,0.004120739,0.0
5,1.165545,208800,200.0,-156.4676662836144,97.44331407546997,0.048351552,0.048351552,1044,0.9867040868848562,204,0,0.012043117,0.0
5,1.1593448,209800,200.0,-159.1480674809457,97.87112212181091,0.050283365,0.050283365,1049,0.9922916530631483,205,0,0.008726468,0.0
5,1.1788026,210800,200.0,-153.08704554643577,98.31574702262878,0.03924478,0.03924478,1054,0.937187671661377,206,0,0.0068090158,0.0
5,1.1838964,211800,200.0,-166.8805238833326,98.74773907661438,0.032609556,0.032609556,1059,0.9639948680996895,207,0,0.00838342,0.0
5,1.1895746,212800,200.0,-176.3800768599294,99.18381810188293,0.03937374,0.03937374,1064,0.9634176641702652,208,0,0.009055106,0.0
6,1.1863226,214000,200.0,-176.45501789765856,99.62243914604187,0.031599667,0.031599667,1070,0.9604696668684483,209,0,0.008961488,0.0
5,1.1696769,215000,200.0,-162.97913664029824,100.0694031715393,0.0146616995,0.0146616995,1075,0.9636505804955959,210,0,0.0051301527,0.0
5,1.1671243,216000,200.0,-179.49171017714238,100.53598213195801,0.038720082,0.038720082,1080,0.9762239344418049,211,0,0.008292373,0.0
5,1.1622617,217000,200.0,-173.39349380688563,100.9829831123352,0.030231375,0.030231375,1085,0.9788712002336979,212,0,0.0077770753,0.0
5,1.1526059,218000,200.0,-177.5749975010839,101.44117593765259,0.022513108,0.022513108,1090,0.9651111476123333,213,0,0.00984459,0.0
5,1.1471245,219000,200.0,-171.4712125783028,101.93632912635803,0.06177926,0.06177926,1095,0.9583335369825363,214,0,0.010490829,0.0
5,1.1667787,220000,200.0,-159.85301431665204,102.47741603851318,0.041995447,0.041995447,1100,0.9727351441979408,215,0,0.0065725464,0.0
5,1.1562325,221000,200.0,-154.05572037676825,102.97091293334961,0.029646838,0.029646838,1105,0.9811354838311672,216,0,0.012842488,0.0
6,1.16463,222200,200.0,-165.91484670312877,103.47982716560364,0.03849034,0.03849034,1111,0.9882650403305888,217,0,0.009747785,0.0
5,1.1601992,223200,200.0,-165.7320726786865,103.91820216178894,0.032121502,0.032121502,1116,0.9963256611954421,218,0,0.010025907,0.0
5,1.1651182,224200,200.0,-162.26561013925993,104.37354683876038,0.035161354,0.035161354,1121,0.9878588980063796,219,0,0.006975555,0.0
5,1.1479318,225200,200.0,-172.39909369728755,104.81530404090881,0.04129804,0.04129804,1126,0.9674953892827034,220,0,0.009136967,0.0
5,1.1479595,226200,200.0,-182.98074184181152,105.2546021938324,0.03867487,0.03867487,1131,0.9759225696325302,221,0,0.007132481,0.0
5,1.1512454,227200,200.0,-188.82058316927115,105.69278502464294,0.04794063,0.04794063,1136,0.829293966293335,222,0,0.009080313,0.0
5,1.1488211,228200,200.0,-185.91375360941282,106.14024686813354,0.036737528,0.036737528,1141,0.9767135512083769,223,0,0.008134117,0.0
5,1.1489695,229200,200.0,-179.46483669630487,106.57939195632935,0.039472893,0.039472893,1146,0.9144476130604744,224,0,0.010820201,0.0
6,1.1634315,230400,200.0,-176.16732759068174,107.02649521827698,0.042521905,0.042521905,1152,0.9591585844755173,225,0,0.005972968,0.0
5,1.1859404,231400,200.0,-183.62655377825075,107.4641740322113,0.0208703,0.0208703,1157,0.989801942370832,226,0,0.0050960453,0.0
5,1.1883754,232400,200.0,-178.3224287725693,107.89755415916443,0.032148015,0.032148015,1162,0.9917290275916457,227,0,0.0101486975,0.0
5,1.182597,233400,200.0,-162.17734048156953,108.345468044281,0.038671516,0.038671516,1167,0.9949907842092216,228,0,0.00814095,0.0
5,1.1629308,234400,200.0,-145.65681726985108,108.77700710296631,0.016733903,0.016733903,1172,0.9478148408234119,229,0,0.009724062,0.0
5,1.174774,235400,200.0,-145.40558224405746,109.22147011756897,0.03673776,0.03673776,1177,0.9880513567477465,230,0,0.008008519,0.0
5,1.1764535,236400,200.0,-145.65345926369625,109.65841102600098,0.036848947,0.036848947,1182,0.9860960179939866,231,0,0.0063506085,0.0
5,1.1730355,237400,200.0,-149.28656853303113,110.10180497169495,0.007210268,0.007210268,1187,0.9650814607739449,232,0,0.0023419785,0.0
5,1.1777343,238400,200.0,-149.55182724132956,110.5418701171875,0.027630728,0.027630728,1192,0.9556597918272018,233,0,0.008694906,0.0
6,1.1568403,239600,200.0,-136.30963299666539,110.96831822395325,0.027512275,0.027512275,1198,0.9912174763157964,234,0,0.010322815,0.0
5,1.1790763,240600,200.0,-134.94213198830832,111.47689509391785,0.046646994,0.046646994,1203,0.9912952957674861,235,0,0.007445248,0.0
5,1.1842248,241600,200.0,-135.24850121200598,111.92506527900696,0.0491857,0.0491857,1208,0.9797607846558094,236,0,0.0066368347,0.0
5,1.1696168,242600,200.0,-150.03138374455423,112.37672424316406,0.02842582,0.02842582,1213,0.9925420940853655,237,0,0.010376761,0.0
5,1.145159,243600,200.0,-144.3619420662937,112.8183982372284,0.006647868,0.006647868,1218,0.9364711791276932,238,0,0.004978871,0.0
5,1.1267219,244600,200.0,-122.0993763874247,113.26378512382507,0.009322636,0.009322636,1223,0.9764785431325436,239,0,0.0074006794,0.0
5,1.1151564,245600,200.0,-124.94675418376377,113.7095799446106,0.050607543,0.050607543,1228,0.9905235469341278,240,0,0.006708906,0.0
5,1.1201755,246600,200.0,-133.77994903169275,114.16668796539307,0.04429502,0.04429502,1233,0.9826440047472715,241,0,0.0148552265,0.0
6,1.1203741,247800,200.0,-145.2151230163145,114.60738015174866,0.022557411,0.022557411,1239,0.978607814759016,242,0,0.0042552147,0.0
5,1.1330264,248800,200.0,-146.3861970100832,115.04702305793762,0.1388865,0.1388865,1244,0.9838901180773973,243,0,0.007988017,0.0
5,1.1303712,249800,200.0,-152.50305925442393,115.48008894920349,0.043378748,0.043378748,1249,0.9913619691506028,244,0,0.010236952,0.0
5,1.1279705,250800,200.0,-149.35692211401928,115.91700911521912,0.061083674,0.061083674,1254,0.9552616141736507,245,0,0.010043475,0.0
5,1.1384879,251800,200.0,-154.9802998623557,116.36172795295715,0.036949795,0.036949795,1259,0.9751054737716913,246,0,0.008460535,0.0
5,1.1458747,252800,200.0,-158.47245154611159,116.79724717140198,0.020554781,0.020554781,1264,0.9634563960134983,247,0,0.011127212,0.0
5,1.1262995,253800,200.0,-155.28405578206988,117.24185585975647,0.03208804,0.03208804,1269,0.9686077646911144,248,0,0.0086719245,0.0
5,1.1352335,254800,200.0,-149.37430212339478,117.69066905975342,0.051931962,0.051931962,1274,0.9983930854359642,249,0,0.010345336,0.0
6,1.1124091,256000,200.0,-134.686906000957,118.13125395774841,0.014739326,0.014739326,1280,0.9478573687374592,250,0,0.008395882,0.0
5,1.1119514,257000,200.0,-132.2792603868084,118.58862805366516,0.16855276,0.16855276,1285,0.9891893295571208,251,0,0.0060607567,0.0
5,1.1064316,258000,200.0,-145.73070304852536,119.07359409332275,0.04028633,0.04028633,1290,0.9740289933979511,252,0,0.010413152,0.0
5,1.0915722,259000,200.0,-142.9729770025162,119.55139183998108,0.018614553,0.018614553,1295,0.9970610307063907,253,0,0.008338871,0.0
5,1.0867198,260000,200.0,-143.9256674617466,120.02322196960449,0.04396816,0.04396816,1300,0.9682725518941879,254,0,0.008182831,0.0
5,1.0649718,261000,200.0,-159.71155486513325,120.50566506385803,0.036621906,0.036621906,1305,0.9895062055438757,255,0,0.0058805076,0.0
5,1.0562708,262000,200.0,-168.6028150136395,120.97575688362122,0.028667051,0.028667051,1310,0.9709688909351826,256,0,0.0076729646,0.0
5,1.0489697,263000,200.0,-176.8521033156797,121.46393513679504,0.059122846,0.059122846,1315,0.9204992353916168,257,0,0.01099018,0.0
5,1.0410037,264000,200.0,-180.1225211741626,121.95378184318542,0.040102962,0.040102962,1320,0.956688717007637,258,0,0.0068163513,0.0
6,1.0350962,265200,200.0,-190.16043927558607,122.4281530380249,0.034030214,0.034030214,1326,0.7167474031448364,259,0,0.009903787,0.0
5,1.0280144,266200,200.0,-176.67901593931782,122.86645603179932,0.050100774,0.050100774,1331,0.9339394718408585,260,0,0.008768619,0.0
5,1.0158231,267200,200.0,-185.82705874531462,123.31101894378662,0.031441428,0.031441428,1336,0.9272879362106323,261,0,0.0074222228,0.0
5,1.012271,268200,200.0,-187.83514130680595,123.7523410320282,0.020812687,0.020812687,1341,0.8891234397888184,262,0,0.007616385,0.0
5,1.0033867,269200,200.0,-187.2616139537686,124.20663809776306,0.023688504,0.023688504,1346,0.9786637667566538,263,0,0.006080526,0.0
5,0.9928015,270200,200.0,-191.71490720580525,124.64749884605408,0.023851054,0.023851054,1351,0.9255056604743004,264,0,0.003955055,0.0
5,0.9947365,271200,200.0,-189.27881908115342,125.08889508247375,0.06948128,0.06948128,1356,0.9791869111359119,265,0,0.009984806,0.0
5,1.006179,272200,200.0,-192.0893838993703,125.53058910369873,0.048904356,0.048904356,1361,0.9687943141907454,266,0,0.006349532,0.0
6,1.0076911,273400,200.0,-182.31284186492672,125.96538615226746,0.041918073,0.041918073,1367,0.9893392082303762,267,0,0.011333842,0.0
5,0.9908292,274400,200.0,-192.70092687411878,126.41222810745239,0.022736095,0.022736095,1372,0.9854283360764384,268,0,0.008287283,0.0
5,0.9902811,275400,200.0,-174.6620346068044,126.85487413406372,0.059681777,0.059681777,1377,0.9778372142463923,269,0,0.009101658,0.0
5,0.9859011,276400,200.0,-177.42747238839314,127.3336832523346,0.034702163,0.034702163,1382,0.9646920040249825,270,0,0.0071493667,0.0
5,0.9956818,277400,200.0,-176.89159376250996,127.82047510147095,0.042554878,0.042554878,1387,0.9677491374313831,271,0,0.011921069,0.0
5,0.9957006,278400,200.0,-163.69746216519553,128.29717803001404,0.053122744,0.053122744,1392,0.9553276114165783,272,0,0.00950251,0.0
5,1.0012361,279400,200.0,-163.3708286118883,128.74230122566223,0.21240538,0.21240538,1397,0.9860247895121574,273,0,0.014853583,0.0
5,1.0009451,280400,200.0,-156.69902686848746,129.17789816856384,0.028728794,0.028728794,1402,0.9568785429000854,274,0,0.007259652,0.0
6,0.99364,281600,200.0,-164.15271391872665,129.60845708847046,0.038968742,0.038968742,1408,0.9549184516072273,275,0,0.0062599825,0.0
5,0.9852302,282600,200.0,-153.71150708870925,130.04704403877258,0.045266688,0.045266688,1413,0.8679134547710419,276,0,0.009114763,0.0
5,0.9814576,283600,200.0,-155.97342359685217,130.48523712158203,0.089211635,0.089211635,1418,0.9115284010767937,277,0,0.008375837,0.0
5,0.9919892,284600,200.0,-149.83706297178378,130.913006067276,0.06475177,0.06475177,1423,0.9775079656392336,278,0,0.011931399,0.0
5,0.982956,285600,200.0,-149.20488488041164,131.3597869873047,0.037756942,0.037756942,1428,0.9916704744100571,279,0,0.009893702,0.0
5,0.97336185,286600,200.0,-146.6477659334452,131.79952907562256,0.057209164,0.057209164,1433,0.9525416754186153,280,0,0.007958026,0.0
5,0.9611512,287600,200.0,-153.78059459575522,132.28074097633362,0.044318695,0.044318695,1438,0.9741380512714386,281,0,0.0067962077,0.0
5,0.9775094,288600,200.0,-161.93789514303867,132.75778603553772,0.04111155,0.04111155,1443,0.9768453538417816,282,0,0.0075493176,0.0
5,0.98019415,289600,200.0,-170.6864494957174,133.217689037323,0.04415018,0.04415018,1448,0.7800853252410889,283,0,0.008737374,0.0
6,0.9604308,290800,200.0,-185.72488197778281,133.65652298927307,0.035834156,0.035834156,1454,0.9305180162191391,284,0,0.010763617,0.0
5,0.96391,291800,200.0,-186.36985282288555,134.09640216827393,0.048879944,0.048879944,1459,0.8986941948533058,285,0,0.007367824,0.0
5,0.97656626,292800,200.0,-178.706729245945,134.53324604034424,0.05512134,0.05512134,1464,0.9343428239226341,286,0,0.008409722,0.0
5,0.97584516,293800,200.0,-174.9873721582504,134.96713423728943,0.072008,0.072008,1469,0.9820960164070129,287,0,0.011105699,0.0
5,0.95585626,294800,200.0,-175.39251061452214,135.40749192237854,0.023698824,0.023698824,1474,0.9584647342562675,288,0,0.007924712,0.0
5,0.9593496,295800,200.0,-162.17868834629863,135.85255217552185,0.055050533,0.055050533,1479,0.9615808688104153,289,0,0.009433106,0.0
5,0.94458336,296800,200.0,-157.04474857059247,136.29568004608154,0.038298223,0.038298223,1484,0.8824616223573685,290,0,0.010822549,0.0
5,0.9472625,297800,200.0,-146.76479126777605,136.73916721343994,0.036668174,0.036668174,1489,0.9807452894747257,291,0,0.008807928,0.0
6,0.94865096,299000,200.0,-144.470224648415,137.17665719985962,0.021537058,0.021537058,1495,0.9564666114747524,292,0,0.0041260617,0.0
5,0.9557953,300000,200.0,-147.3799824459054,137.61623215675354,0.04933165,0.04933165,1500,0.964728944003582,293,0,0.009352562,0.0
5,0.96012574,301000,200.0,-144.1338820791264,138.05791997909546,0.04785859,0.04785859,1505,0.9665970280766487,294,0,0.010699272,0.0
5,0.9806337,302000,200.0,-147.33148253502114,138.49870896339417,0.10053087,0.10053087,1510,0.9722799975425005,295,0,0.007614935,0.0
5,0.9779549,303000,200.0,-156.08756174726608,138.94507312774658,0.057227187,0.057227187,1515,0.9811790268868208,296,0,0.00904605,0.0
5,0.97859555,304000,200.0,-153.63487399053557,139.38736510276794,0.0197009,0.0197009,1520,0.9724107347428799,297,0,0.0065142997,0.0
5,0.98078996,305000,200.0,-159.23258490468248,139.84069800376892,0.05182744,0.05182744,1525,0.972454147413373,298,0,0.010199919,0.0
5,0.9830513,306000,200.0,-149.81447077239199,140.27957487106323,0.032440737,0.032440737,1530,0.9904058910906315,299,0,0.009561531,0.0
6,0.97997665,307200,200.0,-156.7817872296536,140.70957612991333,0.030553214,0.030553214,1536,0.9358824044466019,300,0,0.009365905,0.0
5,0.97146684,308200,200.0,-156.78272088431012,141.14851117134094,0.033307087,0.033307087,1541,0.9885604847222567,301,0,0.009275366,0.0
5,0.96907145,309200,200.0,-145.42237035111316,141.59702491760254,0.06881778,0.06881778,1546,0.9943082523532212,302,0,0.010394217,0.0
5,0.9680666,310200,200.0,-149.1546574659254,142.03825616836548,0.015798422,0.015798422,1551,0.9617503210902214,303,0,0.00641433,0.0
5,0.9540068,311200,200.0,-145.86384950487997,142.4744529724121,0.02459942,0.02459942,1556,0.9935396667569876,304,0,0.008444294,0.0
5,0.9422119,312200,200.0,-158.39992290842096,142.9082911014557,0.039798986,0.039798986,1561,0.9692900348454714,305,0,0.007771975,0.0
5,0.93784714,313200,200.0,-164.7984280884521,143.35718607902527,0.03644059,0.03644059,1566,0.9893470350652933,306,0,0.010427748,0.0
5,0.93090737,314200,200.0,-160.06464450300172,143.79986023902893,0.021231309,0.021231309,1571,0.9728910308331251,307,0,0.014962037,0.0
5,0.93887305,315200,200.0,-163.46534370159128,144.22934222221375,0.061263077,0.061263077,1576,0.9848938211798668,308,0,0.008952517,0.0
6,0.9244985,316400,200.0,-169.9014773120638,144.7334110736847,0.05503292,0.05503292,1582,0.99714221409522,309,0,0.010566961,0.0
5,0.92481995,317400,200.0,-176.44847505287507,145.21154308319092,0.05226683,0.05226683,1587,0.9259467795491219,310,0,0.009455801,0.0
5,0.9478141,318400,200.0,-169.9775534116622,145.678729057312,0.054072347,0.054072347,1592,0.8683814853429794,311,0,0.008442681,0.0
5,0.9319649,319400,200.0,-172.06739623121842,146.14438700675964,0.020545121,0.020545121,1597,0.9760598447173834,312,0,0.007912621,0.0
5,0.94270426,320400,200.0,-157.3730992974675,146.617094039917,0.020310726,0.020310726,1602,0.9736107550561428,313,0,0.00629445,0.0
5,0.9325713,321400,200.0,-160.45107926324627,147.0911841392517,0.04574151,0.04574151,1607,0.9707502853125334,314,0,0.010133632,0.0
5,0.9435463,322400,200.0,-166.27359662259218,147.58442401885986,0.040734954,0.040734954,1612,0.9556104280054569,315,0,0.0095323175,0.0
5,0.9469879,323400,200.0,-157.09399391254146,148.07028603553772,0.06438476,0.06438476,1617,0.9821670800447464,316,0,0.011389964,0.0
6,0.94676125,324600,200.0,-154.04177263369527,148.58759999275208,0.032554403,0.032554403,1623,0.9781758580356836,317,0,0.0047166375,0.0
5,0.95706254,325600,200.0,-153.62844924431812,149.05801606178284,0.02125625,0.02125625,1628,0.9916161773726344,318,0,0.005441985,0.0
5,0.9556314,326600,200.0,-159.1598419148605,149.52415704727173,0.032964993,0.032964993,1633,0.9637684188783169,319,0,0.009728442,0.0
5,0.95186234,327600,200.0,-156.10527799136852,149.98860001564026,0.02753789,0.02753789,1638,0.9854016648605466,320,0,0.0038433077,0.0
5,0.94897556,328600,200.0,-155.99650844278003,150.4965250492096,0.047262553,0.047262553,1643,0.9971384815871716,321,0,0.005648909,0.0
5,0.934846,329600,200.0,-156.33280310222636,150.98198103904724,0.0581148,0.0581148,1648,0.9505401477217674,322,0,0.009337956,0.0
5,0.93528366,330600,200.0,-141.24094196026834,151.4876310825348,0.08631131,0.08631131,1653,0.6658494174480438,323,0,0.007516833,0.0
5,0.940628,331600,200.0,-132.98069666890427,151.9825141429901,0.038588263,0.038588263,1658,0.9713601637631655,324,0,0.009035369,0.0
6,0.93518454,332800,200.0,-138.8264748850642,152.45162105560303,0.020283798,0.020283798,1664,0.9951730975881219,325,0,0.008036841,0.0
5,0.94313127,333800,200.0,-138.4774854753725,152.90420007705688,0.030366125,0.030366125,1669,0.9771827757358551,326,0,0.010203407,0.0
5,0.9290194,334800,200.0,-136.2453359704386,153.3498101234436,0.04254608,0.04254608,1674,0.9027089104056358,327,0,0.011283978,0.0
5,0.90645176,335800,200.0,-133.28023775248548,153.78211903572083,0.020472277,0.020472277,1679,0.983152600005269,328,0,0.0056663183,0.0
5,0.91682845,336800,200.0,-134.8724147921831,154.22410893440247,0.044179767,0.044179767,1684,0.9945737216621637,329,0,0.008599032,0.0
5,0.9132112,337800,200.0,-134.8045075247929,154.66552305221558,0.034117866,0.034117866,1689,0.9375107698142529,330,0,0.009161724,0.0
5,0.9058219,338800,200.0,-152.91316607000908,155.1057550907135,0.05496281,0.05496281,1694,0.9679011069238186,331,0,0.0063234037,0.0
5,0.9039501,339800,200.0,-159.5558883190795,155.54991817474365,0.04801253,0.04801253,1699,0.9870702363550663,332,0,0.0112833325,0.0
5,0.90947276,340800,200.0,-166.41396107644482,155.99059391021729,0.075047635,0.075047635,1704,0.9541973620653152,333,0,0.013010709,0.0
6,0.91691256,342000,200.0,-157.87584005580845,156.4380750656128,0.050347503,0.050347503,1710,0.9845963595435023,334,0,0.00997524,0.0
5,0.90778005,343000,200.0,-164.02044452121214,156.8789200782776,0.056820128,0.056820128,1715,0.9942779862321913,335,0,0.0076812645,0.0
5,0.89111656,344000,200.0,-169.62291551292913,157.31371116638184,0.033655796,0.033655796,1720,0.9193633273243904,336,0,0.007966124,0.0
5,0.8785673,345000,200.0,-165.37799021018253,157.7854471206665,0.017665073,0.017665073,1725,0.986691721715033,337,0,0.0041055917,0.0
5,0.87917763,346000,200.0,-159.59888502671188,158.22503900527954,0.055400275,0.055400275,1730,0.8721399456262589,338,0,0.008711259,0.0
5,0.8779714,347000,200.0,-151.0984538023774,158.6684410572052,0.031656846,0.031656846,1735,0.9667914696037769,339,0,0.009872553,0.0
5,0.87858915,348000,200.0,-134.82837358431325,159.1149570941925,0.015963767,0.015963767,1740,0.9931756355799735,340,0,0.006271043,0.0
5,0.8781163,349000,200.0,-131.48174296479962,159.55217027664185,0.04452877,0.04452877,1745,0.9701185654848814,341,0,0.009303113,0.0
6,0.8790139,350200,200.0,-143.10142999362975,159.99133825302124,0.037442297,0.037442297,1751,0.9567981399595737,342,0,0.010163253,0.0
5,0.8749534,351200,200.0,-142.7640704869128,160.43328309059143,0.028155193,0.028155193,1756,0.9845187906175852,343,0,0.012795539,0.0
5,0.88410527,352200,200.0,-145.63319959361382,160.87655210494995,0.027920676,0.027920676,1761,0.9961490533314645,344,0,0.004594909,0.0
5,0.88137466,353200,200.0,-148.16335392921988,161.31034803390503,0.038960177,0.038960177,1766,0.9919104725122452,345,0,0.0041623404,0.0
5,0.87707627,354200,200.0,-153.52009290564388,161.75610423088074,0.030435966,0.030435966,1771,0.9874309124425054,346,0,0.0036722184,0.0
5,0.8739926,355200,200.0,-156.2748424042821,162.203458070755,0.04354254,0.04354254,1776,0.9873536517843604,347,0,0.014841624,0.0
5,0.87237555,356200,200.0,-164.6360042495299,162.66579008102417,0.04216923,0.04216923,1781,0.9967415176797658,348,0,0.008053234,0.0
5,0.87126267,357200,200.0,-164.5804224631054,163.1121211051941,0.05401376,0.05401376,1786,0.9973093417938799,349,0,0.012750683,0.0
6,0.8788027,358400,200.0,-169.91262619661603,163.55524802207947,0.038454548,0.038454548,1792,0.954894907772541,350,0,0.010281065,0.0
5,0.88088584,359400,200.0,-167.18710287779754,163.99737524986267,0.043075863,0.043075863,1797,0.9925512541085482,351,0,0.014546389,0.0
5,0.8831473,360400,200.0,-180.21554034238633,164.4402210712433,0.075278185,0.075278185,1802,0.9882422061637044,352,0,0.010271968,0.0
5,0.8794894,361400,200.0,-180.9509578239512,164.86783814430237,0.023376945,0.023376945,1807,0.9842333029955626,353,0,0.009078877,0.0
5,0.87879837,362400,200.0,-175.37536634297746,165.30770206451416,0.15062098,0.15062098,1812,0.9590089209377766,354,0,0.005641562,0.0
5,0.87463045,363400,200.0,-175.1403424598781,165.75098705291748,0.0093008885,0.0093008885,1817,0.9559845626354218,355,0,0.006201423,0.0
5,0.86685073,364400,200.0,-172.09202537709035,166.19548797607422,0.034253698,0.034253698,1822,0.9924260596744716,356,0,0.013607752,0.0
5,0.8661335,365400,200.0,-175.97572835852074,166.64434909820557,0.022787139,0.022787139,1827,0.9936490510590374,357,0,0.005270825,0.0
5,0.866211,366400,200.0,-165.12079348155822,167.0836091041565,0.06739201,0.06739201,1832,0.9947340763173997,358,0,0.012207997,0.0
6,0.8868863,367600,200.0,-156.53328047526753,167.5217649936676,0.03117054,0.03117054,1838,0.9837403520941734,359,0,0.0059346277,0.0
5,0.8833966,368600,200.0,-157.45701099837757,167.9629340171814,0.026164435,0.026164435,1843,0.9952723463065922,360,0,0.004229489,0.0
5,0.8821565,369600,200.0,-155.16319513344925,168.3941900730133,0.056491412,0.056491412,1848,0.9933326784521341,361,0,0.00808689,0.0
5,0.8765605,370600,200.0,-161.19562201255044,168.833811044693,0.04651314,0.04651314,1853,0.9357925131917,362,0,0.008512989,0.0
5,0.8662721,371600,200.0,-158.44066908301608,169.2803931236267,0.03564789,0.03564789,1858,0.9918935121968389,363,0,0.011196631,0.0
5,0.87594956,372600,200.0,-167.35464469832104,169.7354121208191,0.13028592,0.13028592,1863,0.920935183763504,364,0,0.012402782,0.0
5,0.8809703,373600,200.0,-174.40550877981187,170.18773913383484,0.035077117,0.035077117,1868,0.9723975174129009,365,0,0.007123942,0.0
5,0.8774526,374600,200.0,-168.76891444999342,170.63810920715332,0.016922735,0.016922735,1873,0.9793807864189148,366,0,0.0045568617,0.0
6,0.8718251,375800,200.0,-152.294237924844,171.08815097808838,0.021774774,0.021774774,1879,0.9968307456001639,367,0,0.00808882,0.0
5,0.8724559,376800,200.0,-152.2839991915051,171.52637004852295,0.032899033,0.032899033,1884,0.9949143370613456,368,0,0.009500986,0.0
5,0.86694,377800,200.0,-151.3434828644647,171.96836113929749,0.015409505,0.015409505,1889,0.9510090351104736,369,0,0.0038440549,0.0
5,0.8719787,378800,200.0,-145.45707879861362,172.40884804725647,0.14929363,0.14929363,1894,0.9953878344967961,370,0,0.011348868,0.0
5,0.8846393,379800,200.0,-142.42441394118308,172.84864497184753,0.058888964,0.058888964,1899,0.9517603106796741,371,0,0.012942486,0.0
5,0.88461626,380800,200.0,-148.82187181893582,173.29090094566345,0.028227242,0.028227242,1904,0.9929187130182981,372,0,0.0053150305,0.0
5,0.8860288,381800,200.0,-143.43724716286454,173.7328109741211,0.033777077,0.033777077,1909,0.9955915021710098,373,0,0.004697942,0.0
5,0.87792635,382800,200.0,-148.99744818142813,174.16937017440796,0.025915205,0.025915205,1914,0.9702678695321083,374,0,0.011030491,0.0
6,0.87317246,384000,200.0,-152.18171160101372,174.60529088974,0.025216278,0.025216278,1920,0.9496018588542938,375,0,0.0079733385,0.0
5,0.87652594,385000,200.0,-153.0053496023861,175.04107403755188,0.082288235,0.082288235,1925,0.9668415822088718,376,0,0.01000304,0.0
5,0.88026404,386000,200.0,-150.6227491004497,175.48349714279175,0.055089653,0.055089653,1930,0.9526416547596455,377,0,0.008700049,0.0
5,0.8462981,387000,200.0,-144.97846026001304,175.91772603988647,0.02514033,0.02514033,1935,0.795289546251297,378,0,0.008893477,0.0
5,0.84744287,388000,200.0,-150.37586694978026,176.3535189628601,0.04858274,0.04858274,1940,0.9799928721040487,379,0,0.007914348,0.0
