EpThisIter,ev_tdlam_before,entropy,EpLenMean,EpRewMean,trial,TimestepsSoFar,TimeElapsed,Iteration,surrgain,entloss,EpisodesSoFar,meankl,optimgain
5,2.390146255493164e-05,1.3941454,200.0,-1089.0925118211012,0,44000,21.33302402496338,43,0.014487419,0.0,220,0.005816085,0.014487419
5,2.2172927856445312e-05,1.4290168,200.0,-1057.9603051199383,0,45000,21.80044198036194,44,0.018122632,0.0,225,0.00772769,0.018122632
5,2.014636993408203e-05,1.4224244,200.0,-1074.3025954389955,0,46000,22.2757089138031,45,0.014693043,0.0,230,0.0055328635,0.014693043
5,1.8358230590820312e-05,1.4666417,200.0,-1052.0134944971549,0,47000,22.735070943832397,46,0.009559498,0.0,235,0.0050190073,0.009559498
5,1.9371509552001953e-05,1.4735634,200.0,-1046.3737441597418,0,48000,23.195127725601196,47,0.016775357,0.0,240,0.00715255,0.016775357
5,1.7464160919189453e-05,1.412142,200.0,-1068.0595572848506,0,49000,23.653005838394165,48,0.014414892,0.0,245,0.007741182,0.014414892
5,1.9729137420654297e-05,1.4376632,200.0,-1098.9618247687713,0,50000,24.114583015441895,49,0.015485853,0.0,250,0.0072577437,0.015485853
6,1.6033649444580078e-05,1.4635947,200.0,-1088.5461059065972,0,51200,24.575720071792603,50,0.014990858,0.0,256,0.005016847,0.014990858
5,1.6868114471435547e-05,1.4648211,200.0,-1073.5506100191817,0,52200,25.029643058776855,51,0.018580452,0.0,261,0.008221079,0.018580452
5,1.4781951904296875e-05,1.4605104,200.0,-1080.8932900083742,0,53200,25.486530780792236,52,0.012785219,0.0,266,0.0061218147,0.012785219
5,1.33514404296875e-05,1.4660561,200.0,-1067.7941355673097,0,54200,25.947995901107788,53,0.014293806,0.0,271,0.0061061163,0.014293806
5,1.5616416931152344e-05,1.4688214,200.0,-1044.5164507404274,0,55200,26.42142391204834,54,0.01770832,0.0,276,0.007334518,0.01770832
5,1.2516975402832031e-05,1.5171211,200.0,-1058.7187690818632,0,56200,26.875731945037842,55,0.021039454,0.0,281,0.005960223,0.021039454
5,9.894371032714844e-06,1.4964879,200.0,-1026.0487851701976,0,57200,27.343181848526,56,0.013945077,0.0,286,0.006771201,0.013945077
5,9.953975677490234e-06,1.4620965,200.0,-1014.7617856418099,0,58200,27.81481099128723,57,0.015482402,0.0,291,0.0083896,0.015482402
5,5.364418029785156e-06,1.44338,200.0,-1015.8375345608471,0,59200,28.31127405166626,58,0.014843084,0.0,296,0.006229069,0.014843084
6,3.5762786865234375e-06,1.4748833,200.0,-1025.5282461572685,0,60400,28.767698049545288,59,0.018262291,0.0,302,0.006838252,0.018262291
5,4.5299530029296875e-06,1.5027773,200.0,-1041.7492013301858,0,61400,29.225847959518433,60,0.01824715,0.0,307,0.00709899,0.01824715
5,6.258487701416016e-06,1.537992,200.0,-1040.2118382493022,0,62400,29.69125199317932,61,0.014366621,0.0,312,0.0062321755,0.014366621
5,8.106231689453125e-06,1.5422674,200.0,-1049.4478431305492,0,63400,30.146186113357544,62,0.015919048,0.0,317,0.006520706,0.015919048
5,8.64267349243164e-06,1.5571008,200.0,-1044.5408968790962,0,64400,30.606981992721558,63,0.013614582,0.0,322,0.0062463665,0.013614582
5,8.940696716308594e-06,1.4973978,200.0,-1061.8392626909542,0,65400,31.06829285621643,64,0.019160574,0.0,327,0.009042475,0.019160574
5,7.152557373046875e-06,1.4767053,200.0,-1043.068170721089,0,66400,31.523993968963623,65,0.017917354,0.0,332,0.0065823123,0.017917354
5,9.298324584960938e-06,1.4939348,200.0,-1042.9414485271705,0,67400,31.98436212539673,66,0.019690294,0.0,337,0.007927559,0.019690294
6,6.735324859619141e-06,1.5208416,200.0,-1034.4402947952465,0,68600,32.44785284996033,67,0.015906647,0.0,343,0.006593206,0.015906647
5,9.298324584960938e-06,1.5729157,200.0,-1034.7918606192009,0,69600,32.909467935562134,68,0.011753471,0.0,348,0.005894582,0.011753471
5,7.152557373046875e-06,1.5805073,200.0,-1021.2553614274381,0,70600,33.373619079589844,69,0.011444455,0.0,353,0.006352323,0.011444455
5,9.059906005859375e-06,1.5748904,200.0,-1021.5729342532031,0,71600,33.836344957351685,70,0.017734766,0.0,358,0.006945264,0.017734766
5,7.987022399902344e-06,1.5475385,200.0,-1039.6799384002766,0,72600,34.296857833862305,71,0.015965544,0.0,363,0.008285223,0.015965544
5,3.039836883544922e-06,1.5598431,200.0,-1025.7931174810897,0,73600,34.767521142959595,72,0.012723323,0.0,368,0.005181333,0.012723323
5,5.424022674560547e-06,1.5878927,200.0,-1052.9646559095572,0,74600,35.23820900917053,73,0.018565096,0.0,373,0.0069713644,0.018565096
5,5.364418029785156e-06,1.5794659,200.0,-1065.4814625616984,0,75600,35.70240497589111,74,0.009960439,0.0,378,0.005196166,0.009960439
6,5.602836608886719e-06,1.5417404,200.0,-1054.7864857301106,0,76800,36.16107892990112,75,0.013826232,0.0,384,0.0068730395,0.013826232
5,7.212162017822266e-06,1.5291423,200.0,-1057.6062355711097,0,77800,36.63023114204407,76,0.020415986,0.0,389,0.008252334,0.020415986
5,7.450580596923828e-06,1.5550823,200.0,-1063.5034037717426,0,78800,37.09000086784363,77,0.016385537,0.0,394,0.0067447396,0.016385537
5,5.781650543212891e-06,1.5231928,200.0,-1079.6751033293233,0,79800,37.54701900482178,78,0.014089646,0.0,399,0.007462616,0.014089646
5,5.543231964111328e-06,1.5582672,200.0,-1029.5982845931844,0,80800,38.00290298461914,79,0.018011786,0.0,404,0.006895667,0.018011786
5,6.556510925292969e-06,1.5213848,200.0,-1035.559539437568,0,81800,38.455514907836914,80,0.016309597,0.0,409,0.0074294307,0.016309597
5,7.927417755126953e-06,1.5039597,200.0,-1006.0648802486397,0,82800,38.90638589859009,81,0.017302861,0.0,414,0.006502875,0.017302861
5,6.973743438720703e-06,1.5306185,200.0,-989.4905643088507,0,83800,39.376490116119385,82,0.0197282,0.0,419,0.006965587,0.0197282
5,8.761882781982422e-06,1.5194608,200.0,-952.8377440758652,0,84800,39.84867787361145,83,0.021805279,0.0,424,0.00902129,0.021805279
6,6.318092346191406e-06,1.502859,200.0,-917.9876448868068,0,86000,40.32278895378113,84,0.019752923,0.0,430,0.0074608987,0.019752923
5,8.702278137207031e-06,1.5102837,200.0,-890.3678901233498,0,87000,40.783939838409424,85,0.020920228,0.0,435,0.007852692,0.020920228
5,9.119510650634766e-06,1.4832971,200.0,-857.5790296396266,0,88000,41.24723792076111,86,0.016677756,0.0,440,0.0075280555,0.016677756
5,7.987022399902344e-06,1.4842128,200.0,-852.2497650047537,0,89000,41.70850205421448,87,0.020546382,0.0,445,0.008037182,0.020546382
5,7.927417755126953e-06,1.5030798,200.0,-853.5398558199216,0,90000,42.16421103477478,88,0.020617317,0.0,450,0.008384429,0.020617317
5,6.794929504394531e-06,1.5058924,200.0,-846.905693330313,0,91000,42.6318359375,89,0.019655826,0.0,455,0.00851403,0.019655826
5,9.775161743164062e-06,1.496226,200.0,-846.9417388271643,0,92000,43.09608697891235,90,0.013940243,0.0,460,0.0062654587,0.013940243
5,8.64267349243164e-06,1.5013124,200.0,-845.852751465675,0,93000,43.556506872177124,91,0.016310861,0.0,465,0.0073329443,0.016310861
6,9.47713851928711e-06,1.5221786,200.0,-862.1847350586279,0,94200,44.013993978500366,92,0.020549577,0.0,471,0.007768085,0.020549577
5,7.510185241699219e-06,1.5303326,200.0,-863.3481516444714,0,95200,44.46982502937317,93,0.019251075,0.0,476,0.006891364,0.019251075
5,1.1622905731201172e-05,1.5432109,200.0,-861.344617411741,0,96200,44.92739200592041,94,0.017627593,0.0,481,0.0069885235,0.017627593
5,1.609325408935547e-05,1.5660188,200.0,-861.4250955965647,0,97200,45.383747816085815,95,0.021526119,0.0,486,0.0074932585,0.021526119
5,1.9311904907226562e-05,1.5545068,200.0,-851.8499961357613,0,98200,45.83094310760498,96,0.016971419,0.0,491,0.007017435,0.016971419
5,2.0563602447509766e-05,1.5499858,200.0,-871.5725071130291,0,99200,46.28980588912964,97,0.020724885,0.0,496,0.007920451,0.020724885
5,2.1219253540039062e-05,1.5655231,200.0,-844.4896062760648,0,100200,46.7537579536438,98,0.017862692,0.0,501,0.0068116905,0.017862692
5,2.3186206817626953e-05,1.5688194,200.0,-879.4573879231575,0,101200,47.21337699890137,99,0.015232756,0.0,506,0.006653498,0.015232756
6,3.0994415283203125e-05,1.5905684,200.0,-879.9033487030522,0,102400,47.67381501197815,100,0.017252367,0.0,512,0.0069619147,0.017252367
5,6.324052810668945e-05,1.5948868,200.0,-888.7618547986342,0,103400,48.13525104522705,101,0.015891684,0.0,517,0.0069417194,0.015891684
5,9.334087371826172e-05,1.5883812,200.0,-897.4024107809943,0,104400,48.59830689430237,102,0.017049087,0.0,522,0.006586993,0.017049087
5,0.00034999847412109375,1.6058047,200.0,-889.6508880233362,0,105400,49.05037999153137,103,0.015313523,0.0,527,0.0071753394,0.015313523
5,0.05262631177902222,1.6213398,200.0,-893.6627971120721,0,106400,49.51097297668457,104,0.025868777,0.0,532,0.008297309,0.025868777
5,0.12431305646896362,1.5948814,200.0,-907.3314980870904,0,107400,49.966696977615356,105,0.01526384,0.0,537,0.006395896,0.01526384
5,0.229611337184906,1.6039125,200.0,-891.3699268097316,0,108400,50.44033694267273,106,0.017925443,0.0,542,0.008069912,0.017925443
5,0.27588218450546265,1.5989918,200.0,-889.0200177164967,0,109400,50.88408303260803,107,0.01699276,0.0,547,0.007685514,0.01699276
5,0.23713243007659912,1.5842209,200.0,-889.4635309353032,0,110400,51.33892798423767,108,0.016714409,0.0,552,0.008068989,0.016714409
6,0.22049778699874878,1.6167387,200.0,-889.4897047204374,0,111600,51.81294083595276,109,0.017765708,0.0,558,0.007979359,0.017765708
5,0.11076164245605469,1.6191405,200.0,-913.9759630913138,0,112600,52.26341414451599,110,0.01848386,0.0,563,0.006102642,0.01848386
5,0.1361171007156372,1.6523818,200.0,-917.1064550012989,0,113600,52.727155923843384,111,0.02236305,0.0,568,0.007014407,0.02236305
5,0.15378713607788086,1.6379085,200.0,-903.5562542195916,0,114600,53.19199585914612,112,0.014804479,0.0,573,0.007965184,0.014804479
5,0.18782693147659302,1.6639117,200.0,-917.7406108708637,0,115600,53.66388416290283,113,0.013890325,0.0,578,0.006513063,0.013890325
5,0.17498207092285156,1.7077943,200.0,-932.3839353274445,0,116600,54.125601053237915,114,0.019676235,0.0,583,0.007019186,0.019676235
5,0.22884917259216309,1.7181685,200.0,-922.7140288734248,0,117600,54.58158993721008,115,0.016902091,0.0,588,0.007492505,0.016902091
5,0.2825430631637573,1.7410262,200.0,-936.4446878102437,0,118600,55.04888081550598,116,0.01818673,0.0,593,0.0069293524,0.01818673
6,0.17859333753585815,1.7339475,200.0,-926.1331013793493,0,119800,55.51046586036682,117,0.019041942,0.0,599,0.00715949,0.019041942
5,0.250092089176178,1.7137234,200.0,-889.3599803016295,0,120800,55.97523903846741,118,0.01646204,0.0,604,0.0071800817,0.01646204
5,0.22004562616348267,1.7492656,200.0,-900.4380829356265,0,121800,56.442765951156616,119,0.014912749,0.0,609,0.006818119,0.014912749
5,0.21889734268188477,1.7644045,200.0,-894.8569086209745,0,122800,56.892714977264404,120,0.012384364,0.0,614,0.0069528925,0.012384364
5,0.31808364391326904,1.7336953,200.0,-899.8483377808303,0,123800,57.35864305496216,121,0.017117396,0.0,619,0.0074712234,0.017117396
5,0.23349177837371826,1.7175816,200.0,-879.2754473659936,0,124800,57.820332050323486,122,0.019291826,0.0,624,0.007999193,0.019291826
5,0.18919187784194946,1.6942966,200.0,-880.0715337787115,0,125800,58.29813003540039,123,0.020453498,0.0,629,0.006040613,0.020453498
5,0.14342325925827026,1.689017,200.0,-834.8680594376068,0,126800,58.761037826538086,124,0.017101226,0.0,634,0.0079652,0.017101226
6,0.25000911951065063,1.6923287,200.0,-818.9195816890096,0,128000,59.22237491607666,125,0.01724346,0.0,640,0.007577639,0.01724346
5,0.36340463161468506,1.6882042,200.0,-811.6650969777209,0,129000,59.68706798553467,126,0.017596524,0.0,645,0.0071435026,0.017596524
5,0.40513646602630615,1.6698626,200.0,-780.0732419413089,0,130000,60.14093494415283,127,0.016076934,0.0,650,0.0055900244,0.016076934
5,0.5116075575351715,1.6625673,200.0,-790.3717025015928,0,131000,60.601089000701904,128,0.013614001,0.0,655,0.0071248417,0.013614001
5,0.5543843805789948,1.6243894,200.0,-763.1891395928744,0,132000,61.05265498161316,129,0.020404276,0.0,660,0.009463303,0.020404276
5,0.5114381015300751,1.6883543,200.0,-791.9589402482991,0,133000,61.516143798828125,130,0.012984401,0.0,665,0.0074617052,0.012984401
5,0.557550698518753,1.6790686,200.0,-798.6479344334846,0,134000,61.97993302345276,131,0.012139041,0.0,670,0.007627162,0.012139041
5,0.6484239101409912,1.6936318,200.0,-802.0912563585098,0,135000,62.427440881729126,132,0.0204242,0.0,675,0.0057561183,0.0204242
5,0.5707651078701019,1.6799616,200.0,-835.7308650929696,0,136000,62.89219307899475,133,0.014646399,0.0,680,0.0073454315,0.014646399
6,0.4393981099128723,1.6820159,200.0,-795.4531325980222,0,137200,63.35663175582886,134,0.016347725,0.0,686,0.007532159,0.016347725
5,0.5351105332374573,1.6427525,200.0,-857.6525103837818,0,138200,63.81603002548218,135,0.019013353,0.0,691,0.008050223,0.019013353
5,0.5677103102207184,1.6712947,200.0,-889.543074940256,0,139200,64.27577710151672,136,0.016912563,0.0,696,0.008160882,0.016912563
5,0.6152241230010986,1.6826245,200.0,-876.8869275962395,0,140200,64.79546809196472,137,0.022986222,0.0,701,0.0065481295,0.022986222
5,0.6937991976737976,1.692047,200.0,-866.6412449121048,0,141200,65.27749800682068,138,0.015564419,0.0,706,0.0092463065,0.015564419
5,0.6111746728420258,1.6358876,200.0,-906.6146012314359,0,142200,65.72972297668457,139,0.014549969,0.0,711,0.0086333845,0.014549969
5,0.6276789009571075,1.5970461,200.0,-959.6274360346731,0,143200,66.18792700767517,140,0.012956254,0.0,716,0.007649499,0.012956254
5,0.6949518918991089,1.6205438,200.0,-914.9543056143257,0,144200,66.64668297767639,141,0.020511247,0.0,721,0.0068075014,0.020511247
6,0.7222206890583038,1.6011639,200.0,-963.5596854617,0,145400,67.10294198989868,142,0.017612673,0.0,727,0.007509051,0.017612673
5,0.7854034900665283,1.5811065,200.0,-902.4579921488464,0,146400,67.56391406059265,143,0.015771579,0.0,732,0.006722507,0.015771579
5,0.5684344172477722,1.5722259,200.0,-820.76027486225,0,147400,68.02612590789795,144,0.023763632,0.0,737,0.008577191,0.023763632
5,0.7302170097827911,1.547854,200.0,-746.2502590953794,0,148400,68.51201009750366,145,0.020550525,0.0,742,0.0074466374,0.020550525
5,0.6499310433864594,1.5208741,200.0,-687.9848925793439,0,149400,68.96013498306274,146,0.02188138,0.0,747,0.0074865683,0.02188138
5,0.9001332893967628,1.4676234,200.0,-581.3777650639179,0,150400,69.41687774658203,147,0.016567867,0.0,752,0.007934008,0.016567867
5,0.8156092762947083,1.4666668,200.0,-504.17198812971776,0,151400,69.87204480171204,148,0.035555243,0.0,757,0.0069996463,0.035555243
5,0.9547784961760044,1.4599916,200.0,-457.1346964876376,0,152400,70.3338520526886,149,0.0385167,0.0,762,0.00680733,0.0385167
6,0.9644750691950321,1.45212,200.0,-362.102733996172,0,153600,70.80021095275879,150,0.034849696,0.0,768,0.006821919,0.034849696
5,0.9370371103286743,1.4218166,200.0,-321.322330602777,0,154600,71.25701189041138,151,0.02810319,0.0,773,0.0069392263,0.02810319
5,0.9609827622771263,1.4347754,200.0,-276.1153904002533,0,155600,71.72057294845581,152,0.029074531,0.0,778,0.007027568,0.029074531
5,0.9192792028188705,1.4240423,200.0,-254.26487488783627,0,156600,72.18203401565552,153,0.032984547,0.0,783,0.007853206,0.032984547
5,0.9456241615116596,1.398995,200.0,-224.1897155280883,0,157600,72.63991498947144,154,0.024446735,0.0,788,0.00783455,0.024446735
5,0.9288027733564377,1.3809509,200.0,-215.76901427896124,0,158600,73.10085582733154,155,0.044702064,0.0,793,0.0070190914,0.044702064
5,0.6753811538219452,1.3791395,200.0,-230.87739295135898,0,159600,73.56315302848816,156,0.03347007,0.0,798,0.010451035,0.03347007
5,0.9503368884325027,1.3639442,200.0,-231.5400267492389,0,160600,74.02575397491455,157,0.03000996,0.0,803,0.008698242,0.03000996
5,0.9073534235358238,1.3634233,200.0,-234.68639207149326,0,161600,74.469074010849,158,0.037647888,0.0,808,0.008512239,0.037647888
6,0.9558321088552475,1.3325171,200.0,-239.9307220439695,0,162800,74.92517900466919,159,0.030345669,0.0,814,0.008228887,0.030345669
5,0.974150275811553,1.3371191,200.0,-228.79473931636903,0,163800,75.38393592834473,160,0.039174862,0.0,819,0.006253518,0.039174862
5,0.963818859308958,1.3240358,200.0,-225.0433136126656,0,164800,75.83975887298584,161,0.046060592,0.0,824,0.0055847755,0.046060592
5,0.9862175723537803,1.3205473,200.0,-207.7792034819767,0,165800,76.29905009269714,162,0.06471197,0.0,829,0.008122947,0.06471197
5,0.954083476215601,1.3095793,200.0,-228.59962607575494,0,166800,76.75945591926575,163,0.033278044,0.0,834,0.00942415,0.033278044
5,0.9560561366379261,1.3042103,200.0,-212.80079875833007,0,167800,77.22373676300049,164,0.033678647,0.0,839,0.0048388178,0.033678647
5,0.9585616961121559,1.3035394,200.0,-226.5139348574161,0,168800,77.68801093101501,165,0.044661507,0.0,844,0.0060268547,0.044661507
5,0.9615369774401188,1.2793282,200.0,-213.43414768197846,0,169800,78.14798498153687,166,0.020250853,0.0,849,0.006440038,0.020250853
6,0.9710915721952915,1.262958,200.0,-208.2308478110336,0,171000,78.59925413131714,167,0.039858885,0.0,855,0.007675911,0.039858885
5,0.9527746140956879,1.2543669,200.0,-217.11595834193594,0,172000,79.06738805770874,168,0.0328471,0.0,860,0.008389979,0.0328471
5,0.9431356862187386,1.2471734,200.0,-211.25962549285515,0,173000,79.53311395645142,169,0.020437472,0.0,865,0.0063846633,0.020437472
5,0.9853309011086822,1.2346215,200.0,-217.75749988654016,0,174000,79.99450302124023,170,0.0303628,0.0,870,0.007515587,0.0303628
5,0.984466246329248,1.228699,200.0,-191.1296742966621,0,175000,80.4598319530487,171,0.09931763,0.0,875,0.005802381,0.09931763
5,0.9872437426820397,1.23059,200.0,-175.94843672708612,0,176000,80.92113900184631,172,0.040864863,0.0,880,0.007891772,0.040864863
5,0.9664835035800934,1.2359712,200.0,-171.46359755365404,0,177000,81.38071608543396,173,0.036323585,0.0,885,0.0077827983,0.036323585
5,0.9874243680387735,1.2421294,200.0,-176.19438629000746,0,178000,81.84482383728027,174,0.050699305,0.0,890,0.011858189,0.050699305
6,0.9146891310811043,1.2542206,200.0,-152.93577264346305,0,179200,82.29514694213867,175,0.04116509,0.0,896,0.010559087,0.04116509
5,0.99150709528476,1.253875,200.0,-152.64262874269525,0,180200,82.76926398277283,176,0.04229629,0.0,901,0.009058535,0.04229629
5,0.97151561640203,1.2537543,200.0,-156.8312465886448,0,181200,83.23231077194214,177,0.02993381,0.0,906,0.0072964258,0.02993381
5,0.9764286316931248,1.2486238,200.0,-147.09594280039795,0,182200,83.69103288650513,178,0.035986125,0.0,911,0.006695092,0.035986125
5,0.9633085504174232,1.2487513,200.0,-153.74770740714763,0,183200,84.14303398132324,179,0.03632511,0.0,916,0.008767074,0.03632511
5,0.9527798965573311,1.2489837,200.0,-162.59461964669256,0,184200,84.618008852005,180,0.040576886,0.0,921,0.0061801355,0.040576886
5,0.9619706086814404,1.2608739,200.0,-169.34833550578568,0,185200,85.07957983016968,181,0.023904908,0.0,926,0.0105268685,0.023904908
5,0.9346750378608704,1.2592887,200.0,-164.34353728746072,0,186200,85.52893280982971,182,0.044536747,0.0,931,0.0075165005,0.044536747
5,0.9467246532440186,1.2577239,200.0,-167.14126079311237,0,187200,85.98685503005981,183,0.065429196,0.0,936,0.006789426,0.065429196
6,0.5327945053577423,1.275198,200.0,-200.63616745197345,0,188400,86.44261002540588,184,0.019539397,0.0,942,0.007966087,0.019539397
5,0.7622170746326447,1.2547203,200.0,-245.7098955626928,0,189400,86.8937509059906,185,0.026829893,0.0,947,0.010180987,0.026829893
5,0.8283192813396454,1.2597964,200.0,-265.4185378508829,0,190400,87.3531129360199,186,0.03761281,0.0,952,0.008314753,0.03761281
5,0.6784515976905823,1.265735,200.0,-259.4010037261902,0,191400,87.81150913238525,187,0.124863796,0.0,957,0.010127473,0.124863796
5,0.9492874853312969,1.2553377,200.0,-259.5271363385367,0,192400,88.30803108215332,188,0.06638436,0.0,962,0.0055364994,0.06638436
5,0.9525202251970768,1.2533578,200.0,-250.92925956987202,0,193400,88.77027797698975,189,0.03577423,0.0,967,0.009524841,0.03577423
5,0.7882839143276215,1.2189965,200.0,-241.68905199513793,0,194400,89.22426700592041,190,0.024278328,0.0,972,0.0068276967,0.024278328
5,0.9009971544146538,1.2138975,200.0,-259.6559191846151,0,195400,89.67891001701355,191,0.04222973,0.0,977,0.007450618,0.04222973
6,0.9237708523869514,1.2062104,200.0,-236.20439450956025,0,196600,90.14097094535828,192,0.043040745,0.0,983,0.007476731,0.043040745
5,0.8823550790548325,1.2097263,200.0,-186.84228089788408,0,197600,90.60283589363098,193,0.046650067,0.0,988,0.004907662,0.046650067
5,0.9120809361338615,1.2070006,200.0,-175.5252548200533,0,198600,91.05967378616333,194,0.054121155,0.0,993,0.009272666,0.054121155
5,0.9389170780777931,1.2140782,200.0,-179.2792023133877,0,199600,91.51025104522705,195,0.05299274,0.0,998,0.005880411,0.05299274
