policy_loss,value_loss,explained_variance,EpRewMean,Iteration,serial_timesteps,fps,trial,loss_ent,total_timesteps,nupdates,approxkl,Name,clipfrac,time_elapsed,EpLenMean
-0.0015408823,0.015864547,0.8728277534246445,74.56774119,172,352256,640,0,0.15078214,352256,172,0.009438058,PP02,0.1199707,695.1326930522919,660.25
0.0006504096,0.0029358652,0.9334480538964272,76.13028706,173,354304,584,0,0.14984228,354304,173,0.008306289,PP02,0.10898437,698.637099981308,655.54
-0.004684453,0.0058992906,0.8289000540971756,77.18659152000001,174,356352,517,0,0.14133447,356352,174,0.012263633,PP02,0.15649414,702.5911107063293,661.61
-0.00081574684,0.017400485,0.8358487337827682,78.03344866,175,358400,765,0,0.14667554,358400,175,0.011340094,PP02,0.13916016,705.2666707038879,659.71
0.0002977042,0.0035309433,0.8999253585934639,77.40851654,176,360448,532,0,0.14799874,360448,176,0.009606346,PP02,0.12451172,709.1113698482513,661.59
-0.0045020324,0.009425202,0.7870391309261322,78.42204924,177,362496,490,0,0.15547694,362496,177,0.010124874,PP02,0.12026367,713.2837030887604,655.58
0.00034392334,0.0067247176,0.7246576547622681,77.62693406,178,364544,459,0,0.14988476,364544,178,0.008985939,PP02,0.12138672,717.7445628643036,666.26
-0.0005517545,0.009532637,0.8400643467903137,80.7308268,179,366592,599,0,0.12250606,366592,179,0.0116827,PP02,0.1474121,721.1608190536499,666.63
-0.0016443158,0.024465423,0.6623783111572266,82.00247241,180,368640,534,0,0.09927877,368640,180,0.01090249,PP02,0.12807617,724.9916136264801,651.43
-0.005381851,0.018137988,0.6959384381771088,83.38369585999999,181,370688,637,0,0.10114316,370688,181,0.00948857,PP02,0.119335935,728.2034158706665,648.97
-0.00045909098,0.008413486,0.8976264595985413,87.59591801999998,182,372736,631,0,0.08546777,372736,182,0.009155037,PP02,0.11469726,731.4493772983551,633.54
-0.0010064776,0.008563181,0.7766469568014145,89.11222562,183,374784,465,0,0.06554086,374784,183,0.01319647,PP02,0.1722168,735.8459446430206,632.7
-0.0025278195,0.0051448056,0.892553485929966,95.53369025,184,376832,516,0,0.049250893,376832,184,0.009763876,PP02,0.12866211,739.8133845329285,630.21
-0.003651378,0.03566613,0.5693078339099884,93.77835038,185,378880,548,0,0.04169232,378880,185,0.009575422,PP02,0.1125,743.5474030971527,617.11
0.0010774148,0.0074199,0.8455211222171783,95.03738639,186,380928,565,0,0.044141483,380928,186,0.008603133,PP02,0.11264648,747.1695539951324,612.42
-0.003072586,0.015947988,0.7612782865762711,98.36546682000002,187,382976,561,0,0.02403611,382976,187,0.01170716,PP02,0.15083008,750.8183805942535,602.93
-0.0025579412,0.016928768,0.7891053706407547,97.49843049,188,385024,525,0,0.0040646745,385024,188,0.011275285,PP02,0.13930663,754.713095664978,594.31
0.0027525374,0.008924658,0.8392638713121414,95.79513693999999,189,387072,461,0,-0.015806701,387072,189,0.008425711,PP02,0.10620117,759.1499719619751,598.16
-0.0012555232,0.011929284,0.7674665451049805,96.53029729,190,389120,607,0,-0.050201345,389120,190,0.013152475,PP02,0.16264649,762.5227267742157,598.97
-0.00093823083,0.01979076,0.7123790383338928,98.64803805000001,191,391168,622,0,-0.06574145,391168,191,0.012557824,PP02,0.16430664,765.8139500617981,584.2
0.0010536596,0.005414466,0.8434732258319855,100.61682069,192,393216,455,0,-0.07039929,393216,192,0.010177817,PP02,0.1293457,770.3073019981384,591.28
0.0009718367,0.0037728522,0.909574419260025,98.69613296000001,193,395264,447,0,-0.087366015,395264,193,0.0071962373,PP02,0.09077148,774.887574672699,596.61
-0.0015914487,0.003139296,0.8848495334386826,98.25235339999999,194,397312,363,0,-0.088435024,397312,194,0.012856392,PP02,0.16269532,780.5249090194702,597.02
-0.0070100105,0.011895924,0.7641535699367523,100.61336804999998,195,399360,526,0,-0.09595571,399360,195,0.0127641205,PP02,0.12021484,784.4147963523865,603.55
0.00037540024,0.013389116,0.8088753074407578,102.86897096000001,196,401408,605,0,-0.11677601,401408,196,0.009920987,PP02,0.13286133,787.7983424663544,593.97
0.0021304681,0.0047595287,0.8782617077231407,101.88078467,197,403456,458,0,-0.15010133,403456,197,0.009198687,PP02,0.11577149,792.267086982727,598.89
0.0024440365,0.009532046,0.7876242846250534,100.97133818,198,405504,527,0,-0.16782317,405504,198,0.009645715,PP02,0.12524414,796.1486530303955,607.16
0.00095697585,0.008275953,0.8308883309364319,101.43537467000002,199,407552,372,0,-0.17115405,407552,199,0.009265353,PP02,0.1227539,801.6493737697601,611.46
-0.0029810474,0.0067979717,0.8136883229017258,101.73069188,200,409600,407,0,-0.1876874,409600,200,0.011209102,PP02,0.14541015,806.6794457435608,615.46
-0.0014742797,0.0060666017,0.8163997679948807,101.25296715999997,201,411648,530,0,-0.2103363,411648,201,0.009469199,PP02,0.12431641,857.067144870758,615.23
-0.0034152425,0.0064385487,0.796825721859932,103.26358408999998,202,413696,379,0,-0.23781423,413696,202,0.011678566,PP02,0.1541504,862.4581551551819,618.41
-0.0041726734,0.008375227,0.8218285292387009,105.41752672000001,203,415744,601,0,-0.25812998,415744,203,0.016885709,PP02,0.16206054,865.8641636371613,607.64
0.0056586387,0.026538739,0.6547649204730988,102.96057304,204,417792,583,0,-0.25852218,417792,204,0.0130644385,PP02,0.16625977,869.3754110336304,600.29
0.00086579064,0.006506622,0.8415360599756241,105.07377574000003,205,419840,498,0,-0.26220235,419840,205,0.008896892,PP02,0.109033205,873.4800570011139,607.72
-0.0034728977,0.0069395727,0.9001427888870239,106.71109005000002,206,421888,621,0,-0.27624923,421888,206,0.013791123,PP02,0.17216797,876.7781512737274,598.64
-0.003260548,0.0062157596,0.9375780522823334,107.4462074,207,423936,609,0,-0.28491214,423936,207,0.010010682,PP02,0.12929687,880.1401309967041,582.38
0.0026289404,0.0060350476,0.858813688158989,105.46269276000001,208,425984,477,0,-0.29744813,425984,208,0.011209121,PP02,0.14858398,884.4283590316772,587.87
0.003434208,0.0059397696,0.8437255769968033,107.59008081,209,428032,373,0,-0.31456202,428032,209,0.010151598,PP02,0.13002929,889.9101305007935,598.84
0.0018492717,0.005058313,0.9277697652578354,110.21452999999998,210,430080,591,0,-0.327271,430080,210,0.010615169,PP02,0.13344726,893.3749222755432,604.49
0.0017431732,0.024540324,0.7479628324508667,108.42961704999999,211,432128,712,0,-0.31721875,432128,211,0.013883184,PP02,0.17915039,896.2481768131256,599.0
-0.006809213,0.016662728,0.7358228862285614,107.57820535000002,212,434176,520,0,-0.30860192,434176,212,0.013372568,PP02,0.14077148,900.1881966590881,593.27
-0.00089857203,0.0032862308,0.9107621982693672,106.55688248,213,436224,630,0,-0.3120839,436224,213,0.009664793,PP02,0.13007812,903.4389250278473,597.56
0.00053993077,0.0062055998,0.896006390452385,109.46841322000002,214,438272,507,0,-0.3151481,438272,214,0.009470966,PP02,0.12358399,907.4735765457153,603.95
0.002630628,0.041636728,0.457098126411438,105.75706782999998,215,440320,605,0,-0.300548,440320,215,0.010153158,PP02,0.1234375,910.8541851043701,604.2
-0.0014346435,0.019210452,0.8295546025037766,102.70666913,216,442368,448,0,-0.29813665,442368,216,0.010262372,PP02,0.13330078,915.4192724227905,603.6
-0.0014162794,0.0045760395,0.9213506504893303,101.01607823999998,217,444416,428,0,-0.31797117,444416,217,0.010074402,PP02,0.13017578,920.1980013847351,608.69
-0.0019245927,0.006616257,0.9032435789704323,106.03430552000002,218,446464,576,0,-0.3388497,446464,218,0.011431971,PP02,0.14467773,923.7512583732605,603.88
0.0029084648,0.019402515,0.5486960113048553,103.77421415999997,219,448512,636,0,-0.34357172,448512,219,0.013775083,PP02,0.16484375,926.9724271297455,607.27
-0.0012063895,0.013092788,0.7395825982093811,104.67238311,220,450560,560,0,-0.34027362,450560,220,0.01432133,PP02,0.175,930.6274409294128,606.64
-0.0035049855,0.029410258,0.6965011656284332,102.00186175,221,452608,577,0,-0.35809523,452608,221,0.011657218,PP02,0.12836914,934.1771113872528,604.63
0.00040491563,0.0067788893,0.5916023552417755,102.55071928,222,454656,608,0,-0.37226003,454656,222,0.009660247,PP02,0.12817383,937.5408658981323,604.24
-0.0015852835,0.027548647,0.4782681465148926,100.69572518999999,223,456704,564,0,-0.37284234,456704,223,0.010081841,PP02,0.12128906,941.1677396297455,598.49
0.0010859732,0.00861218,0.6619093418121338,98.53888803999999,224,458752,450,0,-0.36529523,458752,224,0.01040969,PP02,0.1336914,945.7185633182526,597.03
-0.0052665644,0.032459296,0.6364001035690308,92.31872153,225,460800,692,0,-0.37612355,460800,225,0.015753087,PP02,0.1630371,948.6769156455994,594.13
-0.0059522064,0.039902944,0.3983997106552124,87.25832219000002,226,462848,608,0,-0.37959513,462848,226,0.016804827,PP02,0.17182617,952.0447261333466,581.56
-0.0027649812,0.026192242,0.6588029563426971,88.75348337000001,227,464896,625,0,-0.35968453,464896,227,0.014225466,PP02,0.17832032,955.3186926841736,565.82
0.00051997555,0.008921643,0.875565841794014,90.37903605999998,228,466944,587,0,-0.36733013,466944,228,0.010596551,PP02,0.13144532,958.8020315170288,559.27
-0.0034031104,0.022564802,0.6727034151554108,88.37064457000001,229,468992,602,0,-0.39715406,468992,229,0.0131304655,PP02,0.14448242,962.2019412517548,548.44
0.0011074725,0.035716575,0.464688241481781,85.76295782000001,230,471040,721,0,-0.40636578,471040,230,0.012915408,PP02,0.15258789,965.0409054756165,551.08
-0.0070645385,0.04302627,0.559700071811676,80.83673223999999,231,473088,693,0,-0.40028676,473088,231,0.011227005,PP02,0.12495117,967.9927005767822,542.92
-0.003016951,0.036108408,0.6753528714179993,76.12238341,232,475136,698,0,-0.3837971,475136,232,0.012894044,PP02,0.15786132,970.9266803264618,534.73
-0.0021774755,0.009551734,0.8588000982999802,75.17136756,233,477184,470,0,-0.37090322,477184,233,0.013135414,PP02,0.1729004,975.2757480144501,538.17
-0.0018005099,0.018777236,0.8587978631258011,72.17186033,234,479232,503,0,-0.36563855,479232,234,0.013622862,PP02,0.14716797,979.3467881679535,537.4
0.0018420741,0.021766985,0.5801478028297424,71.701269,235,481280,421,0,-0.3680165,481280,235,0.012435889,PP02,0.15717773,984.2106895446777,527.55
-0.0064684637,0.032686323,0.7211005687713623,64.85598091,236,483328,723,0,-0.3764933,483328,236,0.0152146695,PP02,0.18247071,987.0426871776581,522.01
-0.0074468395,0.05899378,0.35280388593673706,61.32396062,237,485376,612,0,-0.387361,485376,237,0.013617219,PP02,0.15620117,990.386127948761,520.89
-0.0033794742,0.00791573,0.9042390212416649,59.51087463999999,238,487424,476,0,-0.38957304,487424,238,0.010897209,PP02,0.13881835,994.6824338436127,526.97
0.0035036406,0.011846076,0.7883259952068329,58.11623599999998,239,489472,572,0,-0.39147216,489472,239,0.012820033,PP02,0.16098633,998.2572124004364,513.99
-0.0026998988,0.0073336423,0.9053597822785378,62.743824029999985,240,491520,561,0,-0.41147774,491520,240,0.01082488,PP02,0.13041992,1001.9078636169434,517.13
-0.0016716402,0.0098979445,0.8928961679339409,65.1160308,241,493568,675,0,-0.4304288,493568,241,0.012851952,PP02,0.16806641,1004.9416882991791,503.48
0.0019527577,0.011703918,0.8778712302446365,62.13181396,242,495616,566,0,-0.42728257,495616,242,0.010260136,PP02,0.13051757,1008.5576770305634,501.5
-0.0020819586,0.010370228,0.8336763978004456,64.57737716999998,243,497664,479,0,-0.42856652,497664,243,0.009736644,PP02,0.12421875,1012.8318467140198,498.98
0.0052374485,0.020872934,0.7613283097743988,65.40517342999998,244,499712,654,0,-0.43001023,499712,244,0.0116235465,PP02,0.1347168,1015.9595513343811,492.96
-0.001223746,0.0045163836,0.9592771679162979,68.64021666999999,245,501760,651,0,-0.4381461,501760,245,0.011356126,PP02,0.14086914,1019.1048324108124,492.26
-0.0030843006,0.008720243,0.8978815749287605,72.70183376,246,503808,662,0,-0.46319538,503808,246,0.0118804425,PP02,0.14311524,1022.1953475475311,475.26
0.00019381839,0.036765985,0.6232529282569885,69.43447789999999,247,505856,453,0,-0.48227686,505856,247,0.013067298,PP02,0.14291993,1026.7149555683136,478.69
-0.0051761065,0.012191771,0.7621194273233414,73.51280055000001,248,507904,525,0,-0.49077553,507904,248,0.014021024,PP02,0.17539063,1030.6113476753235,478.92
0.00031084422,0.012151606,0.7609683573246002,78.31817198,249,509952,668,0,-0.4864912,509952,249,0.011919374,PP02,0.15356445,1033.6767089366913,485.02
5.431733e-05,0.031176576,0.6241985261440277,79.91444404999997,250,512000,678,0,-0.4852333,512000,250,0.0099105295,PP02,0.11967774,1036.6935150623322,483.19
0.00039171637,0.004997163,0.9020319804549217,80.61431229,251,514048,619,0,-0.4939235,514048,251,0.011114654,PP02,0.1390625,1039.9994344711304,484.71
-0.0008330293,0.018633317,0.7949984818696976,76.71216118999999,252,516096,437,0,-0.47901362,516096,252,0.010495196,PP02,0.1387207,1044.677984237671,492.44
0.0017282155,0.0049017672,0.8922880813479424,78.03015620000001,253,518144,509,0,-0.47775578,518144,253,0.010966301,PP02,0.14501953,1048.6954278945923,503.4
-1.6181904e-05,0.010052151,0.8768577128648758,79.57974417,254,520192,560,0,-0.4938786,520192,254,0.013918661,PP02,0.1809082,1052.3483986854553,505.74
0.0023585875,0.012726997,0.8272053301334381,83.47789864,255,522240,398,0,-0.50648195,522240,255,0.012783892,PP02,0.16909179,1057.4817736148834,513.2
0.0011522919,0.0054914826,0.9270107820630074,85.44645591999999,256,524288,579,0,-0.528532,524288,256,0.011642114,PP02,0.15092774,1061.0147259235382,520.2
0.0019336927,0.0076992735,0.8276568949222565,87.26020767999997,257,526336,505,0,-0.5464322,526336,257,0.0100600105,PP02,0.13574219,1065.0632882118225,525.38
-0.0039033429,0.0155593855,0.8746961504220963,91.74178124,258,528384,542,0,-0.5648476,528384,258,0.019221826,PP02,0.16484375,1068.8354847431183,528.38
6.413442e-05,0.003994406,0.9339603260159492,95.22326794,259,530432,636,0,-0.59041935,530432,259,0.010717051,PP02,0.13354492,1072.0528881549835,520.55
-0.0013258245,0.008062056,0.8241064697504044,97.94865450000002,260,532480,515,0,-0.5933913,532480,260,0.012035971,PP02,0.14267579,1076.026912689209,526.77
0.0026163904,0.025947776,0.6511454284191132,98.79677053000002,261,534528,624,0,-0.59460473,534528,261,0.011511184,PP02,0.14667968,1079.30752825737,526.04
-0.004471984,0.009215454,0.8691448867321014,102.92377202,262,536576,537,0,-0.5935168,536576,262,0.01521269,PP02,0.17075196,1083.120801448822,530.77
-0.0068275877,0.04604221,0.5792732238769531,102.41990007999999,263,538624,634,0,-0.5795338,538624,263,0.032006152,PP02,0.19238281,1086.3464303016663,529.85
-0.002926521,0.011955327,0.6928490400314331,101.52852064000001,264,540672,473,0,-0.5667009,540672,264,0.017239407,PP02,0.19868164,1090.6763277053833,528.67
5.97734e-05,0.012691921,0.7643982172012329,103.42632018,265,542720,490,0,-0.5661571,542720,265,0.009014933,PP02,0.10957031,1094.8561055660248,527.98
0.0025481593,0.012577273,0.792993500828743,104.64379538000003,266,544768,601,0,-0.5758239,544768,266,0.0126097975,PP02,0.1550293,1098.2610573768616,529.22
-0.0047970377,0.025695363,0.7379709482192993,105.19839808,267,546816,607,0,-0.5803356,546816,267,0.018627256,PP02,0.18183593,1101.6333193778992,535.99
0.0019847546,0.005753284,0.8712181895971298,107.01567049,268,548864,590,0,-0.5897063,548864,268,0.01024922,PP02,0.12939453,1105.1028668880463,541.57
-0.0025919906,0.020387152,0.5963069796562195,106.10955598000001,269,550912,526,0,-0.59514666,550912,269,0.016282639,PP02,0.17080078,1108.9962379932404,536.86
-0.0056275045,0.018443402,0.49214136600494385,102.59664850000001,270,552960,530,0,-0.62359196,552960,270,0.018326573,PP02,0.20942383,1112.8582894802094,545.82
-0.0003278029,0.033882827,0.545086681842804,98.79958477999999,271,555008,677,0,-0.6439343,555008,271,0.023843102,PP02,0.20288086,1115.8833003044128,548.72
0.0036882362,0.008265148,0.6767842173576355,98.17033356,272,557056,533,0,-0.6587279,557056,272,0.013006598,PP02,0.16171876,1119.7251164913177,554.4
0.0009298154,0.012862024,0.843293085694313,98.11402754,273,559104,598,0,-0.68319994,559104,273,0.012280871,PP02,0.14443359,1123.1498699188232,563.48
0.002880502,0.018122263,0.7298343181610107,102.07513553999998,274,561152,600,0,-0.7101218,561152,274,0.017413082,PP02,0.196875,1126.558738708496,559.38
-0.0024820075,0.0077314824,0.9060560315847397,101.45876564000002,275,563200,551,0,-0.73568314,563200,275,0.011429028,PP02,0.13652344,1130.2707285881042,557.18
0.00084398984,0.008389915,0.8937369287014008,101.15905574,276,565248,491,0,-0.75911725,565248,276,0.011025352,PP02,0.13735351,1134.4368500709534,552.36
-0.005083951,0.017757786,0.8341700583696365,100.11822815000001,277,567296,585,0,-0.7682014,567296,277,0.01803342,PP02,0.16928712,1137.936969280243,553.9
-0.00014599094,0.008506576,0.8890471756458282,103.89591975000002,278,569344,473,0,-0.7883879,569344,278,0.010972956,PP02,0.14477539,1142.26576089859,560.45
0.00051943184,0.0042581963,0.9281095340847969,108.39748781000002,279,571392,447,0,-0.8083957,571392,279,0.011828134,PP02,0.15302734,1146.8464767932892,555.84
-0.0006237747,0.0066574058,0.9345497265458107,109.94774184999999,280,573440,567,0,-0.82965124,573440,280,0.016024934,PP02,0.18740234,1150.45743227005,546.49
0.0044647777,0.006815671,0.9020550847053528,109.92748756000003,281,575488,437,0,-0.83877116,575488,281,0.010399331,PP02,0.13261719,1155.1359996795654,550.78
0.0023228931,0.0045823674,0.9616840034723282,111.23915670000001,282,577536,605,0,-0.84637564,577536,282,0.013839388,PP02,0.16694336,1158.516961812973,542.8
-0.0051064007,0.045418747,0.6963813006877899,106.13161453,283,579584,651,0,-0.8413156,579584,283,0.026314437,PP02,0.18129882,1161.6607961654663,532.67
-0.0046559134,0.0054652398,0.9370174407958984,108.47050483000001,284,581632,654,0,-0.8519138,581632,284,0.017835941,PP02,0.22080079,1164.7891569137573,534.28
0.0020706388,0.008046734,0.9158640950918198,108.50965860999999,285,583680,427,0,-0.8757671,583680,285,0.011531217,PP02,0.14868164,1169.5856187343597,538.83
0.0031738612,0.007036147,0.9279827177524567,108.83803515000001,286,585728,601,0,-0.8889146,585728,286,0.013165367,PP02,0.15678711,1172.9912357330322,529.82
0.0006108223,0.0067876144,0.8892742618918419,107.80664139000002,287,587776,612,0,-0.89396524,587776,287,0.012549542,PP02,0.1684082,1176.3370790481567,531.93
0.002447374,0.032174356,0.6697841584682465,105.97304668000001,288,589824,635,0,-0.88651925,589824,288,0.017557885,PP02,0.20380859,1179.5601296424866,536.8
0.00081677764,0.03311525,0.7440047562122345,106.45762987999998,289,591872,580,0,-0.85569686,591872,289,0.024342991,PP02,0.20517579,1183.0897800922394,536.19
0.0058063907,0.011606531,0.8708390891551971,107.29314334,290,593920,475,0,-0.84773576,593920,290,0.01038738,PP02,0.13217774,1187.3997423648834,537.13
0.0007748605,0.005319613,0.9288867861032486,108.45647552999999,291,595968,490,0,-0.84183854,595968,291,0.01289123,PP02,0.15722656,1191.5748798847198,536.95
0.0009862075,0.0067920373,0.9329724237322807,108.24244791,292,598016,557,0,-0.8314937,598016,292,0.013312082,PP02,0.16308594,1195.2502071857452,540.54
-0.0009872944,0.0111277215,0.910415805876255,107.97187692,293,600064,563,0,-0.86019504,600064,293,0.012887868,PP02,0.16025391,1198.8849108219147,537.44
0.0031686176,0.008418041,0.9187466576695442,112.08529388,294,602112,645,0,-0.90118665,602112,294,0.013791214,PP02,0.15986328,1202.0599353313446,528.51
0.0047248076,0.013884613,0.8315117657184601,115.70856997999998,295,604160,564,0,-0.91050637,604160,295,0.021474252,PP02,0.2359375,1205.6867871284485,519.11
-0.000988471,0.0038331866,0.9522548764944077,117.75126989999998,296,606208,651,0,-0.9188964,606208,296,0.016381964,PP02,0.19160156,1208.830798149109,519.8
0.007893882,0.0068670525,0.918788269162178,119.34033876,297,608256,647,0,-0.927636,608256,297,0.013140237,PP02,0.15268555,1211.9938204288483,521.6
-7.97461e-05,0.02113133,0.8068551123142242,116.71301999,298,610304,667,0,-0.90145123,610304,298,0.014604865,PP02,0.1609375,1215.0607962608337,514.79
-0.0010840975,0.009769422,0.8937040492892265,117.84389924999996,299,612352,611,0,-0.90110844,612352,299,0.015194597,PP02,0.17294922,1218.4100048542023,513.41
0.0035035529,0.00603593,0.8997925817966461,116.67740609999998,300,614400,468,0,-0.90193415,614400,300,0.012790879,PP02,0.16279297,1222.7783780097961,515.66
-0.0052369647,0.02515769,0.7174045145511627,115.18425483000001,301,616448,711,0,-0.8974291,616448,301,0.012758476,PP02,0.14824219,1250.2372505664825,516.66
-0.00089525303,0.028961554,0.7556713819503784,112.08809341,302,618496,499,0,-0.89912164,618496,302,0.01762204,PP02,0.17246094,1254.3406431674957,513.38
0.00074912223,0.010767961,0.9013602286577225,110.15336396999999,303,620544,504,0,-0.8873774,620544,303,0.01559827,PP02,0.18374023,1258.402554988861,509.06
0.000989818,0.0043572127,0.9296753704547882,108.92932498999998,304,622592,385,0,-0.8775028,622592,304,0.010269767,PP02,0.13154297,1263.7138090133667,510.41
0.00072666135,0.004241026,0.9430429041385651,108.52593214999999,305,624640,631,0,-0.8865552,624640,305,0.016735274,PP02,0.19516602,1266.955798149109,510.21
-0.00022498486,0.004433201,0.9439252205193043,106.74059467000001,306,626688,638,0,-0.8967757,626688,306,0.014213826,PP02,0.16435547,1270.1621499061584,504.28
0.000105271625,0.018314157,0.855336531996727,105.67593661999999,307,628736,668,0,-0.90127075,628736,307,0.017666776,PP02,0.19985351,1273.2277927398682,505.43
-0.0005981098,0.0032308563,0.9651801958680153,113.00094178999998,308,630784,605,0,-0.90365857,630784,308,0.014441088,PP02,0.1586914,1276.6093969345093,511.33
0.002719712,0.003422428,0.9644437655806541,113.02297213999998,309,632832,624,0,-0.90725124,632832,309,0.01244778,PP02,0.15776367,1279.8866441249847,511.22
0.0018893573,0.013556538,0.843798503279686,110.94062935999999,310,634880,593,0,-0.91269004,634880,310,0.011139885,PP02,0.14624023,1283.339115858078,516.36
0.0006536208,0.005089599,0.961821798235178,112.22547252000003,311,636928,480,0,-0.9215767,636928,311,0.013742685,PP02,0.16040039,1287.5974819660187,518.16
-0.00018301031,0.0035168645,0.9504920653998852,112.92025758000001,312,638976,464,0,-0.9307327,638976,312,0.013669628,PP02,0.16918945,1292.0100433826447,522.32
0.00019237127,0.0039369357,0.9273228272795677,113.48185808999999,313,641024,482,0,-0.92938775,641024,313,0.012987351,PP02,0.16523437,1296.2547702789307,523.53
0.0019631474,0.004702629,0.9482249729335308,119.70053178000002,314,643072,669,0,-0.9318756,643072,314,0.014197439,PP02,0.17954102,1299.313262462616,526.72
0.006454417,0.0044968994,0.9188012331724167,120.68855555,315,645120,573,0,-0.93354064,645120,315,0.01244043,PP02,0.15737304,1302.8851420879364,533.58
-0.010577296,0.033404272,0.5491374433040619,120.79770945,316,647168,591,0,-0.9333021,647168,316,0.08241035,PP02,0.22143555,1306.346911907196,529.62
-0.004407712,0.024996422,0.79539655148983,119.68307670999998,317,649216,597,0,-0.9433297,649216,317,0.017638866,PP02,0.17944336,1309.77268075943,525.48
0.007205683,0.011204908,0.8770405352115631,119.25346865999998,318,651264,498,0,-0.9388898,651264,318,0.014737007,PP02,0.18310547,1313.87793135643,524.91
0.003839193,0.006341974,0.8840718865394592,117.84296268999998,319,653312,442,0,-0.93331873,653312,319,0.012616588,PP02,0.15600586,1318.5062329769135,531.85
0.0045972285,0.013658226,0.7243984043598175,114.94097345999998,320,655360,530,0,-0.9255637,655360,320,0.01432994,PP02,0.18618163,1322.3704760074615,537.61
-0.0018787216,0.00653967,0.8689083606004715,113.65161962999998,321,657408,654,0,-0.905362,657408,321,0.011511402,PP02,0.14448242,1325.499225139618,543.74
0.0016246485,0.004299833,0.9426693581044674,113.87444930999999,322,659456,559,0,-0.9160991,659456,322,0.016370531,PP02,0.19018555,1329.1631796360016,547.92
-0.00086606917,0.01698013,0.6862975060939789,114.25262425,323,661504,513,0,-0.9321472,661504,323,0.02901278,PP02,0.18969727,1333.152914762497,548.61
0.010354469,0.028381595,0.7413311898708344,109.59712612000001,324,663552,472,0,-0.9284628,663552,324,0.014076921,PP02,0.16044922,1337.484291791916,552.82
-0.0003767741,0.0091961,0.8915231823921204,113.97872746999998,325,665600,690,0,-0.9386719,665600,325,0.016863603,PP02,0.20175782,1340.451770067215,547.81
0.0011223387,0.0052904943,0.8359723687171936,113.28031143,326,667648,545,0,-0.9813174,667648,326,0.015016839,PP02,0.18530273,1344.2054436206818,554.44
0.001147874,0.027331676,0.6991066932678223,112.40111128999999,327,669696,411,0,-1.0140368,669696,327,0.0160462,PP02,0.1934082,1349.1840760707855,552.95
0.0019617644,0.0059914887,0.9071574956178665,114.17248012999998,328,671744,516,0,-1.0188956,671744,328,0.014529993,PP02,0.17006835,1353.1469287872314,559.42
0.004093508,0.029830169,0.7413001358509064,118.2751239,329,673792,694,0,-1.0079625,673792,329,0.021567356,PP02,0.20908204,1356.0961022377014,557.64
0.0036401667,0.006305241,0.9096146672964096,120.22529038000002,330,675840,383,0,-1.008592,675840,330,0.013769569,PP02,0.17641601,1361.4356410503387,559.75
-0.0019499583,0.057998676,0.45592689514160156,113.4295043,331,677888,646,0,-1.0106467,677888,331,0.034274675,PP02,0.19111328,1364.6054012775421,561.31
0.0009051582,0.012031815,0.7964773327112198,114.18722253999998,332,679936,493,0,-1.0289088,679936,332,0.014074152,PP02,0.17231445,1368.7567102909088,553.68
0.0017094746,0.008273827,0.9005484953522682,115.21207279999999,333,681984,552,0,-1.0600818,681984,333,0.017049871,PP02,0.18422851,1372.4655787944794,553.77
0.0021122294,0.034708463,0.6374192535877228,112.89549999,334,684032,575,0,-1.0549862,684032,334,0.024625506,PP02,0.25551757,1376.0272784233093,550.53
-0.00012566977,0.0068608783,0.9114121496677399,111.78783991,335,686080,615,0,-1.0701519,686080,335,0.012357811,PP02,0.15717773,1379.3559846878052,549.05
0.0049925656,0.008264915,0.8828075155615807,111.83010295000003,336,688128,458,0,-1.0846932,688128,336,0.012007521,PP02,0.15454102,1383.8274285793304,555.89
0.0012834708,0.0050276015,0.8751428350806236,112.15903594000001,337,690176,535,0,-1.0841299,690176,337,0.013180574,PP02,0.16264649,1387.6524901390076,551.96
0.0027901921,0.0030479743,0.9491698108613491,112.15290966000002,338,692224,410,0,-1.0706911,692224,338,0.015256295,PP02,0.17612305,1392.645320892334,549.35
0.00067111413,0.005579251,0.917270801961422,110.26737551999999,339,694272,548,0,-1.0638646,694272,339,0.017077431,PP02,0.19272462,1396.3820626735687,551.55
0.0025630605,0.008675996,0.8971316888928413,110.28087649000001,340,696320,524,0,-1.0868403,696320,340,0.013201406,PP02,0.15839843,1400.2881727218628,542.81
-0.00020378813,0.0026398685,0.9646775610744953,109.31381517999998,341,698368,585,0,-1.1004041,698368,341,0.016605694,PP02,0.18657227,1403.7890274524689,541.5
0.0047586625,0.0061018197,0.8784776106476784,113.74262765000002,342,700416,769,0,-1.1140115,700416,342,0.014214307,PP02,0.18388672,1406.4509181976318,535.25
0.0067754462,0.008050356,0.8951178640127182,114.66269137000003,343,702464,521,0,-1.1180665,702464,343,0.012429166,PP02,0.15219727,1410.3749964237213,535.87
-0.00087459583,0.009949984,0.8816256523132324,115.02350076000005,344,704512,595,0,-1.1432993,704512,344,0.01847064,PP02,0.21201172,1413.814291715622,531.84
0.0016772675,0.004894471,0.9452443607151508,117.72898841999996,345,706560,706,0,-1.1613646,706560,345,0.016251251,PP02,0.18793945,1416.7149329185486,520.58
0.008304525,0.0056405896,0.9309657067060471,121.2797982,346,708608,470,0,-1.1573144,708608,346,0.015520474,PP02,0.17954102,1421.071130990982,512.67
