meankl,gmeankl,GEpLenMean,entloss,GEpRewMean,TimeElapsed,ev_tdlam_before,gsurrgain,gentloss,EpRewMean,entropy,Iteration,goptimgain,trial,gentropy,EpLenMean,optimgain,gev_tdlam_before,surrgain
0.010705274,0.014577531,195.8,0.0,-1267.195450039329,20.20408344268799,6.0617923736572266e-05,0.017796934,0.0,-1267.195450039329,1.3633618,25,0.017796934,0,1.4544665,205.2,0.0056481557,6.222724914550781e-05,0.0056481557
0.013586057,0.023306781,195.8,0.0,-1254.718737525983,21.011011838912964,6.622076034545898e-05,0.025764411,0.0,-1254.718737525983,1.4114529,26,0.025764411,0,1.4544834,205.2,0.0019169906,8.565187454223633e-05,0.0019169906
0.0140469195,0.025177572,195.8,0.0,-1240.609357471782,21.80388116836548,5.120038986206055e-05,0.0257723,0.0,-1240.609357471782,1.4210817,27,0.0257723,0,1.4544827,205.2,0.018292572,7.349252700805664e-05,0.018292572
0.01685029,0.018998744,195.8,0.0,-1238.901031585366,22.624088525772095,6.330013275146484e-05,0.024907237,0.0,-1238.901031585366,1.4211527,28,0.024907237,0,1.4544873,205.2,0.028954554,7.12275505065918e-05,0.028954554
0.020350836,nan,195.8,0.0,-1233.5584052329762,23.443524599075317,5.120038986206055e-05,nan,0.0,-1233.5584052329762,1.4211427,29,nan,0,nan,205.2,0.027144555,8.219480514526367e-05,0.027144555
0.018084358,0.014927147,195.8,0.0,-1211.7996784194152,24.257194995880127,3.331899642944336e-05,0.021965964,0.0,-1211.7996784194152,1.4211314,30,0.021965964,0,1.4550122,200.8,0.025360681,2.378225326538086e-05,0.025360681
0.024260031,0.02009123,200.8,0.0,-1192.8719118283757,25.07440757751465,2.950429916381836e-05,0.0032297391,0.0,-1192.8719118283757,1.4210153,31,0.0032297391,0,1.455093,200.8,0.022022385,6.669759750366211e-05,0.022022385
0.010490861,0.022286778,200.8,0.0,-1179.2419891701527,25.886261224746704,2.664327621459961e-05,-0.0007527368,0.0,-1179.2419891701527,1.4211286,32,-0.0007527368,0,1.4548694,200.8,0.016794905,7.051229476928711e-05,0.016794905
0.005822219,0.02664024,200.8,0.0,-1137.1401437946552,26.700903177261353,2.1576881408691406e-05,0.00536785,0.0,-1137.1401437946552,1.4270527,33,0.00536785,0,1.4549206,195.8,0.0082081575,3.218650817871094e-05,0.0082081575
0.009098978,0.01500726,200.2,0.0,-1142.4770015324043,27.529581308364868,2.2351741790771484e-05,0.023753269,0.0,-1142.4770015324043,1.4361433,34,0.023753269,0,1.455007,195.8,0.014937812,3.069639205932617e-05,0.014937812
0.008011185,nan,205.2,0.0,-1145.1382862882115,28.343136072158813,2.1338462829589844e-05,nan,0.0,-1145.1382862882115,1.4446462,35,nan,0,nan,195.8,0.013922172,4.0650367736816406e-05,0.013922172
0.014365094,nan,205.2,0.0,-1130.5378764661823,29.152365922927856,2.777576446533203e-05,nan,0.0,-1130.5378764661823,1.4316264,36,nan,0,nan,195.8,0.016762018,4.8100948333740234e-05,0.016762018
0.012379935,0.013365058,205.2,0.0,-1155.5825262535864,29.983139514923096,2.0742416381835938e-05,0.0138315745,0.0,-1155.5825262535864,1.43306,37,0.0138315745,0,1.4646109,195.8,0.009884903,2.3484230041503906e-05,0.009884903
0.017906565,0.019146184,205.2,0.0,-1159.702696831835,30.813313961029053,2.7954578399658203e-05,0.024267342,0.0,-1159.702696831835,1.4331514,38,0.024267342,0,1.4646609,195.8,0.022712763,2.9861927032470703e-05,0.022712763
0.012011822,nan,205.2,0.0,-1176.6151966670043,31.625384092330933,1.9788742065429688e-05,nan,0.0,-1176.6151966670043,1.4265187,39,nan,0,nan,195.8,0.02212442,3.510713577270508e-05,0.02212442
0.014612184,nan,205.2,0.0,-1188.883690780551,32.46108865737915,1.5556812286376953e-05,nan,0.0,-1188.883690780551,1.4308219,40,nan,0,nan,195.8,0.033346538,4.0531158447265625e-05,0.033346538
0.019215994,0.016489353,205.2,0.0,-1199.6203631491987,33.2982451915741,2.1576881408691406e-05,0.01811886,0.0,-1199.6203631491987,1.4309182,41,0.01811886,0,1.464635,195.8,0.030835439,2.378225326538086e-05,0.030835439
0.037044354,0.030988941,205.2,0.0,-1160.80733764924,34.13371276855469,1.3649463653564453e-05,0.01529879,0.0,-1160.80733764924,1.4307911,42,0.01529879,0,1.4646007,195.8,0.010629616,2.2411346435546875e-05,0.010629616
0.014942978,0.023808008,200.8,0.0,-1176.8829510066578,34.96737003326416,1.3887882232666016e-05,0.02227146,0.0,-1176.8829510066578,1.4319205,43,0.02227146,0,1.4646405,200.8,0.031574734,3.2007694244384766e-05,0.031574734
0.017204516,0.02971156,200.8,0.0,-1192.367963353791,35.78875470161438,1.3172626495361328e-05,0.044759415,0.0,-1192.367963353791,1.4319624,44,0.044759415,0,1.46463,200.8,0.013811488,2.5928020477294922e-05,0.013811488
0.030244878,0.039879464,200.8,0.0,-1182.8418654288823,36.61409521102905,1.6808509826660156e-05,-0.0030433782,0.0,-1182.8418654288823,1.4319499,45,-0.0030433782,0,1.464504,200.8,0.028699271,2.467632293701172e-05,0.028699271
0.019771898,0.031503893,195.8,0.0,-1178.0337220891984,37.434645652770996,1.519918441772461e-05,0.001128186,0.0,-1178.0337220891984,1.4319205,46,0.001128186,0,1.4645077,200.2,0.024693359,2.5272369384765625e-05,0.024693359
0.021635467,0.023605261,195.8,0.0,-1201.4544945381635,38.267767906188965,8.702278137207031e-06,0.023606902,0.0,-1201.4544945381635,1.4319875,47,0.023606902,0,1.4647068,205.2,0.008479232,1.531839370727539e-05,0.008479232
0.00816521,0.019142654,195.8,0.0,-1227.4593325131611,39.08504581451416,5.304813385009766e-06,0.018980276,0.0,-1227.4593325131611,1.4315743,48,0.018980276,0,1.4647053,205.2,0.01027895,1.5020370483398438e-05,0.01027895
0.022642605,nan,195.8,0.0,-1204.8614371423996,39.917675733566284,1.4781951904296875e-05,nan,0.0,-1204.8614371423996,1.4315753,49,nan,0,nan,205.2,0.02276408,1.8835067749023438e-05,0.02276408
0.025395766,0.0337506,195.8,0.0,-1236.5364186492905,40.749396085739136,1.3887882232666016e-05,0.03144964,0.0,-1236.5364186492905,1.4316725,50,0.03144964,0,1.4645793,205.2,0.048360705,1.5079975128173828e-05,0.048360705
0.017780593,0.03524603,195.8,0.0,-1244.4536121629378,41.58797740936279,7.867813110351562e-06,0.037850775,0.0,-1244.4536121629378,1.4314523,51,0.037850775,0,1.4647564,205.2,0.014207268,1.2516975402832031e-05,0.014207268
0.014830489,0.020036694,195.8,0.0,-1258.8231509491884,42.40362358093262,8.64267349243164e-06,0.016365925,0.0,-1258.8231509491884,1.4414226,52,0.016365925,0,1.4645649,205.2,0.020384777,5.543231964111328e-06,0.020384777
nan,0.030458903,195.8,0.0,-1266.8868407029522,43.24649739265442,1.3530254364013672e-05,0.031899944,0.0,-1266.8868407029522,nan,53,0.031899944,0,1.464677,205.2,nan,1.4960765838623047e-05,nan
0.027527262,0.023282161,195.8,0.0,-1268.0689170448306,44.08913040161133,9.119510650634766e-06,0.023329824,0.0,-1268.0689170448306,1.4415781,54,0.023329824,0,1.4646772,205.2,0.021510717,4.76837158203125e-06,0.021510717
0.023913015,0.015091185,195.8,0.0,-1257.5958507141027,44.94701671600342,1.2040138244628906e-05,0.010856991,0.0,-1257.5958507141027,1.4414686,55,0.010856991,0,1.4646465,200.8,0.039406046,8.463859558105469e-06,0.039406046
0.025101636,0.030270223,200.8,0.0,-1242.6225454380838,45.791548013687134,9.655952453613281e-06,0.0041967784,0.0,-1242.6225454380838,1.4414965,56,0.0041967784,0,1.4645221,200.8,0.021128219,1.0073184967041016e-05,0.021128219
0.012936756,0.029366001,200.8,0.0,-1275.701204684267,46.62065410614014,5.364418029785156e-06,0.04568832,0.0,-1275.701204684267,1.449066,57,0.04568832,0,1.4646909,200.8,0.028361276,1.0251998901367188e-05,0.028361276
0.026890036,0.03682213,200.8,0.0,-1245.3762618355381,47.45994591712952,9.059906005859375e-06,0.042768583,0.0,-1245.3762618355381,1.449183,58,0.042768583,0,1.4646925,195.8,0.052776642,1.0192394256591797e-05,0.052776642
0.031365935,0.030134978,200.2,0.0,-1257.175132802478,48.30526256561279,9.238719940185547e-06,0.011051716,0.0,-1257.175132802478,1.4493673,59,0.011051716,0,1.4645077,195.8,0.03723926,9.47713851928711e-06,0.03723926
0.035921656,0.03127856,205.2,0.0,-1243.059881297685,49.14666795730591,7.510185241699219e-06,0.045920853,0.0,-1243.059881297685,1.4491261,60,0.045920853,0,1.464738,195.8,0.030085113,9.5367431640625e-06,0.030085113
0.036999956,0.02321348,205.2,0.0,-1213.8085163821602,49.986302614212036,7.987022399902344e-06,0.017895391,0.0,-1213.8085163821602,1.449159,61,0.017895391,0,1.4647065,195.8,0.06275026,7.450580596923828e-06,0.06275026
0.050522134,0.030865543,205.2,0.0,-1187.65619277934,50.84366726875305,7.62939453125e-06,0.023404382,0.0,-1187.65619277934,1.4491581,62,0.023404382,0,1.4647175,195.8,0.04934078,6.794929504394531e-06,0.04934078
0.025564179,nan,205.2,0.0,-1168.3879804508717,51.70885729789734,6.496906280517578e-06,nan,0.0,-1168.3879804508717,1.4492078,63,nan,0,nan,195.8,0.045572087,3.2186508178710938e-06,0.045572087
0.034505077,0.02697982,205.2,0.0,-1160.5537987463176,52.54110765457153,7.62939453125e-06,0.015581351,0.0,-1160.5537987463176,1.448943,64,0.015581351,0,1.4646901,195.8,0.018794574,3.4570693969726562e-06,0.018794574
0.035752855,0.024821788,205.2,0.0,-1112.9260110741052,53.37975025177002,7.68899917602539e-06,0.031100098,0.0,-1112.9260110741052,1.4491221,65,0.031100098,0,1.4646305,195.8,0.069818586,5.7220458984375e-06,0.069818586
0.031187879,0.025663808,205.2,0.0,-1108.2170656978965,54.228418588638306,6.377696990966797e-06,0.025055334,0.0,-1108.2170656978965,1.4490968,66,0.025055334,0,1.4646953,195.8,0.023358397,6.496906280517578e-06,0.023358397
0.032134138,0.030311517,205.2,0.0,-1096.6414184068467,55.06817698478699,6.020069122314453e-06,0.01291802,0.0,-1096.6414184068467,1.449046,67,0.01291802,0,1.4646901,195.8,0.019993022,5.364418029785156e-06,0.019993022
0.028374791,0.016685791,200.8,0.0,-1125.2171579235787,55.96428442001343,6.4373016357421875e-06,0.042156763,0.0,-1125.2171579235787,1.4491426,68,0.042156763,0,1.4646145,200.8,0.018237242,3.874301910400391e-06,0.018237242
0.025610775,0.022908766,200.8,0.0,-1158.6267386012798,56.82571721076965,5.602836608886719e-06,0.032612003,0.0,-1158.6267386012798,1.4491069,69,0.032612003,0,1.4646618,200.8,0.03765539,5.4836273193359375e-06,0.03765539
0.030180484,0.01833313,200.8,0.0,-1183.8457128761438,57.666635036468506,5.185604095458984e-06,0.024319336,0.0,-1183.8457128761438,1.4491231,70,0.024319336,0,1.4646717,200.8,0.038340382,4.351139068603516e-06,0.038340382
0.026593145,0.021742051,195.8,0.0,-1190.0747445522813,58.5240159034729,5.0067901611328125e-06,0.0149523355,0.0,-1190.0747445522813,1.4491276,71,0.0149523355,0,1.4647359,200.2,0.034457162,3.2782554626464844e-06,0.034457162
0.058109075,0.015234806,195.8,0.0,-1177.8609794333272,59.37969732284546,3.3974647521972656e-06,0.0061402754,0.0,-1177.8609794333272,1.4490408,72,0.0061402754,0,1.4646441,205.2,0.028574575,4.112720489501953e-06,0.028574575
0.028532228,0.035300955,195.8,0.0,-1177.3450241589064,60.23968553543091,4.231929779052734e-06,0.026636552,0.0,-1177.3450241589064,1.4491426,73,0.026636552,0,1.4647166,205.2,0.041852374,5.781650543212891e-06,0.041852374
0.03590288,0.030003993,195.8,0.0,-1170.3600965649596,61.1381413936615,4.76837158203125e-06,0.010172438,0.0,-1170.3600965649596,1.449117,74,0.010172438,0,1.4646161,205.2,0.023572296,2.86102294921875e-06,0.023572296
0.033451356,0.03337519,195.8,0.0,-1152.7300714295222,61.99619650840759,4.5299530029296875e-06,0.04170053,0.0,-1152.7300714295222,1.44899,75,0.04170053,0,1.464722,205.2,0.018458016,4.649162292480469e-06,0.018458016
0.028613258,0.011516355,195.8,0.0,-1162.7926155163489,62.83834362030029,3.874301910400391e-06,0.015423023,0.0,-1162.7926155163489,1.4492797,76,0.015423023,0,1.4673961,205.2,0.032745264,1.7285346984863281e-06,0.032745264
0.012562359,0.01722298,195.8,0.0,-1160.077536961789,63.69366002082825,1.6689300537109375e-06,0.0003442911,0.0,-1160.077536961789,1.431151,77,0.0003442911,0,1.4673616,205.2,0.0038930965,3.2782554626464844e-06,0.0038930965
0.009383997,0.013772165,195.8,0.0,-1174.9354739673756,64.53983569145203,9.5367431640625e-07,0.024028849,0.0,-1174.9354739673756,1.4314678,78,0.024028849,0,1.4727031,205.2,0.018580703,4.231929779052734e-06,0.018580703
0.03311477,0.01266342,195.8,0.0,-1153.1378927701576,65.39207816123962,1.6093254089355469e-06,0.022545412,0.0,-1153.1378927701576,1.4313518,79,0.022545412,0,1.4832165,205.2,0.015724223,3.0994415283203125e-06,0.015724223
0.037255257,0.014676655,195.8,0.0,-1161.942185906866,66.24994850158691,3.5762786865234375e-06,0.017158385,0.0,-1161.942185906866,1.431352,80,0.017158385,0,1.4847463,200.8,0.030641453,4.172325134277344e-06,0.030641453
nan,0.023074638,200.8,0.0,-1168.4301232021928,67.10645246505737,2.9802322387695312e-06,0.0035535651,0.0,-1168.4301232021928,nan,81,0.0035535651,0,1.4846243,200.8,nan,4.470348358154297e-06,nan
0.022514323,0.014907187,200.8,0.0,-1192.6267656609302,67.95115733146667,3.4570693969726562e-06,0.019375963,0.0,-1192.6267656609302,1.4314893,82,0.019375963,0,1.5038761,200.8,0.04774069,3.516674041748047e-06,0.04774069
0.036911875,nan,200.8,0.0,-1158.7753894119837,68.81683015823364,2.3245811462402344e-06,nan,0.0,-1158.7753894119837,1.4313922,83,nan,0,nan,195.8,0.011896031,8.940696716308594e-07,0.011896031
nan,0.016343683,200.2,0.0,-1162.4678304169765,69.6775553226471,2.6226043701171875e-06,0.003721362,0.0,-1162.4678304169765,nan,84,0.003721362,0,1.5038108,195.8,nan,2.9802322387695312e-06,nan
0.02050111,0.028065352,205.2,0.0,-1157.0551151340806,70.55493783950806,2.384185791015625e-06,-0.007297609,0.0,-1157.0551151340806,1.4314104,85,-0.007297609,0,1.5037792,195.8,0.018584505,2.4437904357910156e-06,0.018584505
0.048404396,0.02360487,205.2,0.0,-1116.7754432440872,71.4201545715332,3.039836883544922e-06,0.0063937427,0.0,-1116.7754432440872,1.4316213,86,0.0063937427,0,1.5038413,195.8,0.07157754,2.3245811462402344e-06,0.07157754
0.03574858,0.011438476,205.2,0.0,-1139.1815366932337,72.28231120109558,2.3245811462402344e-06,0.0060596266,0.0,-1139.1815366932337,1.4314005,87,0.0060596266,0,1.4953654,195.8,0.021159502,3.5762786865234375e-07,0.021159502
0.04299385,0.013505985,205.2,0.0,-1136.7049702010042,73.13917016983032,3.337860107421875e-06,0.0182526,0.0,-1136.7049702010042,1.4315441,88,0.0182526,0,1.4955789,195.8,0.05858989,2.384185791015625e-06,0.05858989
0.03960928,0.0155592095,205.2,0.0,-1131.3995888574227,74.01811981201172,2.6226043701171875e-06,0.011353197,0.0,-1131.3995888574227,1.4315504,89,0.011353197,0,1.4956102,195.8,0.042613104,2.4437904357910156e-06,0.042613104
0.020001076,0.0083583845,205.2,0.0,-1136.1516085202288,74.87341451644897,1.4901161193847656e-06,-0.0022002636,0.0,-1136.1516085202288,1.4315083,90,-0.0022002636,0,1.4878385,195.8,0.02219426,6.556510925292969e-07,0.02219426
0.028238157,0.013817075,205.2,0.0,-1141.477159405913,75.72163414955139,2.5033950805664062e-06,0.019684037,0.0,-1141.477159405913,1.431437,91,0.019684037,0,1.4895773,195.8,0.032873746,2.5033950805664062e-06,0.032873746
0.031350926,0.01278741,205.2,0.0,-1131.7142989963745,76.5769362449646,2.4437904357910156e-06,0.0059583145,0.0,-1131.7142989963745,1.4315654,92,0.0059583145,0,1.4605968,195.8,0.031457424,1.4901161193847656e-06,0.031457424
0.037649963,0.013812831,200.8,0.0,-1144.092129038134,77.42791199684143,2.4437904357910156e-06,0.02294843,0.0,-1144.092129038134,1.4315448,93,0.02294843,0,1.4581257,200.8,0.03176585,1.6689300537109375e-06,0.03176585
0.04415601,0.009462979,200.8,0.0,-1139.9235997996261,78.27773523330688,2.562999725341797e-06,0.003986396,0.0,-1139.9235997996261,1.4313046,94,0.003986396,0,1.4377912,200.8,0.066290215,3.6954879760742188e-06,0.066290215
0.026847757,0.015279012,200.8,0.0,-1138.3237243011804,79.15228581428528,3.159046173095703e-06,0.022088837,0.0,-1138.3237243011804,1.4315175,95,0.022088837,0,1.4378712,200.8,0.019549824,2.6226043701171875e-06,0.019549824
0.034225542,0.014344543,195.8,0.0,-1150.0970862298418,80.00978064537048,1.9669532775878906e-06,0.006827444,0.0,-1150.0970862298418,1.4314882,96,0.006827444,0,1.4452007,200.2,0.035814647,4.76837158203125e-07,0.035814647
0.014997396,0.017506547,195.8,0.0,-1206.485526441146,80.87842106819153,1.430511474609375e-06,0.0016943854,0.0,-1206.485526441146,1.4321443,97,0.0016943854,0,1.4452375,205.2,0.033869825,3.5762786865234375e-07,0.033869825
nan,nan,195.8,0.0,-1167.2722626883485,81.76402068138123,2.1457672119140625e-06,nan,0.0,-1167.2722626883485,nan,98,nan,0,nan,205.2,nan,2.086162567138672e-06,nan
0.013856649,0.018410463,195.8,0.0,-1174.3874756046187,82.62073945999146,1.430511474609375e-06,0.0051070116,0.0,-1174.3874756046187,1.4448851,99,0.0051070116,0,1.4452068,205.2,0.019421268,7.152557373046875e-07,0.019421268
0.058323707,0.025832195,195.8,0.0,-1163.7188444294738,83.49849390983582,1.9669532775878906e-06,0.0105822375,0.0,-1163.7188444294738,1.4447328,100,0.0105822375,0,1.4451181,205.2,0.004067013,1.3113021850585938e-06,0.004067013
0.02268178,0.024514437,195.8,0.0,-1169.6784382063634,84.3982925415039,1.9073486328125e-06,0.020624686,0.0,-1169.6784382063634,1.4449016,101,0.020624686,0,1.4452668,205.2,0.02449451,1.7881393432617188e-06,0.02449451
0.046498276,0.022658955,195.8,0.0,-1178.1745771427245,85.35236430168152,2.5033950805664062e-06,0.01656838,0.0,-1178.1745771427245,1.4450269,102,0.01656838,0,1.445226,205.2,0.06928848,4.172325134277344e-07,0.06928848
0.02901556,0.014125165,195.8,0.0,-1197.5207884279437,86.25747537612915,2.5033950805664062e-06,0.0083275,0.0,-1197.5207884279437,1.4449147,103,0.0083275,0,1.4434612,205.2,0.04677392,4.172325134277344e-07,0.04677392
0.02487265,0.008552017,195.8,0.0,-1215.1982557580654,87.13129210472107,1.4901161193847656e-06,-0.00059368555,0.0,-1215.1982557580654,1.4449567,104,-0.00059368555,0,1.4255358,205.2,0.013204523,1.1920928955078125e-07,0.013204523
0.054037172,0.018136013,195.8,0.0,-1131.6800675385343,88.0239725112915,2.384185791015625e-06,0.007187194,0.0,-1131.6800675385343,1.4450226,105,0.007187194,0,1.4254607,200.8,0.06568207,1.4901161193847656e-06,0.06568207
nan,0.014586164,200.8,0.0,-1158.7813510815022,88.89652633666992,2.4437904357910156e-06,0.009726301,0.0,-1158.7813510815022,nan,106,0.009726301,0,1.4314992,200.8,nan,9.5367431640625e-07,nan
0.022675749,0.015861936,200.8,0.0,-1141.3358839510151,89.76996326446533,7.748603820800781e-07,0.003429776,0.0,-1141.3358839510151,1.4449359,107,0.003429776,0,1.4315342,200.8,0.04083029,1.0728836059570312e-06,0.04083029
0.024944916,0.010100674,200.8,0.0,-1157.5890295536988,90.64094471931458,2.86102294921875e-06,0.0045584063,0.0,-1157.5890295536988,1.4448394,108,0.0045584063,0,1.4358202,195.8,0.011562174,9.5367431640625e-07,0.011562174
0.031518236,0.016278889,200.2,0.0,-1133.9460948020183,91.52778315544128,1.5497207641601562e-06,0.011947957,0.0,-1133.9460948020183,1.4447672,109,0.011947957,0,1.4359081,195.8,0.009589345,1.1324882507324219e-06,0.009589345
0.012447322,0.012673171,205.2,0.0,-1156.1276237947288,92.39105367660522,1.1324882507324219e-06,0.00800355,0.0,-1156.1276237947288,1.4562062,110,0.00800355,0,1.4536796,195.8,0.014035714,1.7881393432617188e-06,0.014035714
0.027590308,0.012554856,205.2,0.0,-1155.4772958397382,93.26988935470581,1.8477439880371094e-06,0.011624209,0.0,-1155.4772958397382,1.456304,111,0.011624209,0,1.4636534,195.8,0.006151751,2.205371856689453e-06,0.006151751
0.022410206,0.014729318,205.2,0.0,-1153.4792433347295,94.15037441253662,2.682209014892578e-06,0.0138574205,0.0,-1153.4792433347295,1.4562336,112,0.0138574205,0,1.4769604,195.8,0.029771324,1.7881393432617188e-06,0.029771324
nan,nan,205.2,0.0,-1186.9988249453381,95.03418111801147,3.337860107421875e-06,nan,0.0,-1186.9988249453381,nan,113,nan,0,nan,195.8,nan,2.980232238769531e-07,nan
0.036099926,0.0193777,205.2,0.0,-1159.7551107366714,95.9458544254303,3.993511199951172e-06,0.0058550704,0.0,-1159.7551107366714,1.4561919,114,0.0058550704,0,1.4770061,195.8,0.0106488615,1.5497207641601562e-06,0.0106488615
0.023200486,0.022452908,205.2,0.0,-1169.8823247823373,96.83127427101135,3.0994415283203125e-06,0.006219117,0.0,-1169.8823247823373,1.456257,115,0.006219117,0,1.4769937,195.8,0.026488602,1.0728836059570312e-06,0.026488602
0.039945412,0.012151438,205.2,0.0,-1157.731397316989,97.69516181945801,3.2782554626464844e-06,0.009854788,0.0,-1157.731397316989,1.4563305,116,0.009854788,0,1.4253691,195.8,0.047223054,1.7881393432617188e-07,0.047223054
0.032747842,0.028954405,205.2,0.0,-1144.0567904532186,98.58218169212341,3.0994415283203125e-06,0.0041583534,0.0,-1144.0567904532186,1.4561768,117,0.0041583534,0,1.4253246,195.8,-0.0050758636,8.344650268554688e-07,-0.0050758636
