nupdates,value_loss,total_timesteps,trial,Name,fps,EpRewMean,Iteration,approxkl,EpLenMean,explained_variance,policy_loss,serial_timesteps,time_elapsed,loss_ent,clipfrac
164,0.0046975026,335872,0,PP02,1297,218.10138435000002,164,0.017290616,1079.31,0.39309829473495483,-0.024607113,335872,307.2128047943115,3.367113,0.24448243
165,0.00494553,337920,0,PP02,1306,219.65250847999997,165,0.015437329,1075.7,0.3545312285423279,-0.021468598,337920,308.78045749664307,3.3508828,0.21308593
166,0.0057962025,339968,0,PP02,1308,219.87310409999998,166,0.016279867,1071.41,0.1796959638595581,-0.021401584,339968,310.34536242485046,3.360778,0.2206543
167,0.0057080025,342016,0,PP02,1308,222.6548192,167,0.018629503,1074.38,0.5149215757846832,-0.022401113,342016,311.9109106063843,3.3591628,0.24526367
168,0.0046798387,344064,0,PP02,1310,224.75286523999995,168,0.01587985,1074.65,0.28096896409988403,-0.019657398,344064,313.4742319583893,3.3488173,0.21713868
169,0.0030725966,346112,0,PP02,1318,224.68611162999997,169,0.023227265,1075.24,0.7263157665729523,-0.02267071,346112,315.02749705314636,3.3288136,0.22578125
170,0.021885304,348160,0,PP02,1307,223.74558635999998,170,0.018398922,1071.76,0.8751398473978043,-0.025329879,348160,316.5943205356598,3.3124855,0.22529297
171,0.023012524,350208,0,PP02,1315,222.14327862999994,171,0.020484079,1066.09,0.8675199300050735,-0.021240328,350208,318.15161752700806,3.2796216,0.23134765
172,0.030719256,352256,0,PP02,1312,224.37262256999995,172,0.021523975,1064.09,0.851860761642456,-0.019339677,352256,319.7118926048279,3.2433038,0.26835936
173,0.05506307,354304,0,PP02,1308,222.94158238999998,173,0.018639557,1055.14,0.8454514890909195,-0.02537252,354304,321.277220249176,3.2559114,0.2453125
174,0.010877499,356352,0,PP02,1315,223.17548417,174,0.02083073,1050.72,0.03802770376205444,-0.024569193,356352,322.8347132205963,3.2673392,0.27026367
175,0.023673538,358400,0,PP02,1316,220.82888100999998,175,0.015975993,1041.11,0.8831852898001671,-0.018999318,358400,324.39037799835205,3.2817535,0.22275391
176,0.009321209,360448,0,PP02,1323,222.60285520999997,176,0.016782805,1041.07,0.08636575937271118,-0.022643099,360448,325.9384889602661,3.2765117,0.23041992
177,0.0053663547,362496,0,PP02,1320,222.69838807,177,0.01770009,1039.17,0.2795313000679016,-0.025222188,362496,327.4892408847809,3.2443051,0.23515625
178,0.036161665,364544,0,PP02,1313,226.74379713,178,0.018205717,1047.77,0.8077795803546906,-0.02352938,364544,329.04881501197815,3.2148883,0.24384765
179,0.025506783,366592,0,PP02,1316,225.63330915999998,179,0.01922871,1045.13,0.8687901198863983,-0.02510046,366592,330.60475730895996,3.2120583,0.26176757
180,0.005598536,368640,0,PP02,1313,225.72482834,180,0.020280672,1042.85,0.1793772578239441,-0.022268401,368640,332.16403698921204,3.1938875,0.26420897
181,0.004842816,370688,0,PP02,1309,225.82538005000004,181,0.01961893,1040.48,0.28924334049224854,-0.026250893,370688,333.7288796901703,3.1859398,0.25766602
182,0.003138423,372736,0,PP02,1328,225.85253614000004,182,0.019614816,1039.75,0.3350682854652405,-0.028729638,372736,335.27040362358093,3.1579907,0.25458986
183,0.012594636,374784,0,PP02,1309,228.48909660000004,183,0.020296808,1044.21,0.18690669536590576,-0.023036402,374784,336.834397315979,3.1519976,0.26743165
184,0.005283571,376832,0,PP02,1314,232.49116298,184,0.018578328,1053.32,0.19565623998641968,-0.019116169,376832,338.3923177719116,3.1427827,0.23989257
185,0.058032833,378880,0,PP02,1305,227.50931368999997,185,0.019264707,1038.9,0.8528955727815628,-0.02220499,378880,339.9610171318054,3.121257,0.23330078
186,0.0054659145,380928,0,PP02,1316,229.64217883999993,186,0.018068349,1039.82,0.09452426433563232,-0.023420352,380928,341.5172679424286,3.1077518,0.22763672
187,0.021410735,382976,0,PP02,1313,228.44410474999992,187,0.016290609,1037.82,0.9242817312479019,-0.025162047,382976,343.07628202438354,3.0991564,0.21918945
188,0.045729004,385024,0,PP02,1310,226.11514274,188,0.017627079,1028.34,0.8848631903529167,-0.02487405,385024,344.6397407054901,3.0840607,0.2402832
189,0.0039392086,387072,0,PP02,1321,226.11774257000002,189,0.019562842,1027.82,0.284443736076355,-0.025561124,387072,346.18981885910034,3.060822,0.24824218
190,0.041470613,389120,0,PP02,1319,226.31920815,190,0.01820569,1024.65,0.25677210092544556,-0.02060427,389120,347.7417149543762,3.0414252,0.24194336
191,0.0064671887,391168,0,PP02,1313,228.05520801000003,191,0.021893352,1025.65,0.12163048982620239,-0.027184427,391168,349.30109906196594,3.0215304,0.2755371
192,0.0059517054,393216,0,PP02,1319,228.1191768,192,0.018761966,1025.14,0.2506614923477173,-0.025991803,393216,350.85340428352356,3.0111637,0.25136718
193,0.004980994,395264,0,PP02,1313,228.26022244,193,0.023806158,1023.48,0.28450024127960205,-0.02359881,395264,352.4129500389099,2.9977531,0.27485353
194,0.023764944,397312,0,PP02,1311,225.08956325,194,0.023579707,1016.16,0.9079088047146797,-0.024644796,397312,353.97442412376404,2.9904704,0.24848633
195,0.0065765707,399360,0,PP02,1316,227.37833093000006,195,0.020139584,1019.77,0.16655069589614868,-0.02256904,399360,355.5308723449707,2.9606178,0.270459
196,0.00543568,401408,0,PP02,1318,233.32088666000007,196,0.02052589,1034.07,0.27491652965545654,-0.02964882,401408,357.0840039253235,2.938145,0.2540039
197,0.10124518,403456,0,PP02,1311,227.75657052000003,197,0.026729355,1019.29,0.7117694616317749,-0.024776597,403456,358.6453392505646,2.9183114,0.2546875
198,0.031279348,405504,0,PP02,1326,225.77048811,198,0.022674235,1013.52,0.8297185152769089,-0.025687212,405504,360.18986773490906,2.892386,0.26914063
199,0.0068950094,407552,0,PP02,1312,225.90022867999997,199,0.019719059,1011.97,0.15564095973968506,-0.022974098,407552,361.75013279914856,2.8465505,0.2602539
200,0.00580225,409600,0,PP02,1310,228.78799386999998,200,0.01827215,1016.72,0.306186318397522,-0.02322525,409600,363.31281638145447,2.826429,0.24233398
201,0.004436888,411648,0,PP02,1313,228.73443111,201,0.020145549,1017.17,0.3711075782775879,-0.028128764,411648,398.0201225280762,2.8169339,0.26469725
202,0.0047396654,413696,0,PP02,1322,228.95166934999997,202,0.018400691,1014.39,0.3606993556022644,-0.02510972,413696,399.5694706439972,2.8201306,0.24648437
203,0.028547132,415744,0,PP02,1311,230.70093149999997,203,0.020188915,1018.47,0.9027320072054863,-0.025636643,415744,401.13109707832336,2.8150125,0.26049805
204,0.024317626,417792,0,PP02,1318,229.38345826999998,204,0.023219805,1014.1,0.8961842209100723,-0.024930421,417792,402.6849663257599,2.7889328,0.26484376
205,0.03598621,419840,0,PP02,1305,226.23473135999996,205,0.020656578,1002.92,0.8213866949081421,-0.021479616,419840,404.25405716896057,2.7753637,0.2635742
206,0.06891613,421888,0,PP02,1314,227.73406503,206,0.021522347,1006.16,0.18529105186462402,-0.022960015,421888,405.8123390674591,2.7687948,0.26044923
207,0.005859821,423936,0,PP02,1310,227.89514864,207,0.018539697,1004.45,0.24693632125854492,-0.026095524,423936,407.3750379085541,2.7403255,0.2536133
208,0.0051421886,425984,0,PP02,1324,228.05007734999998,208,0.018493839,1002.93,0.39280402660369873,-0.024374837,425984,408.9213066101074,2.7275882,0.2520508
209,0.0036003422,428032,0,PP02,1313,228.05667332000002,209,0.018819412,1003.04,0.37688469886779785,-0.028156662,428032,410.4806156158447,2.7186906,0.24956055
210,0.03065679,430080,0,PP02,1310,224.85406536,210,0.022181034,992.11,0.8333300650119781,-0.024513712,430080,412.0438406467438,2.710764,0.2523926
211,0.0057538236,432128,0,PP02,1304,224.92327168999998,211,0.01856863,991.43,0.1712455153465271,-0.023917655,432128,413.61405301094055,2.7163978,0.24648437
212,0.006043789,434176,0,PP02,1313,225.01922592000003,212,0.02212276,990.74,0.1925208568572998,-0.02343216,434176,415.17414021492004,2.731007,0.2831543
213,0.00566258,436224,0,PP02,1326,225.15110166,213,0.019191759,989.12,0.21599936485290527,-0.023929514,436224,416.7181384563446,2.7234025,0.2479004
214,0.009018843,438272,0,PP02,1314,225.24553086000003,214,0.021750072,988.65,0.2469356656074524,-0.026390675,438272,418.27615785598755,2.702362,0.27475587
215,0.0058054873,440320,0,PP02,1319,225.23572589,215,0.020600606,989.5,0.28243058919906616,-0.026014227,440320,419.8289351463318,2.6965094,0.26743165
216,0.023293909,442368,0,PP02,1319,224.12523085,216,0.01999007,987.55,0.8885613083839417,-0.01945183,442368,421.38174629211426,2.6999328,0.24892578
217,0.029609203,444416,0,PP02,1325,224.21012442,217,0.017989328,986.81,0.6645548045635223,-0.01945733,444416,422.9266571998596,2.7074957,0.23583984
218,0.0036039997,446464,0,PP02,1311,223.37704596000003,218,0.018651363,983.55,0.9708927124738693,-0.028376311,446464,424.4882221221924,2.6906953,0.24628906
219,0.0069769956,448512,0,PP02,1295,224.64398455999998,219,0.021072375,982.42,0.25911957025527954,-0.02370607,448512,426.0696756839752,2.66108,0.2685547
220,0.006166767,450560,0,PP02,1303,226.43582141,220,0.022596547,984.57,0.1768949031829834,-0.024186771,450560,427.64070105552673,2.65165,0.2836426
221,0.0061523095,452608,0,PP02,1299,229.47975416,221,0.020432837,992.07,0.18777132034301758,-0.026013296,452608,429.2168056964874,2.6413674,0.2688965
222,0.04826829,454656,0,PP02,1294,228.90972346,222,0.02434433,987.18,0.8900994509458542,-0.022975266,454656,430.7993974685669,2.6483724,0.2805664
223,0.0056991237,456704,0,PP02,1307,231.63641371000003,223,0.022970349,991.63,0.029075324535369873,-0.024672268,456704,432.36601424217224,2.6537313,0.28339845
224,0.031130414,458752,0,PP02,1297,228.14353201000003,224,0.021020088,982.8,0.8500500917434692,-0.021548389,458752,433.94497895240784,2.6660907,0.25078124
225,0.0053043053,460800,0,PP02,1307,228.21740261,225,0.02196658,982.35,0.2670825123786926,-0.02710425,460800,435.51161217689514,2.6722388,0.28120118
226,0.005523865,462848,0,PP02,1301,229.85826509999998,226,0.021290319,983.32,0.2885860800743103,-0.027188342,462848,437.08756613731384,2.6598513,0.27392578
227,0.0053139767,464896,0,PP02,1304,229.97069874999997,227,0.023212394,982.56,0.4529438018798828,-0.030606192,464896,438.65766763687134,2.6503794,0.28901368
228,0.0058351518,466944,0,PP02,1306,231.35618494,228,0.020494336,981.75,0.3034887909889221,-0.027184376,466944,440.22496795654297,2.6560001,0.27163085
229,0.0062530003,468992,0,PP02,1298,231.54791060999997,229,0.019269325,980.92,0.22633731365203857,-0.024409482,468992,441.8026568889618,2.6457684,0.25996095
230,0.015916985,471040,0,PP02,1306,229.96967361999998,230,0.021818956,979.66,0.9363852441310883,-0.026435247,471040,443.3709673881531,2.6473126,0.26088867
231,0.005396479,473088,0,PP02,1304,230.14572981,231,0.0218056,978.2,0.37042415142059326,-0.022578852,473088,444.94129753112793,2.6402476,0.2705078
232,0.007964303,475136,0,PP02,1307,230.23984068000001,232,0.018375646,978.2,0.4508737325668335,-0.02521421,475136,446.5081715583801,2.6366594,0.24570313
233,0.015772635,477184,0,PP02,1309,229.97494543999997,233,0.022242622,977.12,0.9302216917276382,-0.025628284,477184,448.07410502433777,2.6426213,0.26245117
234,0.012191305,479232,0,PP02,1303,233.18817416999994,234,0.023151131,986.04,0.07188522815704346,-0.023499984,479232,449.6459393501282,2.639092,0.29575196
235,0.021232203,481280,0,PP02,1295,231.71073087999997,235,0.022474613,979.02,0.9306565821170807,-0.028232876,481280,451.22723269462585,2.6367707,0.27490234
236,0.015966346,483328,0,PP02,1318,232.21915993999994,236,0.02095985,982.19,0.9476399421691895,-0.024399135,483328,452.780837059021,2.6570692,0.2581543
237,0.007945327,485376,0,PP02,1311,234.70597443999998,237,0.02497467,989.12,0.701608270406723,-0.025667945,485376,454.34318137168884,2.6629958,0.28256837
238,0.022367416,487424,0,PP02,1308,233.28154761999997,238,0.019931676,987.29,0.9400127232074738,-0.022352912,487424,455.90892696380615,2.659888,0.26254883
239,0.026693482,489472,0,PP02,1310,233.37321479000005,239,0.019795032,986.55,0.2402382493019104,-0.025163975,489472,457.4720160961151,2.6498618,0.2541992
240,0.052735556,491520,0,PP02,1305,225.75358105000004,240,0.021973182,969.44,0.9213568046689034,-0.029370943,491520,459.0409371852875,2.6428893,0.25546876
241,0.02539945,493568,0,PP02,1320,224.33252182000004,241,0.02354253,966.68,0.8925788179039955,-0.024686884,493568,460.59259486198425,2.6270561,0.28125
242,0.02050994,495616,0,PP02,1312,224.74248013,242,0.022832597,964.71,0.9297070801258087,-0.021212745,495616,462.1528015136719,2.6319573,0.2854004
243,0.00705612,497664,0,PP02,1313,224.87955871000003,243,0.020459581,963.71,-0.03230619430541992,-0.021878617,497664,463.71253633499146,2.6645975,0.27333984
244,0.04520596,499712,0,PP02,1277,224.63621631,244,0.020296063,960.33,0.9135262593626976,-0.023590524,499712,465.3156795501709,2.6645691,0.2557129
245,0.043994043,501760,0,PP02,1292,221.74278616000004,245,0.023997176,952.59,0.9062103033065796,-0.022282856,501760,466.9011085033417,2.6391625,0.28081053
246,0.014716369,503808,0,PP02,1297,219.35029563,246,0.024694668,947.41,0.9506974965333939,-0.02750941,503808,468.47985315322876,2.5956101,0.2737793
247,0.005547799,505856,0,PP02,1299,219.53451543000006,247,0.020700475,945.77,0.3537304401397705,-0.026878659,505856,470.0568082332611,2.55409,0.2661621
248,0.007901375,507904,0,PP02,1292,219.56439351,248,0.022271218,946.2,0.2564529776573181,-0.025367945,507904,471.6415627002716,2.5367846,0.27685547
249,0.0065170913,509952,0,PP02,1287,219.58722287999998,249,0.020278385,947.15,0.2355179786682129,-0.028085476,509952,473.23195576667786,2.5255845,0.26259765
250,0.0050099418,512000,0,PP02,1305,223.36385072999997,250,0.022360299,952.37,0.3608006238937378,-0.024123466,512000,474.8008041381836,2.5060048,0.27407226
251,0.005756109,514048,0,PP02,1280,223.35506716,251,0.023231894,952.92,0.30926406383514404,-0.027173638,514048,476.40035486221313,2.4903522,0.27216798
252,0.026635785,516096,0,PP02,1290,225.17980877999997,252,0.022866527,959.42,0.9059966281056404,-0.022979243,516096,477.9882619380951,2.4814723,0.27485353
253,0.006464272,518144,0,PP02,1316,227.91104263999998,253,0.020381898,965.17,0.32950860261917114,-0.022394152,518144,479.5441081523895,2.4682126,0.26118165
254,0.004273507,520192,0,PP02,1363,227.93497338999998,254,0.02305157,965.18,0.5081161260604858,-0.032362305,520192,481.0468215942383,2.4606385,0.28945312
255,0.027965346,522240,0,PP02,1351,225.90039819999998,255,0.022085281,961.21,0.8963251486420631,-0.027486319,522240,482.562198638916,2.4470382,0.27895507
256,0.07735063,524288,0,PP02,1341,219.17830683999998,256,0.021971986,947.65,0.8876399770379066,-0.028285574,524288,484.08959579467773,2.4208283,0.2661621
257,0.007257557,526336,0,PP02,1345,222.81193624999997,257,0.024245339,954.88,0.3851410746574402,-0.027141009,526336,485.6125009059906,2.4170973,0.2890625
258,0.0071955035,528384,0,PP02,1274,222.91850014,258,0.01998136,954.5,0.288804292678833,-0.022418788,528384,487.21953439712524,2.4008281,0.25219727
259,0.032231256,530432,0,PP02,1271,221.1422204,259,0.020054663,952.16,0.8852287977933884,-0.021543141,530432,488.8307738304138,2.3767567,0.25556642
260,0.054949056,532480,0,PP02,1273,217.64428204,260,0.023509508,946.17,0.8740437477827072,-0.02370043,532480,490.4386863708496,2.3590658,0.2788086
261,0.006975802,534528,0,PP02,1276,217.82139639000005,261,0.025042275,944.67,0.10515868663787842,-0.028379198,534528,492.04388642311096,2.3301587,0.30288085
262,0.02979987,536576,0,PP02,1298,216.50722058000002,262,0.022596626,940.07,0.8966983258724213,-0.026819874,536576,493.6214883327484,2.3045754,0.285791
263,0.0055889213,538624,0,PP02,1319,217.66951575,263,0.024261465,939.76,0.32701921463012695,-0.030772794,538624,495.1737792491913,2.2907176,0.29086915
264,0.03777332,540672,0,PP02,1308,212.40360144999994,264,0.024210539,929.34,0.9323602691292763,-0.026628304,540672,496.73944330215454,2.285229,0.28144532
265,0.030305829,542720,0,PP02,1315,210.24685468999996,265,0.023703331,925.76,0.8910390213131905,-0.023410454,542720,498.2964186668396,2.284204,0.29047853
266,0.006983243,544768,0,PP02,1319,210.40606261000002,266,0.023024086,924.07,0.2342970371246338,-0.026347643,544768,499.85010290145874,2.2638187,0.28886718
267,0.007626383,546816,0,PP02,1324,213.54500076999997,267,0.022569407,931.95,0.4344866871833801,-0.027308395,546816,501.3962914943695,2.2222948,0.28686523
268,0.035050362,548864,0,PP02,1313,213.40289844999998,268,0.023456905,932.47,0.8565749973058701,-0.025438389,548864,502.95560121536255,2.1934707,0.27480468
269,0.019799475,550912,0,PP02,1304,213.61489013000002,269,0.02194777,933.45,0.9119481518864632,-0.022096198,550912,504.52540731430054,2.1752706,0.2663086
270,0.08274837,552960,0,PP02,1308,207.24010825000002,270,0.02879507,921.81,0.889816977083683,-0.029973457,552960,506.09075713157654,2.1727755,0.31660157
271,0.008441227,555008,0,PP02,1303,207.29732076000005,271,0.023096751,921.52,0.2138041853904724,-0.026594495,555008,507.6624221801758,2.1578252,0.28642577
272,0.024870664,557056,0,PP02,1310,205.09407368,272,0.0248892,917.2,0.9254389926791191,-0.026490336,557056,509.2252995967865,2.1487374,0.3022949
273,0.017229108,559104,0,PP02,1318,201.98173234,273,0.025840014,910.65,0.9324516579508781,-0.03039002,559104,510.7786889076233,2.115684,0.29067382
274,0.00745894,561152,0,PP02,1306,201.93874329,274,0.023275554,911.1,0.21652430295944214,-0.027847499,561152,512.3468766212463,2.09505,0.28603515
275,0.005514674,563200,0,PP02,1324,203.57676915,275,0.021208478,912.56,0.538964033126831,-0.028700095,563200,513.8939270973206,2.0841084,0.2706543
276,0.0062419497,565248,0,PP02,1323,203.61899945999997,276,0.027659003,912.0,0.37883561849594116,-0.027650554,565248,515.4422369003296,2.0816839,0.32763672
277,0.070784666,567296,0,PP02,1315,201.5498103,277,0.022581529,907.18,0.22330856323242188,-0.023838665,567296,516.9998738765717,2.0760038,0.2635742
278,0.045744188,569344,0,PP02,1309,201.77578854,278,0.021875095,906.57,0.8126820176839828,-0.02609643,569344,518.5636532306671,2.0552325,0.26704103
279,0.079214394,571392,0,PP02,1313,201.14681236,279,0.030127382,905.67,0.19404828548431396,-0.02318328,571392,520.1233444213867,2.0509758,0.24658203
280,0.007489469,573440,0,PP02,1316,202.37189804,280,0.025695425,905.18,0.1749590039253235,-0.028395534,573440,521.6793055534363,2.0194583,0.3149414
281,0.006677569,575488,0,PP02,1316,202.52949287000004,281,0.023344459,902.45,0.2705978751182556,-0.026827186,575488,523.2350540161133,2.0163584,0.29458007
282,0.0065867975,577536,0,PP02,1312,204.09601925999996,282,0.022681791,904.1,0.21158170700073242,-0.026454723,577536,524.7956449985504,2.0133321,0.28583986
283,0.006870974,579584,0,PP02,1323,204.12993609999998,283,0.024300028,903.89,0.31731951236724854,-0.025684675,579584,526.3437697887421,1.9636774,0.2963379
284,0.023229143,581632,0,PP02,1306,205.71490507000001,284,0.034136564,904.47,0.9036926403641701,-0.03176742,581632,527.9113593101501,1.9602358,0.29604492
285,0.024964238,583680,0,PP02,1319,210.36053313000005,285,0.030061802,912.66,0.9080232977867126,-0.020112123,583680,529.4632935523987,1.9487911,0.28769532
286,0.0043684253,585728,0,PP02,1319,206.61251572,286,0.023764934,904.34,0.9413453377783298,-0.025187071,585728,531.0159287452698,1.9304965,0.29252928
287,0.0071532964,587776,0,PP02,1315,209.63501099,287,0.028574994,911.61,0.182270348072052,-0.029181322,587776,532.5733830928802,1.9238161,0.33393556
288,0.0050097206,589824,0,PP02,1313,209.62988249000003,288,0.02260816,911.91,0.3984694480895996,-0.028222194,589824,534.1327669620514,1.9053332,0.2850586
289,0.0075154416,591872,0,PP02,1323,215.95060289999998,289,0.02501207,925.33,0.23540323972702026,-0.023289831,591872,535.6802778244019,1.8822308,0.31025392
290,0.0070030964,593920,0,PP02,1322,218.85001040000003,290,0.025942147,931.46,0.2505611181259155,-0.02602858,593920,537.2295336723328,1.8521858,0.30405274
291,0.0064335517,595968,0,PP02,1311,221.17130568000005,291,0.023351658,936.28,0.28608274459838867,-0.024093,595968,538.7912909984589,1.8318036,0.29067382
292,0.006579805,598016,0,PP02,1318,223.68755722999998,292,0.026705718,941.36,0.4142087697982788,-0.027808119,598016,540.3449847698212,1.8335081,0.3154785
293,0.0067745605,600064,0,PP02,1311,223.72552487000002,293,0.025664885,941.12,0.23208224773406982,-0.02475781,600064,541.9065086841583,1.8213848,0.31396484
294,0.0059619984,602112,0,PP02,1310,223.83094631,294,0.028297195,940.01,0.3662067651748657,-0.028467104,602112,543.4691727161407,1.8117298,0.3112793
295,0.0065174224,604160,0,PP02,1319,223.85980203000003,295,0.02663129,939.75,0.3593348264694214,-0.03176523,604160,545.0212755203247,1.8022549,0.3158203
296,0.016111579,606208,0,PP02,1311,220.43993959,296,0.026588332,932.08,0.9521905221045017,-0.026047308,606208,546.5826299190521,1.8066984,0.3112793
297,0.006502641,608256,0,PP02,1315,220.54539450000001,297,0.025595546,931.39,0.23976975679397583,-0.024221543,608256,548.1400048732758,1.8225482,0.30332032
298,0.005600053,610304,0,PP02,1321,222.25525825999998,298,0.025196915,932.19,0.39100366830825806,-0.030934807,610304,549.6905269622803,1.8216261,0.3091797
299,0.003156457,612352,0,PP02,1327,222.27239486999994,299,0.023783833,932.5,0.49659180641174316,-0.028810054,612352,551.2338123321533,1.8103129,0.28969726
300,0.00644674,614400,0,PP02,1320,222.36725860999996,300,0.024980891,931.2,0.4471673369407654,-0.023640338,614400,552.7854557037354,1.8363482,0.307959
301,0.015484421,616448,0,PP02,1293,222.37236403999995,301,0.027323201,931.09,0.3143596053123474,-0.030350894,616448,607.6714932918549,1.824002,0.3182129
302,0.07965641,618496,0,PP02,1286,226.25396299,302,0.029418629,938.51,0.24301308393478394,-0.027368763,618496,609.2639539241791,1.7965567,0.28095704
303,0.007095938,620544,0,PP02,1309,228.91404407000002,303,0.026472762,943.67,0.29723745584487915,-0.025304187,620544,610.8277893066406,1.7608477,0.30776367
304,0.007895616,622592,0,PP02,1307,228.94956193,304,0.027968835,944.32,0.1262456774711609,-0.031465266,622592,612.3942039012909,1.734204,0.32348633
305,0.008302329,624640,0,PP02,1322,227.73468953999998,305,0.031482793,939.28,0.9699499737471342,-0.026786169,624640,613.9428277015686,1.7240479,0.31254882
306,0.0069786333,626688,0,PP02,1303,229.05275281,306,0.028861452,939.79,0.3287695050239563,-0.02627505,626688,615.5147178173065,1.7137535,0.33276367
307,0.032128848,628736,0,PP02,1309,229.3375157,307,0.025626037,939.13,0.8416242003440857,-0.021520738,628736,617.0793929100037,1.7112566,0.29555663
308,0.007922881,630784,0,PP02,1306,229.45736387,308,0.028397594,937.74,0.23645943403244019,-0.03267882,630784,618.6467249393463,1.7039506,0.3197754
309,0.007427682,632832,0,PP02,1303,232.10679834,309,0.025504041,942.79,0.2377607822418213,-0.03255456,632832,620.2176432609558,1.7091208,0.3022949
310,0.019288026,634880,0,PP02,1314,232.34459805000003,310,0.033258587,942.85,0.9358492940664291,-0.029118579,634880,621.7762067317963,1.6817396,0.3148926
311,0.008244131,636928,0,PP02,1299,234.77645527999996,311,0.03213696,945.37,0.3186767101287842,-0.032252245,636928,623.3524293899536,1.6242073,0.346875
312,0.0066356324,638976,0,PP02,1305,237.06309633999993,312,0.026990319,949.1,0.29755938053131104,-0.030959627,638976,624.9218926429749,1.6008978,0.31806642
313,0.0071191425,641024,0,PP02,1319,237.10339408,313,0.028060472,949.63,0.26591014862060547,-0.025929635,641024,626.4748954772949,1.571228,0.31684572
314,0.08387135,643072,0,PP02,1297,235.43419235999997,314,0.030557498,947.57,0.1731840968132019,-0.026711602,643072,628.0540904998779,1.5438789,0.2871582
315,0.026505176,645120,0,PP02,1315,237.75434181,315,0.033719726,953.7,0.9062354788184166,-0.032343403,645120,629.6113884449005,1.5223359,0.31289062
316,0.010508648,647168,0,PP02,1308,241.35542403000002,316,0.030530239,960.49,0.2139306664466858,-0.025635675,647168,631.1765673160553,1.5160422,0.3470703
317,0.007941933,649216,0,PP02,1304,246.06879510000002,317,0.025406966,967.97,0.25331491231918335,-0.023683637,649216,632.7469611167908,1.5139425,0.30112305
318,0.017959207,651264,0,PP02,1310,244.60110477,318,0.035561543,962.77,0.937366783618927,-0.03251917,651264,634.309864282608,1.4911155,0.31870118
319,0.04483036,653312,0,PP02,1309,244.01602730000002,319,0.030876487,960.51,0.852867841720581,-0.023241881,653312,635.874222278595,1.4753631,0.32158202
320,0.00890883,655360,0,PP02,1319,247.23050549000004,320,0.02712967,966.1,0.12712812423706055,-0.029003987,655360,637.4268488883972,1.4633613,0.31123048
321,0.07124062,657408,0,PP02,1307,244.74608541000006,321,0.040822778,961.36,0.3673471212387085,-0.0257869,657408,638.9933495521545,1.4423195,0.30527344
322,0.008292482,659456,0,PP02,1321,244.87175637,322,0.026192656,960.74,0.43262916803359985,-0.025131714,659456,640.5429685115814,1.3932772,0.3140625
323,0.045167264,661504,0,PP02,1309,240.44084840000002,323,0.031845134,952.05,0.921427495777607,-0.031778503,661504,642.1077938079834,1.3697293,0.31684572
324,0.006343299,663552,0,PP02,1302,242.78825554,324,0.026843151,954.26,0.23089385032653809,-0.024211211,663552,643.6803691387177,1.3423817,0.30668944
325,0.04415148,665600,0,PP02,1308,242.08896184000005,325,0.03400997,950.84,0.8583324700593948,-0.025261903,665600,645.2459142208099,1.3041531,0.354541
326,0.025123253,667648,0,PP02,1312,243.68923228000006,326,0.030700687,953.69,0.9275748804211617,-0.028248683,667648,646.8072655200958,1.2524177,0.33115235
327,0.012705755,669696,0,PP02,1307,243.79174675000002,327,0.032758642,954.11,0.2848812937736511,-0.025922412,669696,648.3741903305054,1.2118351,0.34301758
328,0.023792418,671744,0,PP02,1295,240.72959251000003,328,0.04014788,944.93,0.9121591746807098,-0.029421747,671744,649.9558260440826,1.192417,0.33779296
329,0.032227036,673792,0,PP02,1303,237.54195855,329,0.045502044,941.85,0.884917601943016,-0.027083853,673792,651.5272166728973,1.1810176,0.35458985
330,0.0070280237,675840,0,PP02,1303,237.63967653000003,330,0.032299936,941.88,0.3185102343559265,-0.028518587,675840,653.0988776683807,1.1691906,0.35200197
331,0.13855039,677888,0,PP02,1308,233.56471086,331,0.03239996,934.19,0.7904789447784424,-0.028324816,677888,654.6645905971527,1.1505635,0.32822266
332,0.006179587,679936,0,PP02,1314,237.33963425,332,0.03264492,942.91,0.40976494550704956,-0.0317516,679936,656.2223744392395,1.1215091,0.35864258
333,0.007317389,681984,0,PP02,1302,237.49503973,333,0.030043313,941.48,0.11866134405136108,-0.025836512,681984,657.7947659492493,1.096293,0.332666
334,0.0074916123,684032,0,PP02,1312,237.59511476000006,334,0.0314033,941.71,0.3214142918586731,-0.024318194,684032,659.3550095558167,1.063181,0.34594727
335,0.0076659643,686080,0,PP02,1301,237.68740566,335,0.033661295,941.57,0.33193761110305786,-0.026182983,686080,660.9290020465851,1.0444174,0.35625
336,0.008401223,688128,0,PP02,1299,237.9515904,336,0.033638246,939.68,0.24896007776260376,-0.029237062,688128,662.5048351287842,1.0400015,0.36225587
337,0.0105121415,690176,0,PP02,1299,238.09675900000002,337,0.0324531,938.9,0.21706658601760864,-0.028908381,690176,664.0811200141907,1.0175569,0.3470215
338,0.040189765,692224,0,PP02,1304,235.82227747999997,338,0.03204634,932.89,0.7712906002998352,-0.029456232,692224,665.6509726047516,1.0087249,0.32407227
339,0.0077912966,694272,0,PP02,1303,235.96003650999995,339,0.03075915,932.12,0.352524995803833,-0.02792865,694272,667.2223491668701,0.9888941,0.3434082
340,0.067044735,696320,0,PP02,1299,234.72844087,340,0.044640757,929.61,0.36834484338760376,-0.025923928,696320,668.798712015152,0.9609628,0.32905275
