#{"t_start": 1525271944.5967844, "env_id": "RockSample"}
r,l,t
278.53524,1090,415.048968
280.757859,1026,415.977702
277.993968,1087,416.633008
278.565518,1097,417.60237
276.309002,1111,418.282613
274.99054,1142,419.288199
277.715126,1114,419.959579
281.166123,1047,420.905534
157.598008,1030,421.529778
283.485197,1039,422.471562
168.157649,1095,423.443613
279.764822,1067,424.09729
278.396475,1066,425.056804
278.640642,1066,425.716433
279.175068,1062,426.688789
278.806218,1061,427.338975
279.569268,1067,428.304895
275.410069,1111,428.995256
283.165,1021,429.930371
-30.316401,334,430.140585
-57.430918,216,430.276495
280.698255,1056,430.926751
284.042467,1025,431.872145
282.346039,1034,432.503557
-74.512472,177,432.92833
277.958889,1103,433.611181
275.762772,1137,434.62409
283.299516,1017,435.248991
279.009385,1054,436.205636
281.29735,1063,436.866657
283.233285,1028,437.807963
281.304373,1062,438.46348
284.261366,1036,439.40177
284.159132,1027,440.038592
284.14605,1051,440.993376
287.970747,993,441.611888
281.372083,1092,442.594471
118.152794,927,443.166167
285.512667,1020,444.098796
282.043472,1060,444.753278
282.958875,1056,445.712205
281.623685,1091,446.383168
277.255348,1141,447.395428
57.828185,602,447.76718
275.128125,1174,448.795375
281.01802,1065,449.449962
283.858952,1035,450.397351
-8.374177,417,450.658313
282.89517,1038,451.296529
161.789724,1073,452.257687
280.069383,1135,452.954607
271.779038,1235,454.020519
279.830168,1102,455.002871
127.885403,897,455.556416
284.533748,1037,456.498626
279.230488,1082,457.160282
276.738242,1149,458.17517
-44.396584,301,458.363659
135.902762,911,458.924967
-20.936425,356,459.141215
127.666005,879,459.981465
285.827042,1018,460.60201
282.698606,1069,461.557616
-20.201346,364,461.782976
283.527925,1062,462.745634
286.507645,995,463.357733
287.575527,1007,464.277948
-22.674821,375,464.508689
-36.686297,337,464.721863
280.212415,1086,465.395193
-3.490116,443,465.994876
52.041599,618,466.379061
285.067733,1035,467.021233
35.870312,567,467.689765
284.537691,1025,468.320898
282.493052,1039,469.283612
284.32914,1068,469.937316
281.768071,1081,470.9193
281.110844,1089,471.594169
282.812464,1069,472.570417
282.309196,1091,473.247969
282.231346,1086,474.237823
284.470349,1052,474.882729
282.671903,1044,475.845381
276.706384,1129,476.554793
283.066399,1078,477.5315
122.642711,865,478.070495
280.978206,1123,479.089898
284.856428,1055,479.719854
281.317304,1088,480.676909
280.542174,1130,481.638891
285.552898,1047,482.241347
67.685798,670,482.643029
