EpLenMean,entloss,TimeElapsed,gsurrgain,entropy,gmeankl,GEpLenMean,gentropy,goptimgain,trial,ev_tdlam_before,EpRewMean,gev_tdlam_before,Iteration,surrgain,meankl,GEpRewMean,optimgain,gentloss
205.2,0.0,89.82734799385071,0.0088581,1.4278783,0.04525468,195.8,1.3907555,0.0088581,0,4.708766937255859e-06,-1127.0509382053442,4.5299530029296875e-06,75,0.04742171,0.038236316,-1127.0509382053442,0.04742171,0.0
205.2,0.0,91.05285787582397,0.033228107,1.4277974,0.034015857,195.8,1.3907255,0.033228107,0,4.351139068603516e-06,-1128.2148185436702,5.0067901611328125e-06,76,0.034844287,0.03045836,-1128.2148185436702,0.034844287,0.0
205.2,0.0,92.3437728881836,0.014933393,1.4277933,0.0480038,195.8,1.3905245,0.014933393,0,3.635883331298828e-06,-1127.5304122943708,5.0067901611328125e-06,77,0.020000031,0.02874368,-1127.5304122943708,0.020000031,0.0
205.2,0.0,93.60308885574341,0.017470673,1.4278789,0.027084827,195.8,1.3906659,0.017470673,0,3.993511199951172e-06,-1124.877210541378,3.7550926208496094e-06,78,0.011728944,0.034554783,-1124.877210541378,0.011728944,0.0
205.2,0.0,94.86696910858154,0.02729586,1.4277323,0.021037865,195.8,1.3907443,0.02729586,0,3.159046173095703e-06,-1095.134779854261,3.0994415283203125e-06,79,-0.014246778,0.044308234,-1095.134779854261,-0.014246778,0.0
200.8,0.0,96.11953592300415,0.026511885,1.4278955,0.016274964,195.8,1.3907444,0.026511885,0,4.0531158447265625e-06,-1086.4355252859227,2.384185791015625e-06,80,0.024081055,0.03655103,-1086.4355252859227,0.024081055,0.0
200.8,0.0,97.38196301460266,0.021109886,1.4278768,0.033309855,200.8,1.3907782,0.021109886,0,4.291534423828125e-06,-1099.716140718449,3.4570693969726562e-06,81,0.037470497,0.038245477,-1099.716140718449,0.037470497,0.0
200.8,0.0,98.63550281524658,0.012409225,1.4278862,0.018848244,200.8,1.3906467,0.012409225,0,3.814697265625e-06,-1125.3884786882668,2.2649765014648438e-06,82,0.034396667,0.03048526,-1125.3884786882668,0.034396667,0.0
195.8,0.0,99.87850403785706,0.020067293,1.4278876,0.020941157,200.8,1.3907449,0.020067293,0,3.516674041748047e-06,-1088.3020860694753,2.86102294921875e-06,83,0.021129062,0.03585499,-1088.3020860694753,0.021129062,0.0
195.8,0.0,101.15172600746155,nan,1.4282751,nan,200.2,nan,nan,0,3.5762786865234375e-06,-1093.0428564370927,3.7550926208496094e-06,84,0.022637732,0.029578283,-1093.0428564370927,0.022637732,nan
195.8,0.0,102.45917105674744,nan,1.4278253,nan,205.2,nan,nan,0,3.4570693969726562e-06,-1089.5222217711464,3.4570693969726562e-06,85,0.025724677,0.022773705,-1089.5222217711464,0.025724677,nan
195.8,0.0,103.73696494102478,0.028642572,1.4277961,0.038968675,205.2,1.3906146,0.028642572,0,2.9206275939941406e-06,-1060.747973884609,4.231929779052734e-06,86,0.0031933237,0.04179614,-1060.747973884609,0.0031933237,0.0
195.8,0.0,105.0106508731842,0.015616223,1.4278173,0.01732403,205.2,1.3907061,0.015616223,0,2.1457672119140625e-06,-1084.6366127535066,2.3245811462402344e-06,87,0.025022049,0.03807719,-1084.6366127535066,0.025022049,0.0
195.8,0.0,106.47757601737976,0.041400585,1.4277627,0.03816101,205.2,1.3907778,0.041400585,0,2.9802322387695312e-06,-1102.3263234634965,4.470348358154297e-06,88,0.012801902,0.030796329,-1102.3263234634965,0.012801902,0.0
195.8,nan,107.90859913825989,0.024756357,nan,0.030768849,205.2,1.3907164,0.024756357,0,3.4570693969726562e-06,-1100.5751401355533,3.039836883544922e-06,89,nan,nan,-1100.5751401355533,nan,0.0
195.8,0.0,109.27512812614441,0.014625249,1.4279181,0.014072021,205.2,1.3815106,0.014625249,0,2.205371856689453e-06,-1102.1520618289119,8.344650268554688e-07,90,0.020210497,0.031663347,-1102.1520618289119,0.020210497,0.0
195.8,0.0,110.75592994689941,0.015278513,1.427907,0.020614821,205.2,1.3815696,0.015278513,0,3.2186508178710938e-06,-1102.0137864826786,1.6093254089355469e-06,91,0.033551164,0.034401055,-1102.0137864826786,0.033551164,0.0
195.8,0.0,112.1788821220398,0.011298295,1.4277337,0.034246076,205.2,1.3816311,0.011298295,0,2.3245811462402344e-06,-1081.1703398697687,2.6226043701171875e-06,92,0.016211763,0.03901702,-1081.1703398697687,0.016211763,0.0
200.8,0.0,113.4708559513092,-0.0032345047,1.4277548,0.055155784,200.8,1.3814806,-0.0032345047,0,2.8014183044433594e-06,-1077.1115823679513,2.7418136596679688e-06,93,0.03486333,0.036250643,-1077.1115823679513,0.03486333,0.0
200.8,0.0,114.68178582191467,0.05649248,1.4279153,0.03943308,200.8,1.381592,0.05649248,0,3.0994415283203125e-06,-1075.1122191604377,3.2186508178710938e-06,94,0.036130846,0.036239613,-1075.1122191604377,0.036130846,0.0
200.8,nan,115.92903709411621,0.04224696,nan,0.045844093,200.8,1.3815606,0.04224696,0,3.2782554626464844e-06,-1067.2755310623136,3.6954879760742188e-06,95,nan,nan,-1067.2755310623136,nan,0.0
200.2,0.0,117.44462585449219,0.027633287,1.4278868,0.014541212,195.8,1.3972801,0.027633287,0,2.6226043701171875e-06,-1077.230162593548,1.6689300537109375e-06,96,0.0137206875,0.025350366,-1077.230162593548,0.0137206875,0.0
205.2,0.0,118.8358998298645,0.019815955,1.4279168,0.04838051,195.8,1.3972495,0.019815955,0,2.2649765014648438e-06,-1127.771804188334,2.205371856689453e-06,97,0.01741893,0.022467228,-1127.771804188334,0.01741893,0.0
205.2,0.0,120.09001898765564,0.045760468,1.4277426,0.04161853,195.8,1.3974106,0.045760468,0,2.3245811462402344e-06,-1089.471019565215,3.3974647521972656e-06,98,-0.0013609286,0.046212297,-1089.471019565215,-0.0013609286,0.0
205.2,0.0,121.3729019165039,0.034413848,1.4277867,0.03543917,195.8,1.3972751,0.034413848,0,2.9206275939941406e-06,-1108.9448216620992,2.682209014892578e-06,99,0.016284127,0.026231334,-1108.9448216620992,0.016284127,0.0
205.2,0.0,122.6195740699768,0.010591528,1.427682,0.05750944,195.8,1.3974326,0.010591528,0,1.1324882507324219e-06,-1108.925565142724,3.039836883544922e-06,100,-0.020561632,0.046691805,-1108.925565142724,-0.020561632,0.0
205.2,0.0,124.02576398849487,0.027044095,1.4279093,0.041186247,195.8,1.3973671,0.027044095,0,2.86102294921875e-06,-1128.3361769104583,2.0265579223632812e-06,101,0.020303484,0.030667942,-1128.3361769104583,0.020303484,0.0
205.2,0.0,125.28353309631348,0.009299414,1.4277873,0.050375536,195.8,1.3973695,0.009299414,0,2.682209014892578e-06,-1140.9088498877475,2.086162567138672e-06,102,0.019316897,0.033841003,-1140.9088498877475,0.019316897,0.0
205.2,0.0,126.56584811210632,0.007454737,1.427958,0.051366042,195.8,1.3973086,0.007454737,0,3.2186508178710938e-06,-1153.8692396864099,2.4437904357910156e-06,103,0.017734732,0.028779633,-1153.8692396864099,0.017734732,0.0
205.2,0.0,127.93048810958862,0.025732324,1.4278464,0.021485228,195.8,1.3973416,0.025732324,0,2.4437904357910156e-06,-1158.991895076459,1.6093254089355469e-06,104,0.023758713,0.030838467,-1158.991895076459,0.023758713,0.0
200.8,0.0,129.4185757637024,0.0068821674,1.4278281,0.054808233,195.8,1.3971951,0.0068821674,0,1.3113021850585938e-06,-1089.742783062998,2.3245811462402344e-06,105,0.013606794,0.046951503,-1089.742783062998,0.013606794,0.0
200.8,0.0,130.76029586791992,0.019191092,1.4277754,0.019464903,200.8,1.3975857,0.019191092,0,2.0265579223632812e-06,-1122.969415545415,2.2649765014648438e-06,106,0.0165849,0.03978865,-1122.969415545415,0.0165849,0.0
200.8,0.0,132.12234807014465,0.026216302,1.427706,0.04054799,200.8,1.397256,0.026216302,0,2.86102294921875e-06,-1088.618814096151,3.2782554626464844e-06,107,0.012917622,0.0354707,-1088.618814096151,0.012917622,0.0
195.8,0.0,133.42289686203003,nan,1.4278955,nan,200.8,nan,nan,0,2.205371856689453e-06,-1097.8176777777658,2.9206275939941406e-06,108,0.029296506,0.02778205,-1097.8176777777658,0.029296506,nan
195.8,0.0,134.7042520046234,0.023358151,1.4278262,0.047598742,200.2,1.3973382,0.023358151,0,2.1457672119140625e-06,-1064.4699567160992,1.9073486328125e-06,109,0.01064327,0.03954921,-1064.4699567160992,0.01064327,0.0
195.8,0.0,135.99860882759094,0.029170495,1.4279174,0.04161381,205.2,1.3973001,0.029170495,0,2.2649765014648438e-06,-1072.024321498188,3.7550926208496094e-06,110,0.032385476,0.023560757,-1072.024321498188,0.032385476,0.0
195.8,0.0,137.2824890613556,nan,1.428037,nan,205.2,nan,nan,0,3.2782554626464844e-06,-1076.541839030439,4.172325134277344e-06,111,0.013776163,0.03027082,-1076.541839030439,0.013776163,nan
195.8,0.0,138.54856610298157,0.03795706,1.4278591,0.034886084,205.2,1.3973796,0.03795706,0,3.5762786865234375e-06,-1069.0188486655584,3.2782554626464844e-06,112,0.016527247,0.033653058,-1069.0188486655584,0.016527247,0.0
195.8,0.0,139.81697797775269,0.0035741688,1.4277934,0.054427683,205.2,1.3972467,0.0035741688,0,3.0994415283203125e-06,-1100.4223594400032,3.2186508178710938e-06,113,0.017365977,0.023134142,-1100.4223594400032,0.017365977,0.0
195.8,0.0,141.09278106689453,0.0128015615,1.427834,0.059558783,205.2,1.3972194,0.0128015615,0,4.172325134277344e-06,-1078.9552425646002,5.066394805908203e-06,114,0.014130252,0.0331963,-1078.9552425646002,0.014130252,0.0
