gev_tdlam_before,optimgain,EpRewMean,ev_tdlam_before,GEpLenMean,Iteration,GEpRewMean,gmeankl,surrgain,entloss,gsurrgain,entropy,gentloss,EpLenMean,trial,TimeElapsed,meankl,gentropy,goptimgain
-0.0247347354888916,0.043324642,-1.425,-0.15058743953704834,4.475,31,-1.425,0.018820204,0.043324642,0.0,0.031688306,1.5954192,0.0,7.225,0,50.431142807006836,0.015009645,1.5915418,0.031688306
-0.09580063819885254,0.038797464,-1.675,-0.07284331321716309,5.925,32,-1.675,0.018510358,0.038797464,0.0,0.04100821,1.5950518,0.0,6.625,0,52.05938506126404,0.015473204,1.5920131,0.04100821
-0.1266087293624878,0.039742425,-1.6,-0.19461274147033691,8.675,33,-1.6,0.019204395,0.039742425,0.0,0.039568163,1.5950446,0.0,7.35,0,53.722816944122314,0.0155032715,1.5913347,0.039568163
-0.3494839668273926,0.039260246,-1.725,-0.1560516357421875,6.925,34,-1.725,0.018862452,0.039260246,0.0,0.04219602,1.595325,0.0,7.1,0,55.36800408363342,0.015162963,1.5915424,0.04219602
-0.2018510103225708,0.04032196,-1.65,-0.02539360523223877,5.825,35,-1.65,0.02340148,0.04032196,0.0,0.043868456,1.5953846,0.0,6.5,0,57.05539298057556,0.015114494,1.5875144,0.043868456
-0.15348398685455322,0.034132205,-1.35,-0.1532149314880371,5.2,36,-1.35,0.017615002,0.034132205,0.0,0.052331626,1.5950835,0.0,6.4,0,58.69080901145935,0.015395334,1.5925969,0.052331626
0.08555746078491211,0.0422611,-1.7,-0.08856499195098877,5.95,37,-1.7,0.018705413,0.0422611,0.0,0.05764453,1.594939,0.0,6.675,0,60.30214810371399,0.015624339,1.5916882,0.05764453
-0.11766326427459717,0.03476128,-1.675,-0.17387747764587402,7.125,38,-1.675,0.018607926,0.03476128,0.0,0.04013429,1.5951425,0.0,6.6,0,61.917068004608154,0.015411532,1.5918517,0.04013429
-0.043082356452941895,0.033715405,-1.65,-0.09471237659454346,6.45,39,-1.65,0.018441485,0.033715405,0.0,0.034535624,1.5950547,0.0,7.15,0,63.54704308509827,0.015470361,1.5919987,0.034535624
-0.3658705949783325,0.035714597,-1.325,0.04280364513397217,6.125,40,-1.325,0.018707462,0.035714597,0.0,0.042484365,1.5953135,0.0,5.275,0,65.23254704475403,0.015169293,1.5916317,0.042484365
-0.06009650230407715,0.039740182,-1.925,0.016508936882019043,6.35,41,-1.925,0.018298067,0.039740182,0.0,0.05105071,1.5949522,0.0,8.0,0,66.87627387046814,0.015592572,1.5919998,0.05105071
0.07446187734603882,0.03576959,-1.5,-0.1393747329711914,7.725,42,-1.5,0.020024713,0.03576959,0.0,0.055825524,1.5948539,0.0,9.75,0,68.49548411369324,0.015671637,1.5904918,0.055825524
-0.026881814002990723,0.03773595,-1.375,-0.25118589401245117,7.625,43,-1.375,0.01860281,0.03773595,0.0,0.042467535,1.5953292,0.0,5.175,0,70.12152481079102,0.015180834,1.5917988,0.042467535
-0.17765867710113525,0.039127354,-1.125,-0.1861351728439331,7.075,44,-1.125,0.018144406,0.039127354,0.0,0.04109284,1.5950193,0.0,5.25,0,71.75331807136536,0.015528597,1.59223,0.04109284
-0.5456322431564331,0.02848794,-1.575,-0.10900497436523438,6.4,45,-1.575,0.019254025,0.02848794,0.0,0.033307336,1.5952201,0.0,8.15,0,73.38082814216614,0.015319832,1.5911932,0.033307336
-0.31443631649017334,0.036402583,-1.675,-0.15396654605865479,6.025,46,-1.675,0.017383913,0.036402583,0.0,0.044460192,1.595155,0.0,6.125,0,75.00909781455994,0.015345233,1.5929463,0.044460192
-0.0913095474243164,0.032006197,-1.875,-0.13290107250213623,6.6,47,-1.875,0.018457778,0.032006197,0.0,0.04104418,1.5951207,0.0,8.1,0,76.6343400478363,0.015392486,1.5919459,0.04104418
0.05323213338851929,0.043863654,-1.8,-0.012816429138183594,6.85,48,-1.8,0.019294897,0.043863654,0.0,0.04242874,1.5951402,0.0,8.8,0,78.27569603919983,0.015364759,1.5911627,0.04242874
-0.19603121280670166,0.03903906,-1.225,-0.11568701267242432,5.9,49,-1.225,0.01968742,0.03903906,0.0,0.05158189,1.5949962,0.0,4.55,0,79.89109301567078,0.015558784,1.5907027,0.05158189
-0.05832409858703613,0.030606838,-1.475,0.04740321636199951,6.025,50,-1.475,0.017751954,0.030606838,0.0,0.05252997,1.5951493,0.0,8.0,0,81.52635478973389,0.015368526,1.5925581,0.05252997
-0.0582197904586792,0.03274975,-1.975,-0.06050729751586914,7.375,51,-1.975,0.019295424,0.03274975,0.0,0.05712383,1.5950425,0.0,11.1,0,83.19133996963501,0.015476168,1.591183,0.05712383
0.0686081051826477,0.03501098,-1.55,-0.2336810827255249,7.225,52,-1.55,0.018415526,0.03501098,0.0,0.038837984,1.5952137,0.0,6.675,0,84.83697986602783,0.015305447,1.5919445,0.038837984
0.008287787437438965,0.046710122,-1.975,-0.1897139549255371,7.15,53,-1.975,0.018403845,0.046710122,0.0,0.04942525,1.5951804,0.0,6.475,0,86.47687602043152,0.015371451,1.5919163,0.04942525
-0.008831501007080078,0.03341141,-1.6,-0.025582075119018555,7.075,54,-1.6,nan,0.03341141,0.0,nan,1.5951891,nan,6.775,0,88.13790893554688,0.015353037,nan,nan
-0.09899866580963135,0.042205922,-1.8,-0.026119709014892578,4.75,55,-1.8,0.019037947,0.042205922,0.0,0.040482424,1.5949612,0.0,7.375,0,89.78291082382202,0.015612448,1.591346,0.040482424
-0.006029367446899414,0.043113586,-1.8,0.05576884746551514,5.125,56,-1.8,0.017845385,0.043113586,0.0,0.048384935,1.5952232,0.0,7.3,0,91.40399885177612,0.015252149,1.5925353,0.048384935
-0.07326173782348633,0.042681575,-1.375,-0.17040550708770752,8.075,57,-1.375,0.020842025,0.042681575,0.0,0.043956883,1.5952966,0.0,5.375,0,93.04433298110962,0.015206577,1.5896243,0.043956883
0.08720529079437256,0.043950144,-1.825,-0.16731572151184082,4.975,58,-1.825,0.019219287,0.043950144,0.0,0.037763625,1.5951538,0.0,7.85,0,94.70712900161743,0.015360283,1.5912304,0.037763625
-0.24379312992095947,0.035921417,-1.575,-0.2803025245666504,6.1,59,-1.575,0.018630324,0.035921417,0.0,0.03297256,1.5955094,0.0,5.125,0,96.31967091560364,0.014967697,1.5917853,0.03297256
-0.42806506156921387,0.045972794,-1.6,-0.030088067054748535,7.25,60,-1.6,0.0189239,0.045972794,0.0,0.03366916,1.5952734,0.0,6.2,0,97.955157995224,0.015221963,1.5916889,0.03366916
-0.0991356372833252,0.047640286,-1.55,-0.037036776542663574,6.7,61,-1.55,0.01972698,0.047640286,0.0,0.037541673,1.5952234,0.0,6.85,0,99.60303997993469,0.015298929,1.5907013,0.037541673
-0.2410794496536255,0.036005355,-1.6,-0.04361307621002197,5.825,62,-1.6,0.019677106,0.036005355,0.0,0.045151994,1.5952123,0.0,6.15,0,101.25235295295715,0.015312239,1.5908055,0.045151994
0.05262535810470581,0.038233645,-1.675,-0.04641401767730713,6.775,63,-1.675,0.019276148,0.038233645,0.0,0.04443647,1.5949962,0.0,7.8,0,102.89623379707336,0.015534598,1.5911251,0.04443647
-0.30183887481689453,0.031739645,-1.675,-0.00493621826171875,5.6,64,-1.675,0.019992417,0.031739645,0.0,0.041464314,1.5953356,0.0,7.55,0,104.49872779846191,0.015163731,1.5904827,0.041464314
0.0011530518531799316,0.044871967,-1.575,0.027179360389709473,6.475,65,-1.575,nan,0.044871967,0.0,nan,1.5951114,nan,6.3,0,106.13644480705261,0.015420995,nan,nan
-0.0347214937210083,0.04061196,-1.45,-0.11107730865478516,5.975,66,-1.45,0.020304594,0.04061196,0.0,0.046814397,1.5949657,0.0,6.75,0,107.78605198860168,0.015572165,1.5903112,0.046814397
-0.0024123191833496094,0.04304222,-1.55,-0.04669642448425293,6.975,67,-1.55,0.020090038,0.04304222,0.0,0.055931784,1.5949348,0.0,5.925,0,109.43615984916687,0.015618381,1.5904639,0.055931784
-0.05318188667297363,0.037735548,-1.875,-0.2187279462814331,5.25,68,-1.875,0.019361515,0.037735548,0.0,0.041712046,1.5950211,0.0,6.775,0,111.09817790985107,0.015499205,1.5910681,0.041712046
-0.0974740982055664,0.02904098,-1.775,0.038740456104278564,7.15,69,-1.775,0.02072131,0.02904098,0.0,0.049749415,1.5950317,0.0,10.125,0,112.85020780563354,0.015459237,1.589932,0.049749415
-0.13089466094970703,0.031510025,-1.5,-0.3090517520904541,7.175,70,-1.5,0.020826444,0.031510025,0.0,0.04180405,1.5950352,0.0,6.8,0,114.65042090415955,0.01553892,1.589699,0.04180405
0.004596114158630371,0.042011254,-1.625,-0.0014570951461791992,5.825,71,-1.625,0.019338368,0.042011254,0.0,0.04576359,1.5950058,0.0,6.15,0,116.3797709941864,0.015502756,1.5911996,0.04576359
-0.09674286842346191,0.033094086,-1.8,-0.019104838371276855,5.775,72,-1.8,0.017795634,0.033094086,0.0,0.046910524,1.5954502,0.0,7.45,0,118.0816559791565,0.015013261,1.5925896,0.046910524
-0.11177968978881836,0.037842855,-1.45,-0.10399973392486572,7.25,73,-1.45,0.017661829,0.037842855,0.0,0.040952258,1.5954461,0.0,8.125,0,119.96208882331848,0.014999412,1.5925977,0.040952258
-0.05037558078765869,0.03200014,-1.625,-0.09229671955108643,7.175,74,-1.625,0.017758984,0.03200014,0.0,0.038825482,1.5952058,0.0,5.9,0,121.6018180847168,0.015329146,1.5925838,0.038825482
-0.07490694522857666,0.04061017,-1.725,-0.011877179145812988,6.55,75,-1.725,0.019855686,0.04061017,0.0,0.034646742,1.5951636,0.0,7.825,0,123.25419092178345,0.015334334,1.5907265,0.034646742
-0.04438638687133789,0.037471395,-1.525,0.10206305980682373,3.575,76,-1.525,0.017076295,0.037471395,0.0,0.03921147,1.5952822,0.0,4.1,0,125.11383175849915,0.015217169,1.593155,0.03921147
-0.007445096969604492,0.032694697,-1.5,0.061146318912506104,6.275,77,-1.5,0.016723158,0.032694697,0.0,0.032294016,1.5950891,0.0,7.125,0,126.93039512634277,0.015414994,1.5934466,0.032294016
-0.3378387689590454,0.030735072,-1.875,-0.2771950960159302,5.35,78,-1.875,0.019395597,0.030735072,0.0,0.03536544,1.5950724,0.0,7.975,0,128.6651349067688,0.015433768,1.5911167,0.03536544
-0.3186805248260498,0.031838886,-1.6,-0.029560327529907227,6.2,79,-1.6,0.018410768,0.031838886,0.0,0.042363822,1.5951539,0.0,6.475,0,130.34809374809265,0.015393583,1.5920304,0.042363822
-0.36243176460266113,0.02950399,-1.625,0.03676164150238037,5.35,80,-1.625,0.021310877,0.02950399,0.0,0.04459949,1.5953121,0.0,7.2,0,132.04070687294006,0.015172413,1.5894091,0.04459949
-0.26178157329559326,0.0327119,-1.325,-0.0375523567199707,7.775,81,-1.325,0.018306855,0.0327119,0.0,0.03822977,1.5950559,0.0,5.275,0,133.72383499145508,0.015469922,1.5920674,0.03822977
-0.008116006851196289,0.040613726,-1.525,-0.07083559036254883,7.15,82,-1.525,0.020814579,0.040613726,0.0,0.05223235,1.5953014,0.0,6.225,0,135.3866310119629,0.0151771605,1.5897446,0.05223235
0.05107080936431885,0.036408454,-1.55,-0.06511998176574707,6.15,83,-1.55,0.019349908,0.036408454,0.0,0.04194373,1.5953958,0.0,6.75,0,137.03791880607605,0.015032739,1.5911078,0.04194373
0.04698401689529419,0.041582458,-1.8,-0.051421165466308594,5.625,84,-1.8,0.02073725,0.041582458,0.0,0.055915754,1.5950887,0.0,7.375,0,138.7164421081543,0.015476229,1.5898371,0.055915754
-0.05324661731719971,0.031226141,-0.975,-0.04672122001647949,7.4,85,-0.975,0.019699646,0.031226141,0.0,0.050234742,1.5952026,0.0,5.925,0,140.39114785194397,0.015288477,1.5908444,0.050234742
-0.02274155616760254,0.04007013,-2.0,-0.14393270015716553,8.575,86,-2.0,0.020835629,0.04007013,0.0,0.049636766,1.5952678,0.0,9.35,0,142.06425786018372,0.015240149,1.5897737,0.049636766
-0.08364677429199219,0.046245065,-1.5,-0.2604106664657593,5.175,87,-1.5,0.020454958,0.046245065,0.0,0.04213261,1.594856,0.0,6.125,0,143.7483639717102,0.015712908,1.5901256,0.04213261
-0.14082324504852295,0.035417173,-1.6,0.04523962736129761,7.2,88,-1.6,0.01868101,0.035417173,0.0,0.048480712,1.5948181,0.0,6.375,0,145.40501999855042,0.015759584,1.5917712,0.048480712
-0.08452057838439941,0.037976574,-1.425,-0.11482179164886475,7.35,89,-1.425,nan,0.037976574,0.0,nan,1.5952399,nan,6.275,0,147.08494591712952,0.015258018,nan,nan
-0.07610833644866943,0.043195143,-1.525,-0.06915628910064697,6.125,90,-1.525,0.018913068,0.043195143,0.0,0.05899048,1.5952922,0.0,6.95,0,148.76287984848022,0.015215178,1.5915381,0.05899048
-0.12812161445617676,0.034350075,-1.5,-0.024241209030151367,7.75,91,-1.5,0.019403365,0.034350075,0.0,0.047930747,1.5951608,0.0,7.05,0,150.43772411346436,0.015335469,1.591064,0.047930747
-0.1637132167816162,0.040845074,-2.15,-0.1814899444580078,4.85,92,-2.15,0.01821635,0.040845074,0.0,0.053631656,1.5952194,0.0,9.1,0,152.1127290725708,0.015264804,1.5921521,0.053631656
-0.07955217361450195,0.036918566,-1.375,-0.1063535213470459,7.8,93,-1.375,0.016941179,0.036918566,0.0,0.045614913,1.5950927,0.0,7.9,0,153.77286291122437,0.015459737,1.5933127,0.045614913
-0.0965108871459961,0.043531694,-1.6,-0.17498254776000977,6.3,94,-1.6,0.02139718,0.043531694,0.0,0.050720334,1.5949919,0.0,5.15,0,155.44675087928772,0.015567277,1.5891767,0.050720334
0.03435260057449341,0.0419036,-1.3,-0.04839348793029785,5.075,95,-1.3,0.018017408,0.0419036,0.0,0.041396685,1.5950447,0.0,4.375,0,157.25734996795654,0.015477696,1.5923336,0.041396685
-0.30828678607940674,0.040807772,-1.65,-0.10339879989624023,7.875,96,-1.65,0.018734042,0.040807772,0.0,0.05004166,1.5951467,0.0,5.8,0,158.94381403923035,0.01537057,1.5916679,0.05004166
-0.07173144817352295,0.040577266,-1.625,-0.13930737972259521,7.6,97,-1.625,0.020676434,0.040577266,0.0,0.051499806,1.595216,0.0,7.875,0,160.6621789932251,0.015267242,1.589989,0.051499806
-0.32333457469940186,0.035403475,-1.45,-0.0863180160522461,5.55,98,-1.45,0.019214911,0.035403475,0.0,0.045438662,1.5949655,0.0,7.025,0,162.3134949207306,0.015572934,1.591279,0.045438662
-0.0619128942489624,0.030706912,-1.5,-0.06613731384277344,6.375,99,-1.5,0.01835706,0.030706912,0.0,0.04145886,1.5952785,0.0,7.75,0,163.98402285575867,0.015198893,1.5921165,0.04145886
-0.00625455379486084,0.034368843,-1.475,-0.12302958965301514,8.025,100,-1.475,0.019610371,0.034368843,0.0,0.0324177,1.595315,0.0,6.8,0,165.6517617702484,0.015105993,1.5910165,0.0324177
-0.19438588619232178,0.03604942,-1.475,-0.018288493156433105,6.375,101,-1.475,0.017352436,0.03604942,0.0,0.033758357,1.5951824,0.0,5.45,0,167.3359169960022,0.015323698,1.5930239,0.033758357
-0.29505300521850586,0.03924771,-1.55,0.05433320999145508,8.225,102,-1.55,0.023374232,0.03924771,0.0,0.053111244,1.5949414,0.0,6.525,0,168.99356889724731,0.0155982515,1.5875059,0.053111244
0.026042282581329346,0.042883158,-1.65,0.027850210666656494,6.2,103,-1.65,0.019063504,0.042883158,0.0,0.03459412,1.5950352,0.0,8.2,0,170.67324304580688,0.015510747,1.5914156,0.03459412
-0.15329241752624512,0.03210534,-1.675,0.0257188081741333,7.5,104,-1.675,0.0182293,0.03210534,0.0,0.042894892,1.5953481,0.0,7.475,0,172.34233379364014,0.015141724,1.5921019,0.042894892
-0.04469621181488037,0.04150472,-1.55,-0.06961381435394287,5.55,105,-1.55,0.01783868,0.04150472,0.0,0.04329484,1.5950675,0.0,6.625,0,174.0816388130188,0.015425516,1.5924474,0.04329484
-0.09757030010223389,0.032460485,-1.7,-0.04951810836791992,5.6,106,-1.7,0.021947317,0.032460485,0.0,0.03136793,1.5953907,0.0,9.3,0,175.7622048854828,0.015078416,1.5886464,0.03136793
-0.2060244083404541,0.042156816,-1.475,-0.04356813430786133,6.4,107,-1.475,0.018297035,0.042156816,0.0,0.0503958,1.5952663,0.0,6.075,0,177.73185777664185,0.015233065,1.5920609,0.0503958
-0.16916358470916748,0.0391576,-1.425,0.00837695598602295,6.85,108,-1.425,0.014641566,0.0391576,0.0,0.04072444,1.5951265,0.0,5.25,0,179.811949968338,0.015391356,1.59537,0.04072444
-0.08842217922210693,0.04043813,-1.725,-0.13397789001464844,6.8,109,-1.725,0.018685468,0.04043813,0.0,0.040250957,1.5951524,0.0,6.325,0,181.62244486808777,0.015338956,1.5916281,0.040250957
-0.25150370597839355,0.03894283,-1.225,-0.11149847507476807,5.15,110,-1.225,0.016685281,0.03894283,0.0,0.044142023,1.5950605,0.0,5.1,0,183.4186098575592,0.015490709,1.5935222,0.044142023
0.0233381986618042,0.036357455,-1.425,0.03163492679595947,6.25,111,-1.425,0.016388834,0.036357455,0.0,0.041025303,1.595172,0.0,5.525,0,185.13020300865173,0.015357924,1.5937954,0.041025303
-0.13489162921905518,0.031008724,-1.0,-0.22510981559753418,4.825,112,-1.0,0.015869237,0.031008724,0.0,0.041665517,1.5948033,0.0,6.225,0,186.84392189979553,0.015798993,1.594284,0.041665517
-0.0869133472442627,0.045393582,-1.7,-0.06279706954956055,5.625,113,-1.7,0.016643215,0.045393582,0.0,0.024129232,1.5951166,0.0,7.15,0,188.56792378425598,0.015395784,1.5936261,0.024129232
-0.6454254388809204,0.03497371,-1.55,-0.025077104568481445,7.2,114,-1.55,0.014359551,0.03497371,0.0,0.036589168,1.5951796,0.0,4.525,0,190.2596559524536,0.015351626,1.5955129,0.036589168
-0.36620819568634033,0.04207783,-1.275,-0.020193815231323242,5.425,115,-1.275,0.016978417,0.04207783,0.0,0.043182224,1.5950718,0.0,6.2,0,192.20116710662842,0.015458135,1.5930436,0.043182224
-0.16332733631134033,0.035496652,-1.65,-0.17188453674316406,5.95,116,-1.65,0.017430175,0.035496652,0.0,0.054553185,1.5946116,0.0,7.675,0,193.93054103851318,0.016017778,1.5924293,0.054553185
-0.16456079483032227,0.042541884,-1.725,-0.11973035335540771,3.65,117,-1.725,0.014762761,0.042541884,0.0,0.04272272,1.5952806,0.0,7.375,0,195.54565906524658,0.015177981,1.5950656,0.04272272
-0.21755623817443848,0.032158837,-1.7,-0.08407580852508545,6.725,118,-1.7,0.014970148,0.032158837,0.0,0.041750453,1.595149,0.0,7.375,0,197.20952892303467,0.015359523,1.594912,0.041750453
-0.11122560501098633,0.044426627,-1.8,-0.009055018424987793,6.35,119,-1.8,0.015060544,0.044426627,0.0,0.03255964,1.5952113,0.0,7.15,0,198.98263502120972,0.015310874,1.5947251,0.03255964
-0.0988473892211914,0.037924603,-1.45,-0.014551043510437012,5.875,120,-1.45,0.017697066,0.037924603,0.0,0.04888615,1.5950758,0.0,7.875,0,200.81649613380432,0.015438419,1.5923846,0.04888615
-0.1694554090499878,0.05045612,-1.375,0.02159637212753296,6.6,121,-1.375,0.017053604,0.05045612,0.0,0.04175246,1.5953383,0.0,4.725,0,202.5302450656891,0.015098434,1.5928887,0.04175246
-0.039911508560180664,0.044135615,-1.625,-0.027040600776672363,7.9,122,-1.625,0.016730567,0.044135615,0.0,0.048322205,1.5951557,0.0,7.575,0,204.28156900405884,0.015352022,1.5932353,0.048322205
0.041168212890625,0.03524597,-1.825,0.0407748818397522,4.4,123,-1.825,0.016085543,0.03524597,0.0,0.04419612,1.5951803,0.0,7.6,0,206.01931381225586,0.015334861,1.593862,0.04419612
-0.34738433361053467,0.038672905,-1.425,-0.010900020599365234,4.325,124,-1.425,0.015569546,0.038672905,0.0,0.055005044,1.5947384,0.0,5.65,0,207.74601793289185,0.015855744,1.5942626,0.055005044
-0.3085285425186157,0.043239467,-1.625,0.0931859016418457,5.75,125,-1.625,0.01587107,0.043239467,0.0,0.03475213,1.5948408,0.0,7.35,0,209.48269295692444,0.01574393,1.5940058,0.03475213
-0.08735156059265137,0.040915992,-1.675,-0.08547711372375488,6.925,126,-1.675,0.0153230475,0.040915992,0.0,0.04099313,1.5952544,0.0,6.425,0,211.3134889602661,0.015234342,1.5944848,0.04099313
-0.05511879920959473,0.03358805,-1.425,-0.01188814640045166,6.425,127,-1.425,0.015764385,0.03358805,0.0,0.03956545,1.5950259,0.0,4.5,0,213.07985186576843,0.015483526,1.5942051,0.03956545
0.06332379579544067,0.03996655,-1.275,-0.1898057460784912,4.925,128,-1.275,0.015879758,0.03996655,0.0,0.04952863,1.5950962,0.0,7.7,0,214.82999897003174,0.015430458,1.5939744,0.04952863
-0.10708761215209961,0.03258249,-1.5,-0.04543960094451904,4.425,129,-1.5,0.01625118,0.03258249,0.0,0.047330406,1.594861,0.0,6.25,0,216.5457398891449,0.015721008,1.5937479,0.047330406
-0.11945450305938721,0.033624455,-1.325,0.052032649517059326,8.85,130,-1.325,0.01497389,0.033624455,0.0,0.03779432,1.5952389,0.0,6.575,0,218.23730993270874,0.015272365,1.5947871,0.03779432
