#{"t_start": 1523008762.28001, "env_id": "RockSample"}
r,l,t
-1,1,3.722749
-1,2,3.723739
-2,6,3.726518
-3,26,3.73848
-1,1,3.739046
-4,17,3.746813
-1,2,3.747833
-1,1,3.748385
-2,9,3.753439
-1,7,3.756624
-2,16,3.763856
-1,2,3.764876
-5,15,3.772339
-1,1,3.772903
-6,10,3.777604
-3,26,3.792744
-9,51,3.816633
-1,2,3.817953
1,6,3.822722
-2,2,3.824554
-1,1,3.825303
-2,2,3.826578
-2,3,3.829057
-1,9,3.962384
-3,8,3.966583
-1,2,3.96801
-1,2,3.969622
-5,42,3.989264
-1,1,3.989827
-1,1,3.990586
1,25,4.002328
-1,1,4.003144
-1,2,4.005076
-6,26,4.021982
2,9,4.026237
-4,6,4.02911
-4,14,4.039315
-1,2,4.040695
-1,3,4.042145
-1,1,4.042986
-2,19,4.060754
-1,1,4.061459
-2,5,4.066501
-2,7,4.070342
-1,2,4.071368
-3,9,4.077457
-1,7,4.080897
-1,17,4.091205
-3,5,4.095382
-1,2,4.096491
-2,12,4.10318
-3,6,4.10748
-1,2,4.108671
-1,1,4.109231
-2,6,4.112562
-1,2,4.113565
0,6,4.117939
-1,1,4.118795
-2,2,4.120122
-2,8,4.124735
-7,35,4.148015
-1,1,4.14861
-2,12,4.154806
-3,5,4.1572
-2,8,4.160869
-1,1,4.161398
-3,6,4.164192
-3,20,4.173832
-1,1,4.174375
0,10,4.178859
-1,1,4.179408
-1,4,4.181291
-2,2,4.182322
-1,1,4.182882
-1,1,4.183483
-2,4,4.185712
-1,5,4.188159
-2,4,4.190088
-2,8,4.193672
-1,1,4.194191
-1,4,4.196026
-1,13,4.202042
-2,20,4.211048
-1,2,4.212045
-2,9,4.216264
-1,8,4.219975
-1,1,4.220506
0,7,4.223743
-1,1,4.22427
-2,15,4.233004
-3,13,4.239456
-1,1,4.239985
-2,16,4.24723
-1,1,4.247767
-2,2,4.248765
-1,1,4.249283
-1,2,4.250262
-1,1,4.250836
-1,1,4.251462
-1,2,4.252635
-3,29,4.265896
-3,7,4.269323
-1,1,4.269979
-2,13,4.275999
-1,2,4.277005
-1,1,4.277541
-1,1,4.278062
-2,5,4.280398
-2,9,4.284639
-1,1,4.285229
-1,2,4.286345
-1,3,4.287793
-6,11,4.293429
-2,2,4.294601
-3,7,4.298368
-1,2,4.299443
-3,37,4.316534
-1,2,4.317557
-1,5,4.319828
-3,19,4.329096
-6,46,4.349777
-1,1,4.350358
-1,2,4.351616
-1,11,4.357114
-1,11,4.362067
-1,6,4.364815
-1,1,4.365794
-1,18,4.374642
-1,1,4.375204
-7,27,4.388334
-1,2,4.389339
-2,6,4.392555
-1,2,4.393704
0,15,4.401553
-1,8,4.405322
-4,35,4.421384
-1,4,4.423289
-2,4,4.425161
-1,1,4.425683
-1,1,4.426196
-3,12,4.431843
-3,8,4.435791
-1,8,4.439885
-1,1,4.440447
-2,17,4.448032
-2,7,4.451473
-1,2,4.452752
-2,2,4.454065
-2,12,4.459647
1,6,4.462448
-8,39,4.480354
-2,9,4.484489
-1,1,4.485067
-1,3,4.486469
-3,16,4.624382
-1,1,4.624933
-1,1,4.625457
-1,1,4.625981
-2,7,4.629304
-1,1,4.629888
-1,1,4.630424
-4,24,4.644015
-2,6,4.657386
0,23,4.667962
-2,8,4.672283
-3,7,4.675847
-1,5,4.678158
-3,13,4.684929
1,16,4.692992
-4,18,4.703355
-3,17,4.717305
-1,6,4.721373
-1,3,4.723044
-1,2,4.724293
-1,5,4.728464
-1,17,4.739026
-1,2,4.740041
-1,1,4.740623
-1,1,4.741205
-2,3,4.742765
-2,8,4.749402
-1,1,4.750307
-1,1,4.751051
-1,1,4.75168
-2,2,4.752969
-4,19,4.764304
-2,5,4.768354
-1,1,4.769001
-1,5,4.771764
-1,5,4.774523
-1,25,4.788437
-1,1,4.789052
-1,1,4.789614
-1,1,4.790917
-9,27,4.807223
-2,31,4.822073
-1,14,4.828467
-1,4,4.830518
-1,1,4.83105
-1,1,4.831568
-3,27,4.844677
0,5,4.847209
-2,2,4.848234
-1,4,4.850059
-1,3,4.851513
-1,2,4.852476
-4,27,4.865627
-1,3,4.867195
-1,2,4.868612
-2,5,4.872015
-1,2,4.873057
-4,37,4.889888
-2,6,4.892668
-1,3,4.894304
-2,15,4.901165
-1,1,4.901955
-2,7,4.905388
-1,2,4.906416
-2,3,4.907861
2,7,4.911783
-1,4,4.913999
-2,9,4.918804
-2,6,4.92163
-1,23,4.934348
-1,1,4.934937
-1,1,4.935509
-1,1,4.936043
-1,19,4.946952
-1,2,4.949496
-1,2,4.951838
-1,1,4.952603
-2,8,4.964109
-1,1,4.965898
-2,14,4.98393
-1,3,4.987424
-2,7,4.991053
-1,1,4.991597
-1,13,5.002838
-1,2,5.004895
-4,13,5.012588
-4,6,5.015786
-2,7,5.019104
-3,25,5.03231
-2,6,5.03531
-3,7,5.039761
-6,16,5.051405
-1,2,5.052589
-1,2,5.053565
-1,1,5.054082
-4,19,5.063506
-1,2,5.064533
-3,8,5.068332
-1,11,5.074582
-1,1,5.07514
-3,11,5.080179
-2,39,5.098603
-1,4,5.102004
-1,1,5.1026
-1,1,5.103213
-1,1,5.103892
-2,7,5.107217
-1,1,5.10774
-1,2,5.108694
-1,2,5.109644
-1,12,5.115077
-5,22,5.12575
-3,40,5.144632
-1,4,5.14742
0,10,5.157481
-1,7,5.161906
-1,3,5.163392
-1,1,5.163934
-1,2,5.165094
-2,4,5.16729
-2,28,5.180902
-1,5,5.183797
-2,6,5.188541
-1,3,5.190057
-5,15,5.196889
-1,4,5.200535
-1,1,5.201505
-1,6,5.204844
-3,13,5.212361
-2,5,5.215292
-2,8,5.219406
-1,1,5.219959
-1,8,5.410886
-1,10,5.415436
-1,3,5.416874
-1,5,5.41918
-1,1,5.419722
-2,17,5.427486
-2,40,5.450901
-2,3,5.453143
-2,2,5.455339
-2,2,5.457184
-1,2,5.458326
-1,1,5.459109
-1,6,5.462501
-2,7,5.467394
-1,1,5.468252
-1,2,5.469315
-1,2,5.470347
-1,6,5.476079
2,18,5.486046
-1,2,5.489149
-1,6,5.492649
-1,5,5.495146
1,6,5.499567
-1,1,5.500434
-1,8,5.505762
-1,3,5.507534
-1,2,5.508719
-1,1,5.509382
-1,1,5.511148
-1,1,5.51279
-2,5,5.516448
-1,1,5.517432
-2,16,5.527943
-2,11,5.536469
-1,1,5.537207
-2,2,5.538224
-1,3,5.539673
-1,1,5.540203
-1,3,5.541702
-1,4,5.544122
-1,2,5.54578
-1,1,5.547358
-2,36,5.572407
-1,2,5.573629
-1,1,5.574759
-2,6,5.579571
-3,11,5.587097
-2,4,5.589357
-1,9,5.596292
-1,11,5.605038
0,10,5.612251
-1,8,5.617689
-1,2,5.619733
-1,1,5.620289
0,5,5.623308
-1,4,5.627014
-2,6,5.630423
-2,19,5.64582
-1,1,5.646819
-1,5,5.652664
-1,11,5.664215
-1,1,5.664891
-1,20,5.675566
-1,4,5.677954
-2,4,5.680794
-2,12,5.68664
-1,3,5.688073
-2,10,5.69321
-1,1,5.693858
-1,1,5.694779
-1,3,5.696836
-1,1,5.697459
-2,2,5.698534
-1,2,5.699539
-1,1,5.700087
-2,6,5.70303
-2,17,5.711646
-1,1,5.71221
-1,1,5.71276
-2,15,5.719501
-1,2,5.72076
-1,8,5.724592
0,9,5.729006
-3,5,5.731666
-1,1,5.732308
-1,1,5.733136
-1,1,5.733711
-1,6,5.736474
-1,1,5.737076
-1,1,5.73764
-1,1,5.738166
-1,3,5.739556
-1,3,5.741137
-1,1,5.741657
-1,19,5.750156
0,4,5.752149
-2,8,5.755845
-2,21,5.765784
-1,5,5.768514
-2,10,5.773706
-8,30,5.788191
1,8,5.791852
-1,1,5.792409
-1,1,5.792928
-1,1,5.793475
-1,2,5.794438
-1,1,5.794951
-1,1,5.795468
-3,16,5.803488
-1,1,5.804117
-4,15,5.811875
-1,1,5.812424
-1,10,5.817756
-1,4,5.8199
-1,1,5.820504
-1,3,5.822044
-1,4,5.823886
-1,2,5.824836
-1,1,5.825351
-1,1,5.825863
-1,5,5.828139
-2,5,5.830487
-2,6,5.833297
-1,1,5.833829
1,11,5.838837
-1,1,5.839469
-1,1,5.840077
1,9,5.847056
-1,2,5.84835
-2,9,5.852809
0,22,5.863351
-1,8,5.867111
-3,5,5.869564
1,16,5.876813
-1,1,5.877427
-3,13,5.883583
1,18,5.891884
-1,3,5.893437
-2,3,5.894882
-1,2,5.895831
-1,1,5.896341
-1,1,5.896908
-1,2,5.897871
-1,2,5.898823
-1,3,5.900202
-3,4,5.902128
-4,16,5.909779
-2,2,5.91082
-2,5,5.913127
-1,20,5.922154
-1,3,5.923668
-2,4,5.925603
-1,9,5.929786
0,3,5.931266
-1,3,5.932692
-1,4,5.934669
-3,22,5.946008
-1,1,5.94657
-1,1,5.947095
-1,3,5.948508
-2,15,5.955702
-5,25,5.967815
-1,1,5.968388
-1,1,5.968981
-1,4,5.971166
-1,7,5.974324
-1,1,5.97485
-2,14,5.985233
-1,2,5.986832
-2,5,5.992736
-2,4,5.995831
-2,6,6.144654
-1,3,6.146066
-1,9,6.150133
-1,7,6.15354
0,8,6.160472
-1,15,6.168034
0,14,6.174426
-1,9,6.178499
-1,1,6.179028
-2,7,6.182338
-1,2,6.183428
0,7,6.186755
-2,28,6.199849
-2,5,6.202287
-1,4,6.204232
-1,12,6.2097
-2,21,6.223543
-1,2,6.224777
-1,1,6.225962
-1,1,6.227703
-1,4,6.229903
-1,1,6.230466
-1,5,6.233586
-3,15,6.243256
-1,1,6.244059
-2,18,6.256707
-2,6,6.259716
-1,4,6.262011
-2,12,6.269904
-2,3,6.271561
-5,13,6.27909
0,14,6.288671
-1,19,6.299958
1,9,6.305929
-1,1,6.306662
-1,2,6.307865
-1,1,6.308582
-1,1,6.309626
-1,2,6.310941
-1,8,6.315729
-1,10,6.321789
-1,1,6.322418
-1,1,6.323021
-1,1,6.323618
-1,1,6.324203
-1,6,6.327037
-2,7,6.330211
1,11,6.335872
-2,7,6.339346
-1,2,6.34042
-1,4,6.342596
-1,9,6.346631
-2,9,6.350959
-2,10,6.355517
-1,1,6.356076
-1,2,6.35704
-2,15,6.364765
-1,1,6.365637
-1,5,6.368311
-1,2,6.36943
-1,1,6.370014
-1,2,6.370963
0,16,6.378401
-2,16,6.385877
-1,1,6.386423
0,6,6.389204
-3,24,6.400081
-1,3,6.401482
-1,1,6.402113
-2,8,6.40616
-1,6,6.409307
-1,1,6.409908
-1,24,6.424373
-1,1,6.425012
-1,4,6.427084
-2,2,6.428109
-1,1,6.428643
-2,6,6.431393
-1,9,6.4356
-1,10,6.440373
-1,1,6.441076
-2,16,6.448488
-1,1,6.449023
-1,14,6.455429
-1,1,6.455964
-2,14,6.463576
-2,14,6.47207
-2,11,6.478117
-2,11,6.486751
-2,6,6.489531
-1,5,6.491841
-2,5,6.494149
-1,2,6.495249
-2,4,6.498633
-1,1,6.500015
-2,8,6.504125
-2,3,6.505716
-1,5,6.508167
-1,3,6.50967
-1,1,6.510298
-1,2,6.5115
-1,2,6.512562
-1,23,6.523524
0,10,6.52839
-1,27,6.540756
-1,5,6.543128
-2,9,6.547683
-1,2,6.548834
-1,7,6.552739
-2,4,6.554931
-1,1,6.55555
-1,6,6.558347
-1,10,6.56304
-2,2,6.564076
-1,3,6.565733
-1,3,6.567554
-2,6,6.570329
-1,16,6.578119
-1,1,6.57869
0,15,6.58558
0,3,6.587044
-1,1,6.587585
-2,2,6.588578
-1,1,6.589139
-1,2,6.590141
-2,4,6.592011
-1,1,6.592573
-3,17,6.600469
-1,8,6.604313
-1,2,6.605509
-2,5,6.608218
-2,3,6.609881
-1,8,6.613862
-1,11,6.618825
-1,1,6.619356
-1,1,6.619869
-1,1,6.620384
-1,1,6.621122
-1,2,6.622361
-3,36,6.639448
-1,5,6.642137
-2,8,6.646064
-1,2,6.647078
-1,1,6.647631
-1,1,6.648158
-5,17,6.676842
-1,18,6.691066
-1,15,6.701397
-3,12,6.709851
-1,2,6.711915
-1,1,6.712475
-1,4,6.715155
2,6,6.86186
-1,21,6.873138
-1,2,6.874197
-1,36,6.891381
-3,21,6.901858
-1,3,6.903318
-1,1,6.903982
-1,4,6.906162
-1,2,6.907141
-2,22,6.917539
-2,18,6.926855
-1,3,6.928828
-2,5,6.93184
-1,2,6.934685
-1,1,6.935616
1,10,6.943985
-1,2,6.945706
-2,4,6.948066
-1,3,6.949713
-1,1,6.950316
-1,1,6.950976
-1,4,6.954249
-1,3,6.955826
-2,20,6.972058
-1,3,6.974036
1,11,6.980476
-1,1,6.981727
-1,1,6.983356
-2,10,6.993075
0,8,7.002384
-1,1,7.003506
-1,2,7.004514
-1,2,7.005477
-1,3,7.007164
-1,2,7.00902
-1,1,7.011162
-2,2,7.014205
-1,5,7.018664
-1,5,7.021227
-1,1,7.021913
-1,16,7.037813
-1,2,7.040982
1,8,7.047865
-1,4,7.051117
-1,1,7.053058
-1,4,7.055455
-1,1,7.056115
0,12,7.063795
-2,2,7.065746
0,12,7.076211
-1,1,7.076797
-1,1,7.077334
-1,2,7.079158
-1,1,7.08
-1,1,7.080873
-1,5,7.085076
-1,2,7.086475
0,18,7.100048
-1,15,7.109723
-1,2,7.111255
1,9,7.118756
-2,7,7.123931
-1,1,7.124517
-1,1,7.125136
-1,1,7.125757
-1,7,7.131249
-1,2,7.132343
-2,3,7.134464
-1,1,7.135164
-1,6,7.139929
-1,1,7.140629
-2,8,7.147356
-1,6,7.150947
-1,1,7.151659
-1,1,7.152711
-2,10,7.160865
-1,14,7.176662
-1,3,7.182117
-2,5,7.186903
-1,1,7.187931
-2,13,7.196925
0,28,7.219648
-1,1,7.220239
-1,7,7.225715
-1,5,7.228181
-5,39,7.255084
1,35,7.273611
-1,3,7.275233
-1,1,7.275938
-1,3,7.277991
0,11,7.283199
-1,5,7.286018
-2,2,7.28704
-1,1,7.287559
-1,8,7.291464
-3,3,7.29355
-3,11,7.298988
0,7,7.302709
-3,8,7.306417
-1,6,7.310966
1,11,7.317185
-1,1,7.317755
-1,13,7.324031
1,9,7.328273
-1,3,7.329721
-2,20,7.339371
-1,2,7.340863
1,21,7.352366
-1,16,7.359958
-1,1,7.360503
-1,1,7.361019
-1,4,7.363155
-1,6,7.366714
-1,1,7.367266
-2,7,7.371251
-1,5,7.37381
1,19,7.383458
-2,10,7.389182
-1,1,7.389819
-1,4,7.39194
-1,2,7.393047
-1,1,7.393644
-2,4,7.396611
-1,7,7.4001
-1,1,7.400641
-1,1,7.401195
-1,2,7.402268
-2,17,7.412147
-1,2,7.413155
0,9,7.417262
-1,14,7.424031
-1,1,7.424601
-3,10,7.429903
-1,1,7.430525
-1,1,7.431066
-1,5,7.433404
-1,1,7.434214
-1,3,7.436306
-1,2,7.437471
-1,6,7.440728
-1,1,7.441574
-1,1,7.442694
-3,12,7.448685
-1,4,7.450915
-2,8,7.454719
-1,3,7.45613
-1,3,7.45765
-1,3,7.459542
-1,3,7.460963
-1,1,7.461485
-1,1,7.461996
-2,6,7.464759
-1,1,7.465277
-1,1,7.465813
-1,2,7.46724
-1,1,7.467814
-1,3,7.469365
-1,1,7.470052
-1,1,7.470639
-1,2,7.471604
-1,5,7.474249
-1,1,7.47502
-1,1,7.475585
-1,1,7.476102
-1,9,7.48028
-1,15,7.489324
-1,1,7.490134
-1,1,7.490984
0,15,7.499284
-2,9,7.503672
-1,4,7.505992
-1,1,7.506847
-1,1,7.507494
-1,1,7.508104
-1,6,7.51123
-1,2,7.512269
-2,9,7.655448
-1,5,7.658448
-1,10,7.663066
-1,1,7.663675
-1,2,7.664797
0,8,7.675781
-1,9,7.683457
0,10,7.688215
-1,1,7.688787
-1,11,7.693741
-1,1,7.694285
-1,3,7.696002
-2,8,7.700357
0,9,7.704939
-1,1,7.705475
-3,10,7.710148
-1,5,7.712418
-1,3,7.713824
-1,1,7.714344
0,8,7.717953
-1,2,7.718973
1,8,7.723515
-1,1,7.724061
-3,8,7.730026
1,6,7.733413
-2,7,7.739318
2,16,7.748694
-1,1,7.749287
-1,4,7.75142
-1,2,7.752431
-1,12,7.760044
-1,2,7.761106
-1,1,7.761638
1,14,7.770018
-1,6,7.774153
0,6,7.778383
-1,1,7.779038
-1,1,7.779561
-1,22,7.792153
-1,2,7.794002
-1,1,7.794611
1,16,7.803981
-2,16,7.811979
-1,1,7.812572
0,10,7.818991
-1,1,7.81989
-1,1,7.820456
-2,16,7.829237
-1,1,7.829795
-1,2,7.830958
-1,1,7.831582
-2,2,7.83265
-3,6,7.835462
1,8,7.839128
-1,1,7.839652
-2,6,7.842507
1,5,7.845194
-1,1,7.845783
-1,12,7.851095
-1,3,7.852514
-1,4,7.854447
-1,3,7.855841
-1,1,7.856358
-1,1,7.856882
-2,15,7.863588
-1,26,7.875823
-2,4,7.877741
-2,15,7.884916
-1,1,7.885463
-2,19,7.894099
1,8,7.897995
-1,1,7.898775
-1,1,7.899336
-6,34,7.914666
-1,1,7.915211
-1,1,7.915734
-1,1,7.916247
1,5,7.9185
-1,6,7.921299
-3,9,7.925412
-2,10,7.930118
-2,11,7.935128
-1,1,7.935656
-1,3,7.93707
1,9,7.94111
-1,1,7.941631
-1,1,7.942145
1,13,7.948603
1,9,7.955418
-1,1,7.956067
-1,3,7.95769
1,7,7.961296
-2,10,7.967511
-1,1,7.968083
-1,1,7.968609
-1,10,7.975675
-1,2,7.976882
-1,1,7.977415
-1,8,7.982192
-2,3,7.984725
0,17,7.998117
0,14,8.007053
-1,1,8.007649
1,7,8.010823
-1,1,8.01139
-1,1,8.011987
-1,3,8.014241
1,10,8.020957
-1,28,8.03772
1,8,8.041861
-3,25,8.056073
-1,3,8.057964
-1,9,8.063504
-2,23,8.076526
-1,1,8.077118
-1,8,8.08351
-2,5,8.085931
-1,1,8.086464
-2,11,8.093244
-1,1,8.093811
-1,1,8.094333
-1,1,8.094846
-1,2,8.095796
-1,1,8.096366
-1,1,8.096972
-1,2,8.098487
-1,4,8.102257
-1,7,8.105611
1,14,8.113878
-6,18,8.124056
-1,1,8.124688
-1,1,8.125238
-1,1,8.12576
-1,1,8.126278
-1,1,8.126794
0,18,8.137538
-1,5,8.139915
-1,1,8.140576
-1,1,8.141378
1,13,8.149307
-1,1,8.149914
-1,1,8.150441
-2,9,8.156446
-1,2,8.15747
-2,4,8.159353
-1,7,8.162521
-1,1,8.163131
-1,1,8.164095
-1,1,8.165551
-1,1,8.166524
-1,1,8.167094
-1,2,8.16818
-1,4,8.170303
-3,7,8.179116
-2,4,8.181497
-2,2,8.182927
-1,1,8.183611
-1,8,8.189554
-1,1,8.190117
0,13,8.19666
-1,1,8.198947
-1,2,8.200173
-1,2,8.201637
-1,5,8.203991
-1,2,8.204965
-2,3,8.206449
1,18,8.216545
-1,5,8.220763
1,11,8.225785
-2,2,8.226845
0,8,8.23307
-1,1,8.233721
-1,1,8.234289
-1,3,8.235746
-1,1,8.236271
-1,17,8.381629
-1,2,8.382642
0,9,8.386748
-1,1,8.387288
-1,1,8.387812
1,9,8.395576
-1,11,8.402877
0,19,8.412429
2,11,8.418786
-1,13,8.426933
-1,1,8.431646
-2,7,8.436388
-2,6,8.439446
-1,1,8.440369
-1,12,8.445791
0,18,8.456709
-1,1,8.457385
-1,2,8.459084
-2,2,8.461413
-1,4,8.46332
-1,4,8.465996
0,9,8.472119
-1,9,8.478507
-1,11,8.48924
-1,1,8.491211
-1,1,8.492413
-1,18,8.50539
1,7,8.508943
-1,4,8.510773
-1,1,8.511321
-2,9,8.518708
-1,1,8.519335
-1,1,8.519875
-2,7,8.525615
-2,10,8.531284
-1,5,8.536785
-1,1,8.537746
1,11,8.543783
-1,1,8.545463
-1,1,8.546073
-1,2,8.547177
-1,1,8.54795
-1,1,8.549124
-2,7,8.553302
-1,1,8.55443
-1,6,8.559609
-1,1,8.560287
-1,6,8.563125
-1,8,8.568293
-1,10,8.573105
-1,1,8.573758
-1,1,8.574419
-1,2,8.575733
-1,1,8.576294
-1,3,8.577803
-2,5,8.58011
-1,1,8.580639
-1,1,8.581221
-1,1,8.581835
-1,1,8.582871
-1,9,8.587595
-3,17,8.595296
-1,10,8.600638
-1,3,8.602447
1,9,8.606556
2,10,8.611052
-1,1,8.611583
1,19,8.620883
1,9,8.624981
-1,18,8.635263
-2,2,8.636532
-1,7,8.640228
-1,1,8.640869
-1,1,8.641681
-1,1,8.642347
-1,3,8.643826
-1,2,8.644787
-1,11,8.650583
-1,2,8.65171
-1,1,8.652251
-1,12,8.657946
-1,1,8.65852
-1,4,8.660362
-1,6,8.663072
-4,38,8.691233
-1,6,8.694147
-1,4,8.695978
-1,1,8.69674
0,8,8.701985
-1,1,8.702599
-2,12,8.70862
-1,1,8.709169
-3,36,8.727555
-1,1,8.728289
-1,1,8.729232
-1,8,8.733011
-1,1,8.733616
-1,5,8.736452
-1,1,8.73712
-1,5,8.739559
-1,10,8.744045
-1,1,8.744848
-1,1,8.745409
0,29,8.761895
-1,11,8.766853
1,9,8.772337
-1,8,8.777101
-1,1,8.777793
-1,1,8.778378
-1,1,8.778914
-1,1,8.779434
-1,1,8.780052
1,20,8.790433
-1,18,8.800203
1,16,8.808667
-1,1,8.809225
-1,1,8.809748
-1,1,8.810265
-1,15,8.81739
-1,1,8.817966
-1,12,8.823885
-1,1,8.824437
0,14,8.83072
-1,1,8.83126
-1,1,8.831788
-1,1,8.832306
0,12,8.838007
-1,2,8.838985
-1,11,8.843853
-1,1,8.844397
-3,9,8.848536
-1,1,8.849059
-1,1,8.849576
-1,7,8.853094
-1,3,8.854875
-1,1,8.855419
0,18,8.863688
-1,6,8.866406
-1,1,8.867023
-1,7,8.87039
-1,5,8.872671
-2,6,8.875653
1,10,8.880639
-1,3,8.882218
1,9,8.887079
-1,2,8.888092
-1,3,8.889664
-1,2,8.890641
-2,31,8.906033
-4,23,8.916846
-1,1,8.917555
-1,1,8.918126
0,7,8.921897
2,16,8.930353
-1,7,8.933662
1,7,8.936948
-1,6,8.939721
-1,4,8.941568
-1,6,8.944314
-1,1,8.945092
-1,1,8.945672
0,10,8.950544
-1,1,8.951165
-1,2,8.95235
-1,1,8.953169
-1,8,8.957164
-1,2,9.134641
-1,2,9.135965
-1,6,9.138791
-1,3,9.140477
-1,1,9.141199
1,8,9.144893
-1,4,9.147205
-1,2,9.148665
-1,1,9.149222
1,8,9.153258
-2,17,9.161185
-1,31,9.181947
-1,6,9.189134
-1,1,9.191234
-2,12,9.199176
-1,1,9.202239
-1,3,9.206754
-1,5,9.211566
-1,1,9.213791
1,16,9.225548
-1,5,9.229862
-1,8,9.237453
1,12,9.250887
-2,5,9.260049
-1,1,9.261532
1,8,9.269921
1,18,9.280326
1,8,9.284345
-1,1,9.284923
-1,8,9.289048
1,6,9.291799
-1,1,9.292359
