fps,EpLenMean,clipfrac,loss_ent,time_elapsed,trial,Iteration,approxkl,explained_variance,policy_loss,Name,EpRewMean,serial_timesteps,value_loss,total_timesteps,nupdates
550,646.07,0.13681641,0.09786226,591.5234808921814,0,159,0.010129174,0.9194810017943382,-0.0028942255,PP02-llm,107.58765862999999,325632,0.0141206505,325632,159
601,648.48,0.12924805,0.118860364,594.9276065826416,0,160,0.009697589,0.908140704035759,0.0014420799,PP02-llm,106.77984293999998,327680,0.010723162,327680,160
546,645.79,0.14609376,0.11547248,598.6767065525055,0,161,0.011950884,0.9529686532914639,-0.0034257185,PP02-llm,108.61799556,329728,0.008005392,329728,161
640,647.29,0.1065918,0.122171655,601.8763909339905,0,162,0.010751536,0.9499629735946655,-0.001625411,PP02-llm,108.7259333,331776,0.008136,331776,162
610,648.27,0.14702149,0.1057266,605.2340443134308,0,163,0.012517117,0.9333012327551842,-0.0058277454,PP02-llm,107.67050258,333824,0.008089129,333824,163
614,643.59,0.14438477,0.08707212,608.5656180381775,0,164,0.010715447,0.8403434008359909,-0.0017985863,PP02-llm,109.24901847000001,335872,0.016551854,335872,164
653,651.95,0.13647461,0.06961126,611.7012188434601,0,165,0.0109549,0.9062681645154953,-0.0011094417,PP02-llm,107.18762911,337920,0.0060577067,337920,165
613,653.92,0.17114258,0.056233317,615.0381243228912,0,166,0.0139281275,0.8138413578271866,-0.00052007096,PP02-llm,105.62942724,339968,0.015341615,339968,166
639,647.84,0.14702149,0.044150688,618.2426822185516,0,167,0.012346102,0.9421699605882168,-0.001842328,PP02-llm,106.15848829000001,342016,0.008718962,342016,167
486,652.29,0.12084961,0.036705602,622.4516596794128,0,168,0.009327856,0.8277805298566818,0.0010352745,PP02-llm,105.89179576000001,344064,0.010855699,344064,168
649,646.23,0.12773438,0.028487016,625.6066143512726,0,169,0.009889982,0.849764347076416,-0.0027969184,PP02-llm,106.12430639999998,346112,0.011495193,346112,169
617,649.57,0.10058594,0.011140766,628.9249136447906,0,170,0.007974471,0.8889399394392967,0.0020683813,PP02-llm,107.44897752999998,348160,0.014431739,348160,170
625,644.72,0.11899414,-0.009641956,632.1969301700592,0,171,0.010083025,0.9711943902075291,-0.0021434843,PP02-llm,110.49261417,350208,0.0051238723,350208,171
587,644.08,0.1206543,-0.03337083,635.6813917160034,0,172,0.009627954,0.8525839596986771,-0.0009715349,PP02-llm,110.19123341000001,352256,0.021282872,352256,172
524,645.84,0.13920899,-0.048225943,639.5906629562378,0,173,0.010258161,0.9040766283869743,0.0015020476,PP02-llm,110.98300711999998,354304,0.012998439,354304,173
437,652.51,0.10805664,-0.05620824,644.269374370575,0,174,0.008454423,0.920399472117424,0.0016595654,PP02-llm,110.35270449000001,356352,0.0075774984,356352,174
681,648.02,0.120507814,-0.06810963,647.2746779918671,0,175,0.009365881,0.8033231049776077,-0.0017053724,PP02-llm,111.32973118,358400,0.019433165,358400,175
649,654.41,0.12749024,-0.07199821,650.4266560077667,0,176,0.009733721,0.8941667079925537,-0.0009470006,PP02-llm,109.605242,360448,0.02531327,360448,176
490,660.59,0.1328125,-0.08099124,654.6009497642517,0,177,0.010854324,0.8843428120017052,0.0012248956,PP02-llm,108.82865586,362496,0.013827647,362496,177
623,649.12,0.13535157,-0.11065893,657.8866541385651,0,178,0.010948173,0.8486500084400177,-0.002428103,PP02-llm,110.57971476,364544,0.01754577,364544,178
666,643.02,0.1272461,-0.12684414,660.9583992958069,0,179,0.010958219,0.9267602190375328,-0.00041933116,PP02-llm,110.97044167000001,366592,0.010485528,366592,179
539,647.11,0.117333986,-0.11940181,664.7557528018951,0,180,0.009697249,0.8746413886547089,0.004228069,PP02-llm,110.20735046000001,368640,0.014763387,368640,180
693,643.0,0.14042969,-0.13807373,667.7073435783386,0,181,0.0115368515,0.93815116584301,-0.00071840535,PP02-llm,110.71364218,370688,0.009624221,370688,181
652,642.78,0.120751955,-0.17998843,670.8486869335175,0,182,0.0098812,0.9515775591135025,-0.0010933107,PP02-llm,110.36876805,372736,0.006896124,372736,182
550,642.83,0.16298828,-0.22016032,674.5686671733856,0,183,0.014561832,0.7008245289325714,8.624567e-05,PP02-llm,110.58986488000001,374784,0.01809268,374784,183
491,652.27,0.14311524,-0.23670933,678.7346935272217,0,184,0.010905041,0.8750119581818581,0.0020411802,PP02-llm,107.60779757999998,376832,0.008038512,376832,184
626,646.56,0.11323242,-0.23702797,682.0045726299286,0,185,0.009305032,0.9651662744581699,0.002314827,PP02-llm,110.84380866,378880,0.006059139,378880,185
594,642.04,0.10795899,-0.23504964,685.4502954483032,0,186,0.008457718,0.872885137796402,0.0018032078,PP02-llm,111.22289675000002,380928,0.016968383,380928,186
684,641.46,0.10869141,-0.22037807,688.4421362876892,0,187,0.009055703,0.9073442220687866,0.0024287736,PP02-llm,111.08992507,382976,0.015038608,382976,187
750,640.41,0.12817383,-0.21856646,691.1729307174683,0,188,0.010603127,0.9207723215222359,0.00113352,PP02-llm,109.47050032000001,385024,0.013717401,385024,188
739,635.48,0.16201171,-0.21676877,693.9418003559113,0,189,0.012332033,0.8607085347175598,0.00080674223,PP02-llm,108.6864249,387072,0.0072439224,387072,189
561,625.57,0.17729492,-0.21484962,697.5914487838745,0,190,0.014106895,0.9377555847167969,-0.005632446,PP02-llm,111.29630939000002,389120,0.010579517,389120,190
735,620.07,0.13598633,-0.22470617,700.3756136894226,0,191,0.011017935,0.8882565647363663,0.00035237247,PP02-llm,110.89665759000002,391168,0.013718924,391168,191
630,622.01,0.13642578,-0.22567785,703.6223542690277,0,192,0.0103043895,0.8726087361574173,0.0014397448,PP02-llm,110.75635765999999,393216,0.017411044,393216,192
610,620.9,0.123486325,-0.24786568,706.9762690067291,0,193,0.01013074,0.8911669626832008,-0.0008821683,PP02-llm,111.36911166,395264,0.015551506,395264,193
702,616.87,0.15043946,-0.24659117,709.8904764652252,0,194,0.012429746,0.9129566699266434,-0.0024653843,PP02-llm,110.43603905,397312,0.015999358,397312,194
606,615.53,0.10874023,-0.2195755,713.2698352336884,0,195,0.009240272,0.8131259977817535,-0.0011580719,PP02-llm,109.88173786000002,399360,0.020431705,399360,195
564,621.63,0.14448242,-0.21774146,716.8990406990051,0,196,0.011183824,0.8627919554710388,-0.0038718204,PP02-llm,110.52755081000004,401408,0.021510277,401408,196
711,618.51,0.16328125,-0.2506588,719.7766122817993,0,197,0.013659438,0.8548367321491241,0.0022412399,PP02-llm,112.90673968000002,403456,0.018842641,403456,197
625,606.23,0.15390626,-0.28047016,723.0498247146606,0,198,0.011819061,0.9483871683478355,-0.0017441784,PP02-llm,114.40558779000001,405504,0.0095094815,405504,198
568,609.62,0.14658204,-0.28961626,726.6548376083374,0,199,0.012058416,0.7860197126865387,0.0015166498,PP02-llm,112.57338248999997,407552,0.011684841,407552,199
563,611.42,0.12739258,-0.2925196,730.2883970737457,0,200,0.011330931,0.7903770506381989,-0.0027873307,PP02-llm,107.59219245,409600,0.014952633,409600,200
753,608.31,0.13125,-0.302705,755.9317982196808,0,201,0.0104901595,0.7167513370513916,0.0015927264,PP02-llm,103.86567978000001,411648,0.014530102,411648,201
525,609.06,0.15639648,-0.3324174,759.827633857727,0,202,0.012420407,0.8063272535800934,0.0016244535,PP02-llm,103.63505109999998,413696,0.031018818,413696,202
413,614.98,0.14389649,-0.35259315,764.7765021324158,0,203,0.012617541,0.6252935528755188,-0.00073277456,PP02-llm,99.93367409999999,415744,0.033409484,415744,203
600,614.96,0.10913086,-0.34555072,768.1886942386627,0,204,0.008374546,0.9078414663672447,-0.0019992716,PP02-llm,99.44789101999999,417792,0.007066723,417792,204
688,612.2,0.12089844,-0.3322329,771.1619863510132,0,205,0.012862471,0.8234231173992157,0.00068976637,PP02-llm,97.56760918,419840,0.02115227,419840,205
620,604.94,0.11401367,-0.346642,774.4649095535278,0,206,0.009076519,0.9863799959421158,0.0016560577,PP02-llm,99.14847523000002,421888,0.0030136262,421888,206
501,602.6,0.14414063,-0.3545521,778.5469424724579,0,207,0.01100993,0.8858534321188927,0.0017007226,PP02-llm,98.16425427,423936,0.008001046,423936,207
738,603.4,0.18701172,-0.35233116,781.3192558288574,0,208,0.016719742,0.9313206747174263,-0.00368178,PP02-llm,97.53980298,425984,0.007206727,425984,208
510,604.86,0.12978515,-0.3703434,785.3325479030609,0,209,0.010504367,0.8998536542057991,-0.0025251205,PP02-llm,97.15890393,428032,0.015403281,428032,209
530,600.93,0.14321288,-0.41712666,789.1938226222992,0,210,0.011987208,0.8597054332494736,0.001121137,PP02-llm,97.47317242,430080,0.022193555,430080,210
554,606.75,0.15107422,-0.4295815,792.8870017528534,0,211,0.011668806,0.9071551635861397,-0.0026747112,PP02-llm,97.5007936,432128,0.0068604164,432128,211
656,603.9,0.15927735,-0.44358063,796.0067431926727,0,212,0.013550663,0.6443745493888855,0.00020449465,PP02-llm,96.60188532000001,434176,0.03193567,434176,212
540,603.41,0.1494629,-0.4614041,799.7989962100983,0,213,0.011986289,0.94113889336586,0.00057767425,PP02-llm,96.83102082999996,436224,0.0028818464,436224,213
543,604.31,0.14467773,-0.4555626,803.57071185112,0,214,0.011833327,0.8440749794244766,0.0037980299,PP02-llm,95.60286953999999,438272,0.02964643,438272,214
585,607.84,0.14086914,-0.4383703,807.0660524368286,0,215,0.01122848,0.7763496935367584,0.000112591915,PP02-llm,91.19697048999998,440320,0.015815433,440320,215
572,607.58,0.1428711,-0.44321147,810.642541885376,0,216,0.011094617,0.8142762929201126,0.0045165033,PP02-llm,92.41167585000002,442368,0.023094054,442368,216
769,604.11,0.1463379,-0.46016097,813.3055193424225,0,217,0.011865994,0.9411465264856815,-0.0012924627,PP02-llm,88.95459231,444416,0.009218882,444416,217
425,611.14,0.16538087,-0.4859746,818.1166033744812,0,218,0.013625932,0.7820661514997482,-0.00020587633,PP02-llm,88.652639,446464,0.015882257,446464,218
645,603.99,0.16845703,-0.49737555,821.2919371128082,0,219,0.014456364,0.934416264295578,-0.0019345492,PP02-llm,86.95475638000002,448512,0.011554745,448512,219
497,609.05,0.11396484,-0.48983526,825.4103319644928,0,220,0.009497379,0.9228789061307907,0.0022427156,PP02-llm,86.96893311000002,450560,0.007151427,450560,220
509,614.44,0.13862304,-0.4757712,829.4328014850616,0,221,0.012830982,0.8179269880056381,-0.0025081572,PP02-llm,83.94704755000001,452608,0.032116167,452608,221
624,613.95,0.12578125,-0.4797842,832.7106833457947,0,222,0.010097722,0.8679949939250946,0.0014756212,PP02-llm,82.72561936999999,454656,0.018623192,454656,222
642,616.65,0.12954101,-0.5090169,835.8990697860718,0,223,0.010710787,0.8756922259926796,0.0045862934,PP02-llm,80.20044706,456704,0.01229903,456704,223
694,622.2,0.13725586,-0.526916,838.8468050956726,0,224,0.010743976,0.9287404045462608,0.0014977987,PP02-llm,81.68490624,458752,0.009395629,458752,224
800,618.64,0.1734375,-0.5249082,841.4062802791595,0,225,0.013341171,0.947834949940443,0.0023298636,PP02-llm,79.76824086999999,460800,0.0057114065,460800,225
644,613.59,0.15908203,-0.54345596,844.5834069252014,0,226,0.014424415,0.7856526970863342,-0.0023356073,PP02-llm,78.62325244,462848,0.013824982,462848,226
808,614.84,0.15151367,-0.56226754,847.1159875392914,0,227,0.012180841,0.9062551483511925,0.0020140274,PP02-llm,73.00399198999999,464896,0.009275655,464896,227
753,619.08,0.16220704,-0.5761133,849.8359711170197,0,228,0.013272921,0.8774452209472656,-0.0022572898,PP02-llm,70.9525299,466944,0.012504807,466944,228
852,612.82,0.15605469,-0.56814057,852.2415339946747,0,229,0.012863872,0.8349707871675491,-0.00014975067,PP02-llm,67.9000703,468992,0.019232322,468992,229
449,614.44,0.15844727,-0.5446091,856.7996101379395,0,230,0.01272955,0.8694179952144623,0.0025563184,PP02-llm,68.36473387999999,471040,0.01180527,471040,230
851,620.15,0.13520508,-0.55757844,859.2055943012238,0,231,0.010837085,0.9084173738956451,-0.0025197647,PP02-llm,66.84880151,473088,0.00480767,473088,231
761,609.02,0.17260742,-0.5584697,861.8949134349823,0,232,0.018926479,0.9011968523263931,-0.004488867,PP02-llm,64.41102671,475136,0.009018868,475136,232
459,609.6,0.13793945,-0.5443451,866.3543231487274,0,233,0.011015847,0.892927311360836,0.002095753,PP02-llm,65.61486050999999,477184,0.02047641,477184,233
643,610.88,0.17426758,-0.54036784,869.5368931293488,0,234,0.014630737,0.9116126224398613,-0.0014348307,PP02-llm,65.18196807,479232,0.012288995,479232,234
613,614.09,0.17773438,-0.5396799,872.8758034706116,0,235,0.016217045,0.7999527305364609,0.004008448,PP02-llm,64.81044765,481280,0.0322152,481280,235
586,616.56,0.1303711,-0.54417,876.3681497573853,0,236,0.012662737,0.8254344314336777,-0.003153298,PP02-llm,62.79709163999999,483328,0.014104207,483328,236
654,619.24,0.14375,-0.54034853,879.4997305870056,0,237,0.0115897665,0.8591234534978867,0.003538349,PP02-llm,62.22740148,485376,0.018533956,485376,237
585,622.82,0.1319336,-0.5270489,882.994936466217,0,238,0.010443572,0.9369363039731979,0.0041471487,PP02-llm,64.10597555,487424,0.012271073,487424,238
612,622.66,0.14228515,-0.5074189,886.339795589447,0,239,0.011629265,0.9454330466687679,6.7800655e-05,PP02-llm,63.61266510999999,489472,0.0076517547,489472,239
626,623.68,0.12988281,-0.49294323,889.6070275306702,0,240,0.010651097,0.9142782017588615,0.0014738755,PP02-llm,62.93425171,491520,0.014410742,491520,240
628,617.76,0.15429688,-0.50602967,892.863557100296,0,241,0.012652269,0.9178564250469208,0.0016240117,PP02-llm,62.70327262000001,493568,0.012220792,493568,241
579,619.39,0.14887695,-0.5163577,896.3965961933136,0,242,0.011848351,0.9685661867260933,-0.0061234375,PP02-llm,61.526197339999996,495616,0.005047307,495616,242
686,605.93,0.15288086,-0.52724063,899.3804862499237,0,243,0.012360545,0.9496699832379818,-0.0009242172,PP02-llm,65.38029161,497664,0.00868172,497664,243
653,600.02,0.16113281,-0.5339983,902.5158228874207,0,244,0.012458315,0.9776257164776325,-0.0034945167,PP02-llm,67.03717617000001,499712,0.0039866203,499712,244
726,599.13,0.14326172,-0.54358757,905.3367562294006,0,245,0.012227855,0.8022147864103317,0.0022945735,PP02-llm,68.54282923000001,501760,0.031943873,501760,245
595,601.69,0.14067383,-0.55372185,908.7778890132904,0,246,0.012213745,0.9410900101065636,-6.647604e-05,PP02-llm,68.68036101,503808,0.010177794,503808,246
764,601.34,0.16591796,-0.54955214,911.4576017856598,0,247,0.0142324865,0.8876742273569107,-0.0009751931,PP02-llm,69.40289378,505856,0.014112165,505856,247
630,603.97,0.12822266,-0.55285937,914.705402135849,0,248,0.010928517,0.8980691954493523,-0.002857017,PP02-llm,68.55669004,507904,0.014853415,507904,248
660,600.69,0.16904297,-0.5617319,917.8048593997955,0,249,0.013369961,0.7736950665712357,0.0027919484,PP02-llm,70.04126243,509952,0.03396521,509952,249
571,599.17,0.12421875,-0.5712184,921.3905608654022,0,250,0.010323447,0.8655568510293961,0.005337361,PP02-llm,69.18086612999998,512000,0.021102047,512000,250
412,599.93,0.14980468,-0.57008594,926.3597927093506,0,251,0.01222459,0.8958111703395844,0.0027664113,PP02-llm,69.54859132,514048,0.008661372,514048,251
633,597.14,0.13457032,-0.575045,929.5907990932465,0,252,0.011734547,0.9296484142541885,-0.0019167049,PP02-llm,70.46237266,516096,0.010936027,516096,252
687,593.49,0.1661621,-0.587795,932.5680584907532,0,253,0.013958504,0.9425499625504017,0.0021050817,PP02-llm,71.85180909,518144,0.014032455,518144,253
594,591.82,0.12158203,-0.5848063,936.0156228542328,0,254,0.00948116,0.9239068478345871,0.0031125818,PP02-llm,73.51363094999999,520192,0.014256406,520192,254
704,586.36,0.1421875,-0.57587916,938.9221277236938,0,255,0.0117398575,0.8901322931051254,0.0045536184,PP02-llm,75.10048373,522240,0.021003356,522240,255
652,590.73,0.14912109,-0.5978383,942.0622115135193,0,256,0.012617318,0.9001160189509392,-0.0010802721,PP02-llm,77.93870953000001,524288,0.019186774,524288,256
670,588.26,0.16958007,-0.6161456,945.1200377941132,0,257,0.013786048,0.9646072685718536,-0.0008907208,PP02-llm,81.06099392,526336,0.0065848725,526336,257
716,590.24,0.14169922,-0.62545174,947.9800295829773,0,258,0.011682722,0.9335260316729546,-0.0011103956,PP02-llm,87.56630379,528384,0.012214618,528384,258
657,594.46,0.16791992,-0.62498194,951.0935795307159,0,259,0.013529077,0.9246936962008476,0.0019383604,PP02-llm,88.03622424999999,530432,0.013697049,530432,259
571,600.8,0.11420898,-0.6032301,954.6752681732178,0,260,0.00932674,0.9133493676781654,0.0046903463,PP02-llm,88.95437685,532480,0.02112607,532480,260
690,596.85,0.16235352,-0.5914433,957.6430258750916,0,261,0.012811953,0.8964018598198891,-0.0008581296,PP02-llm,90.21884667999998,534528,0.01318129,534528,261
610,597.74,0.13598633,-0.60294396,961.0003097057343,0,262,0.0117093595,0.9507670104503632,-0.0032830413,PP02-llm,93.24982920000002,536576,0.011911818,536576,262
612,592.24,0.14389649,-0.61184055,964.3444390296936,0,263,0.01124862,0.9617950990796089,-0.0017763523,PP02-llm,96.29980568,538624,0.0070251897,538624,263
533,598.99,0.1864746,-0.6034595,968.181489944458,0,264,0.015600212,0.8786706551909447,-0.0032256101,PP02-llm,94.19171647000002,540672,0.031007629,540672,264
585,596.14,0.18134765,-0.59643304,971.6788506507874,0,265,0.014208538,0.9586501680314541,-0.0020759425,PP02-llm,98.18304959000001,542720,0.00672084,542720,265
785,591.89,0.14135742,-0.60486573,974.2873420715332,0,266,0.011781508,0.9248879104852676,0.0012675733,PP02-llm,97.81339331000001,544768,0.012783812,544768,266
636,590.7,0.13364258,-0.626941,977.5072405338287,0,267,0.010324098,0.9290917664766312,0.0023868126,PP02-llm,97.84266976,546816,0.015487567,546816,267
665,585.49,0.1472168,-0.67195,980.5855185985565,0,268,0.014122501,0.8658022880554199,-0.004599074,PP02-llm,96.93215510000002,548864,0.016725833,548864,268
613,587.59,0.17172852,-0.6885315,983.9253342151642,0,269,0.017693516,0.8211061060428619,0.0031515541,PP02-llm,92.54387534999998,550912,0.020026026,550912,269
679,587.58,0.17368165,-0.6760384,986.939076423645,0,270,0.014685539,0.8984077870845795,-0.00199979,PP02-llm,91.69707668,552960,0.012716574,552960,270
647,586.34,0.1661621,-0.67533714,990.1039481163025,0,271,0.012688225,0.9805490989238024,-0.0022330682,PP02-llm,93.20755633999997,555008,0.0048662326,555008,271
434,590.76,0.13642578,-0.65326273,994.822870016098,0,272,0.013455942,0.8850442990660667,0.0024198815,PP02-llm,92.38452681999998,557056,0.023978952,557056,272
519,596.33,0.15419921,-0.6409085,998.7633605003357,0,273,0.011910526,0.8974667862057686,0.0010929529,PP02-llm,91.60130821999999,559104,0.021169841,559104,273
597,597.73,0.16010742,-0.64301777,1002.1907765865326,0,274,0.012582908,0.9710449352860451,-0.002379782,PP02-llm,91.48706221000002,561152,0.0044667786,561152,274
573,598.68,0.1708496,-0.6642675,1005.7645661830902,0,275,0.013805771,0.9520981945097446,-0.003190852,PP02-llm,92.04808212,563200,0.012579751,563200,275
549,599.8,0.10830078,-0.675642,1009.4932386875153,0,276,0.009585621,0.9370244517922401,0.0064251563,PP02-llm,92.71943009,565248,0.013367142,565248,276
487,596.17,0.17607422,-0.6743165,1013.6948494911194,0,277,0.015010158,0.8811041340231895,0.002695508,PP02-llm,93.77080934999998,567296,0.024830546,567296,277
664,602.78,0.19365235,-0.6840535,1016.7749321460724,0,278,0.016544003,0.9368752613663673,0.0030896296,PP02-llm,92.34600839999999,569344,0.006431978,569344,278
704,607.27,0.14174804,-0.7033414,1019.6823372840881,0,279,0.011691317,0.8928989619016647,0.0046209823,PP02-llm,92.80359383999999,571392,0.009102212,571392,279
557,599.01,0.15615234,-0.74115837,1023.3587784767151,0,280,0.012583777,0.9458634816110134,0.0004883864,PP02-llm,96.82618261000002,573440,0.008236384,573440,280
610,600.89,0.15019532,-0.7534257,1026.711217880249,0,281,0.0129752485,0.9415732175111771,0.0005352191,PP02-llm,96.83180952,575488,0.0116318595,575488,281
708,601.42,0.15830079,-0.7424938,1029.602245092392,0,282,0.016049419,0.9194916114211082,-0.002046878,PP02-llm,92.61408342,577536,0.008919332,577536,282
792,603.29,0.17661133,-0.73502094,1032.188392162323,0,283,0.015048882,0.9457520395517349,-0.0012542636,PP02-llm,94.01346403,579584,0.007821581,579584,283
625,599.74,0.17045899,-0.7231957,1035.4652593135834,0,284,0.02492253,0.9352125898003578,-0.0075319135,PP02-llm,92.83292576,581632,0.009379843,581632,284
517,605.77,0.15161133,-0.678219,1039.4235608577728,0,285,0.012024373,0.8982442319393158,-0.0009310533,PP02-llm,94.36805912999998,583680,0.026539335,583680,285
644,605.51,0.18466797,-0.6345839,1042.6026129722595,0,286,0.20184335,0.8392317444086075,-0.007105533,PP02-llm,88.65993536000002,585728,0.034476183,585728,286
664,608.83,0.15595703,-0.6501375,1045.6856684684753,0,287,0.013705368,0.9294748455286026,-0.00025959563,PP02-llm,86.88583843000002,587776,0.009744608,587776,287
702,602.85,0.14667968,-0.6698167,1048.601458311081,0,288,0.012118021,0.9549088887870312,-0.0037720792,PP02-llm,84.94236146000001,589824,0.0069315284,589824,288
738,592.56,0.15185547,-0.6868459,1051.3754744529724,0,289,0.012667502,0.9238537922501564,-0.0004355887,PP02-llm,85.04932756999999,591872,0.008420596,591872,289
566,592.48,0.2040039,-0.7128518,1054.993179321289,0,290,0.016686874,0.9699678141623735,-0.00038691505,PP02-llm,86.00145841,593920,0.004445431,593920,290
459,594.53,0.16025391,-0.74109036,1059.4458582401276,0,291,0.012242673,0.9263240247964859,0.0018350579,PP02-llm,85.80756353999999,595968,0.014282544,595968,291
682,594.03,0.15371093,-0.7565685,1062.4483571052551,0,292,0.012743188,0.9265688434243202,0.00027032202,PP02-llm,83.90364119000002,598016,0.014883828,598016,292
653,584.85,0.1307129,-0.7680385,1065.5829002857208,0,293,0.009746477,0.9784033074975014,0.0014631375,PP02-llm,86.16260839,600064,0.003501832,600064,293
634,588.58,0.12851563,-0.77546376,1068.8108553886414,0,294,0.010145428,0.9441370032727718,0.0034821648,PP02-llm,86.26990074,602112,0.012681635,602112,294
601,593.53,0.15493163,-0.76556873,1072.2154030799866,0,295,0.013451752,0.897911049425602,0.0038672753,PP02-llm,86.64167834,604160,0.019902928,604160,295
724,591.56,0.16665038,-0.7945264,1075.0423448085785,0,296,0.0142415315,0.9063970893621445,-0.0022259597,PP02-llm,86.40545802000003,606208,0.013757388,606208,296
664,589.67,0.1734375,-0.8156605,1078.124372959137,0,297,0.015439883,0.9610489010810852,0.00018594232,PP02-llm,86.82596076999998,608256,0.009603522,608256,297
622,592.85,0.15029296,-0.8137151,1081.4127757549286,0,298,0.011981745,0.9605902768671513,0.0036975243,PP02-llm,90.0662962,610304,0.007244329,610304,298
746,594.7,0.19477539,-0.83200634,1084.155839920044,0,299,0.016576301,0.9213001728057861,0.004654889,PP02-llm,91.14313095999998,612352,0.011397646,612352,299
753,592.35,0.17373046,-0.8523208,1086.8751482963562,0,300,0.015958985,0.8648484647274017,0.0062183565,PP02-llm,88.35348691999998,614400,0.020220472,614400,300
711,586.92,0.17666015,-0.8727013,1116.333342552185,0,301,0.013948664,0.9199203699827194,0.002716784,PP02-llm,90.94383176,616448,0.018590322,616448,301
643,582.59,0.16918945,-0.8829111,1119.5175137519836,0,302,0.025403257,0.9379876554012299,-0.003918019,PP02-llm,88.75181378,618496,0.010728157,618496,302
595,585.06,0.1753418,-0.8761198,1122.9596548080444,0,303,0.015079874,0.9247924312949181,-0.00081158755,PP02-llm,88.61137435,620544,0.019626755,620544,303
724,586.82,0.17348632,-0.90393037,1125.7861218452454,0,304,0.013841251,0.8651792258024216,0.0043855114,PP02-llm,88.55410921000001,622592,0.023896415,622592,304
628,585.84,0.18276367,-0.9209361,1129.044049024582,0,305,0.015902096,0.9303578063845634,7.431378e-05,PP02-llm,88.87907482,624640,0.009227544,624640,305
648,585.01,0.16186523,-0.91880924,1132.2000498771667,0,306,0.017368585,0.9509839601814747,-0.002216389,PP02-llm,91.35662653000001,626688,0.012634245,626688,306
585,575.08,0.1663086,-0.9220184,1135.6992127895355,0,307,0.013700728,0.9098528102040291,0.0033644787,PP02-llm,93.27475962,628736,0.017183809,628736,307
632,575.32,0.17451172,-0.91304046,1138.939365386963,0,308,0.016121328,0.9763777572661638,-0.0047580237,PP02-llm,94.19502304000001,630784,0.0047587687,630784,308
629,568.75,0.18217774,-0.90624666,1142.190932750702,0,309,0.017021272,0.8827092945575714,-0.0030523324,PP02-llm,92.88896161999999,632832,0.019814627,632832,309
724,571.26,0.1550293,-0.91546935,1145.01744389534,0,310,0.01325165,0.8441040515899658,0.0009059743,PP02-llm,92.86370235999999,634880,0.016701996,634880,310
502,573.79,0.16728516,-0.92482394,1149.0917899608612,0,311,0.014148538,0.9461147114634514,-0.0011362035,PP02-llm,93.25031738,636928,0.012102051,636928,311
676,572.64,0.17324218,-0.9303864,1152.1216068267822,0,312,0.015257386,0.9410666711628437,0.0018230019,PP02-llm,91.99073918999999,638976,0.0066189533,638976,312
735,574.18,0.19458008,-0.931836,1154.9055259227753,0,313,0.01723677,0.7539928257465363,-0.0052717766,PP02-llm,90.99146751999999,641024,0.021440003,641024,313
732,566.03,0.20478515,-0.92699707,1157.7020888328552,0,314,0.019702679,0.8611103892326355,0.00068215484,PP02-llm,94.28433822000001,643072,0.013701348,643072,314
643,563.71,0.1449707,-0.9157473,1160.8866212368011,0,315,0.013328346,0.8475052714347839,0.0024587782,PP02-llm,93.28393286000002,645120,0.018022362,645120,315
610,565.65,0.18637696,-0.9248835,1164.2394721508026,0,316,0.015569615,0.9224947392940521,0.0006989228,PP02-llm,94.56098958999999,647168,0.013283891,647168,316
660,565.82,0.17041016,-0.9569979,1167.3395981788635,0,317,0.013412463,0.8575034439563751,-0.001656695,PP02-llm,95.03148262999999,649216,0.012528355,649216,317
696,572.51,0.16860351,-0.96870774,1170.2785949707031,0,318,0.014303962,0.9383383356034756,-0.0019616678,PP02-llm,94.96069908999999,651264,0.008985599,651264,318
742,567.43,0.19038086,-0.975556,1173.0386004447937,0,319,0.01564636,0.9368695318698883,-0.003895312,PP02-llm,94.63410714000001,653312,0.01222265,653312,319
712,566.39,0.16210938,-0.9712698,1175.9125728607178,0,320,0.021629713,0.9320926442742348,-0.0043118955,PP02-llm,92.76057039999999,655360,0.010294978,655360,320
692,565.19,0.17675781,-0.9809004,1178.8700215816498,0,321,0.014735861,0.9753002375364304,0.0024539852,PP02-llm,91.23475564000002,657408,0.0043338034,657408,321
545,556.35,0.18247071,-0.98527086,1182.6256382465363,0,322,0.014882699,0.9406074285507202,0.003518507,PP02-llm,90.71225396,659456,0.009504205,659456,322
607,561.48,0.13691406,-0.97439337,1185.9947316646576,0,323,0.011446322,0.9575526379048824,0.008508102,PP02-llm,89.94613208999999,661504,0.007841965,661504,323
666,561.38,0.19208984,-0.9617734,1189.066568851471,0,324,0.016845837,0.969915546476841,0.0012709005,PP02-llm,89.14285210999998,663552,0.005368295,663552,324
690,564.44,0.14912109,-0.9598023,1192.0329678058624,0,325,0.016021205,0.876653641462326,-0.003073898,PP02-llm,90.08790850000001,665600,0.020371433,665600,325
755,559.11,0.16625977,-0.96824443,1194.7448935508728,0,326,0.014368462,0.9622812494635582,0.0029980813,PP02-llm,90.44774916,667648,0.008570587,667648,326
666,559.17,0.16127929,-0.9862092,1197.8161511421204,0,327,0.013192894,0.969819039106369,0.00279596,PP02-llm,91.04689755000001,669696,0.0050287037,669696,327
533,562.03,0.15170899,-0.98627234,1201.6549644470215,0,328,0.011326124,0.9165619313716888,0.0010168183,PP02-llm,90.81501983,671744,0.011351265,671744,328
