gentropy,surrgain,TimeElapsed,EpLenMean,entloss,trial,gmeankl,gsurrgain,gentloss,entropy,gev_tdlam_before,EpRewMean,optimgain,ev_tdlam_before,meankl,GEpLenMean,GEpRewMean,goptimgain,Iteration
1.3898008,0.011292738,52.894981145858765,200.8,0.0,0,0.031053621,0.02640349,0.0,1.4030675,2.0682811737060547e-05,-1247.3635962630362,0.011292738,1.245737075805664e-05,0.008148849,200.8,-1247.3635962630362,0.02640349,44
1.3902808,0.016377833,54.138593912124634,200.8,0.0,0,0.04566001,0.020895006,0.0,1.3999611,1.615285873413086e-05,-1227.0346197084332,0.016377833,1.5556812286376953e-05,0.0146469865,200.8,-1227.0346197084332,0.020895006,45
1.3900063,0.013341884,55.29617786407471,200.2,0.0,0,0.036584683,0.015586153,0.0,1.4039308,1.3589859008789062e-05,-1214.6351680958876,0.013341884,1.627206802368164e-05,0.0114274435,195.8,-1214.6351680958876,0.015586153,46
1.3899733,nan,56.46839499473572,205.2,nan,0,0.027813025,0.0144909285,0.0,nan,1.0728836059570312e-05,-1222.6363311485443,nan,1.7940998077392578e-05,nan,195.8,-1222.6363311485443,0.0144909285,47
1.3899035,0.019717641,57.66129207611084,205.2,0.0,0,0.027363706,0.026933525,0.0,1.4038785,1.3887882232666016e-05,-1233.4717783464698,0.019717641,1.3053417205810547e-05,0.013020424,195.8,-1233.4717783464698,0.026933525,48
1.389964,0.027884874,59.074007987976074,205.2,0.0,0,0.031834867,0.016284358,0.0,1.4039314,1.233816146850586e-05,-1206.1935663038857,0.027884874,1.52587890625e-05,0.015020482,195.8,-1206.1935663038857,0.016284358,49
1.3898842,0.035461497,60.47418785095215,205.2,0.0,0,0.027634809,0.0068277223,0.0,1.4039309,8.225440979003906e-06,-1237.5348795110135,0.035461497,1.5854835510253906e-05,0.017695125,195.8,-1237.5348795110135,0.0068277223,50
1.3899645,0.01053757,62.35639810562134,205.2,0.0,0,0.040984668,0.0070112003,0.0,1.40393,9.119510650634766e-06,-1234.249901360312,0.01053757,1.0192394256591797e-05,0.018362239,195.8,-1234.249901360312,0.0070112003,51
1.3898038,0.028344186,63.551880836486816,205.2,0.0,0,0.03406939,0.0220285,0.0,1.4248128,8.404254913330078e-06,-1260.856229025677,0.028344186,5.424022674560547e-06,0.012392694,195.8,-1260.856229025677,0.0220285,52
1.3899815,0.024579333,64.8862578868866,205.2,0.0,0,0.03217495,0.023267038,0.0,1.4249166,1.0132789611816406e-05,-1268.0074411866954,0.024579333,1.4007091522216797e-05,0.02991706,195.8,-1268.0074411866954,0.023267038,53
1.389932,0.021039627,66.19573593139648,205.2,0.0,0,0.036250725,0.021647321,0.0,1.4250387,7.331371307373047e-06,-1261.7820863060379,0.021039627,1.4960765838623047e-05,0.04651723,195.8,-1261.7820863060379,0.021647321,54
1.3899562,0.022254981,67.41719198226929,200.8,0.0,0,0.016379341,0.017724171,0.0,1.4248053,8.64267349243164e-06,-1254.0940425027106,0.022254981,1.1980533599853516e-05,0.02323194,195.8,-1254.0940425027106,0.017724171,55
1.3898094,0.04563974,68.71501111984253,200.8,0.0,0,0.041725084,0.034698714,0.0,1.4248743,1.0073184967041016e-05,-1240.7805802736093,0.04563974,1.3232231140136719e-05,0.03126638,200.8,-1240.7805802736093,0.034698714,56
1.3900058,0.013015095,70.00186800956726,200.8,0.0,0,0.032856114,0.034186427,0.0,1.4278054,9.000301361083984e-06,-1260.505370724522,0.013015095,4.887580871582031e-06,0.01415919,200.8,-1260.505370724522,0.034186427,57
1.3899148,0.02254408,71.42715787887573,195.8,0.0,0,0.039033435,0.015697546,0.0,1.4278464,7.569789886474609e-06,-1207.3983340051575,0.02254408,1.3828277587890625e-05,0.04031976,200.8,-1207.3983340051575,0.015697546,58
1.3900148,0.051317334,72.67716097831726,195.8,0.0,0,0.03182978,0.023372542,0.0,1.4278971,6.198883056640625e-06,-1201.1261272309723,0.051317334,1.329183578491211e-05,0.037396703,200.2,-1201.1261272309723,0.023372542,59
1.3899558,0.017907398,73.91877388954163,195.8,0.0,0,0.032941945,0.037534714,0.0,1.4277351,7.569789886474609e-06,-1170.1439680424955,0.017907398,1.150369644165039e-05,0.04243584,205.2,-1170.1439680424955,0.037534714,60
1.3899535,0.035435528,75.12274885177612,195.8,0.0,0,0.02326669,0.023454601,0.0,1.4278976,7.033348083496094e-06,-1145.2557314435126,0.035435528,1.0251998901367188e-05,0.03563188,205.2,-1145.2557314435126,0.023454601,61
1.3899509,0.023353033,76.38606476783752,195.8,0.0,0,0.03164109,0.009584056,0.0,1.4278479,4.112720489501953e-06,-1136.9664813793545,0.023353033,8.165836334228516e-06,0.046285152,205.2,-1136.9664813793545,0.009584056,62
nan,0.033452965,77.60054087638855,195.8,0.0,0,nan,nan,nan,1.4278864,6.735324859619141e-06,-1095.8135335588295,0.033452965,9.47713851928711e-06,0.032386176,205.2,-1095.8135335588295,nan,63
1.3900479,0.027331308,78.83933091163635,195.8,0.0,0,0.029652178,0.024282996,0.0,1.4278952,3.993511199951172e-06,-1098.326442483021,0.027331308,8.58306884765625e-06,0.03682778,205.2,-1098.326442483021,0.024282996,64
1.3898823,0.038653668,80.06131505966187,195.8,0.0,0,0.027016085,0.024469914,0.0,1.4278784,5.841255187988281e-06,-1068.2831948888272,0.038653668,7.987022399902344e-06,0.03915061,205.2,-1068.2831948888272,0.024469914,65
1.3899814,0.01732426,81.28597807884216,195.8,0.0,0,0.028868899,0.018623807,0.0,1.4278266,5.543231964111328e-06,-1076.3567208117609,0.01732426,8.761882781982422e-06,0.03737183,205.2,-1076.3567208117609,0.018623807,66
1.3899839,0.00034051063,82.55356001853943,195.8,0.0,0,0.030980587,0.020795133,0.0,1.4277974,4.708766937255859e-06,-1059.0045223195752,0.00034051063,3.814697265625e-06,0.04290144,205.2,-1059.0045223195752,0.020795133,67
1.3899646,0.020891953,83.80009603500366,200.8,0.0,0,0.016898163,0.030460425,0.0,1.4279088,4.172325134277344e-06,-1108.7350124779318,0.020891953,6.556510925292969e-06,0.028267065,200.8,-1108.7350124779318,0.030460425,68
1.3898928,0.032794423,85.06743502616882,200.8,0.0,0,0.02446021,0.01702254,0.0,1.4279375,5.364418029785156e-06,-1142.165296137068,0.032794423,6.67572021484375e-06,0.028821459,200.8,-1142.165296137068,0.01702254,69
1.3899035,0.026240077,86.32592797279358,200.8,0.0,0,0.018386021,0.01803066,0.0,1.4278172,3.874301910400391e-06,-1163.7221488485236,0.026240077,6.258487701416016e-06,0.03537035,200.8,-1163.7221488485236,0.01803066,70
1.3899844,0.029283538,87.5209231376648,200.2,0.0,0,0.016936574,0.027137661,0.0,1.4278365,2.205371856689453e-06,-1174.5055799368142,0.029283538,4.5299530029296875e-06,0.037447974,195.8,-1174.5055799368142,0.027137661,71
1.3906562,0.0043381564,88.75255084037781,205.2,0.0,0,0.0149132805,0.020558536,0.0,1.4277642,3.933906555175781e-06,-1160.9342751325737,0.0043381564,3.159046173095703e-06,0.057140924,195.8,-1160.9342751325737,0.020558536,72
1.3906772,0.00699497,90.10052394866943,205.2,0.0,0,0.04146533,0.0057792068,0.0,1.4277656,5.424022674560547e-06,-1142.6566047279607,0.00699497,5.7220458984375e-06,0.036357284,195.8,-1142.6566047279607,0.0057792068,73
1.3906833,0.011271736,91.57050800323486,205.2,0.0,0,0.03711831,0.015532923,0.0,1.427834,4.0531158447265625e-06,-1131.9399577369127,0.011271736,5.662441253662109e-06,0.037283964,195.8,-1131.9399577369127,0.015532923,74
1.3907555,0.04742171,93.34011387825012,205.2,0.0,0,0.04525468,0.0088581,0.0,1.4278783,4.5299530029296875e-06,-1127.0509382053442,0.04742171,4.708766937255859e-06,0.038236316,195.8,-1127.0509382053442,0.0088581,75
1.3907255,0.034844287,94.5570957660675,205.2,0.0,0,0.034015857,0.033228107,0.0,1.4277974,5.0067901611328125e-06,-1128.2148185436702,0.034844287,4.351139068603516e-06,0.03045836,195.8,-1128.2148185436702,0.033228107,76
1.3905245,0.020000031,95.71367907524109,205.2,0.0,0,0.0480038,0.014933393,0.0,1.4277933,5.0067901611328125e-06,-1127.5304122943708,0.020000031,3.635883331298828e-06,0.02874368,195.8,-1127.5304122943708,0.014933393,77
1.3906659,0.011728944,96.84684371948242,205.2,0.0,0,0.027084827,0.017470673,0.0,1.4278789,3.7550926208496094e-06,-1124.877210541378,0.011728944,3.993511199951172e-06,0.034554783,195.8,-1124.877210541378,0.017470673,78
1.3907443,-0.014246778,98.04257297515869,205.2,0.0,0,0.021037865,0.02729586,0.0,1.4277323,3.0994415283203125e-06,-1095.134779854261,-0.014246778,3.159046173095703e-06,0.044308234,195.8,-1095.134779854261,0.02729586,79
1.3907444,0.024081055,99.23372316360474,200.8,0.0,0,0.016274964,0.026511885,0.0,1.4278955,2.384185791015625e-06,-1086.4355252859227,0.024081055,4.0531158447265625e-06,0.03655103,195.8,-1086.4355252859227,0.026511885,80
1.3907782,0.037470497,100.38867807388306,200.8,0.0,0,0.033309855,0.021109886,0.0,1.4278768,3.4570693969726562e-06,-1099.716140718449,0.037470497,4.291534423828125e-06,0.038245477,200.8,-1099.716140718449,0.021109886,81
1.3906467,0.034396667,101.59145379066467,200.8,0.0,0,0.018848244,0.012409225,0.0,1.4278862,2.2649765014648438e-06,-1125.3884786882668,0.034396667,3.814697265625e-06,0.03048526,200.8,-1125.3884786882668,0.012409225,82
1.3907449,0.021129062,102.85690212249756,195.8,0.0,0,0.020941157,0.020067293,0.0,1.4278876,2.86102294921875e-06,-1088.3020860694753,0.021129062,3.516674041748047e-06,0.03585499,200.8,-1088.3020860694753,0.020067293,83
nan,0.022637732,104.07723593711853,195.8,0.0,0,nan,nan,nan,1.4282751,3.7550926208496094e-06,-1093.0428564370927,0.022637732,3.5762786865234375e-06,0.029578283,200.2,-1093.0428564370927,nan,84
nan,0.025724677,105.26617288589478,195.8,0.0,0,nan,nan,nan,1.4278253,3.4570693969726562e-06,-1089.5222217711464,0.025724677,3.4570693969726562e-06,0.022773705,205.2,-1089.5222217711464,nan,85
1.3906146,0.0031933237,106.46662187576294,195.8,0.0,0,0.038968675,0.028642572,0.0,1.4277961,4.231929779052734e-06,-1060.747973884609,0.0031933237,2.9206275939941406e-06,0.04179614,205.2,-1060.747973884609,0.028642572,86
1.3907061,0.025022049,107.67303013801575,195.8,0.0,0,0.01732403,0.015616223,0.0,1.4278173,2.3245811462402344e-06,-1084.6366127535066,0.025022049,2.1457672119140625e-06,0.03807719,205.2,-1084.6366127535066,0.015616223,87
1.3907778,0.012801902,108.82705187797546,195.8,0.0,0,0.03816101,0.041400585,0.0,1.4277627,4.470348358154297e-06,-1102.3263234634965,0.012801902,2.9802322387695312e-06,0.030796329,205.2,-1102.3263234634965,0.041400585,88
1.3907164,nan,109.98810696601868,195.8,nan,0,0.030768849,0.024756357,0.0,nan,3.039836883544922e-06,-1100.5751401355533,nan,3.4570693969726562e-06,nan,205.2,-1100.5751401355533,0.024756357,89
1.3815106,0.020210497,111.14848494529724,195.8,0.0,0,0.014072021,0.014625249,0.0,1.4279181,8.344650268554688e-07,-1102.1520618289119,0.020210497,2.205371856689453e-06,0.031663347,205.2,-1102.1520618289119,0.014625249,90
1.3815696,0.033551164,112.31813383102417,195.8,0.0,0,0.020614821,0.015278513,0.0,1.427907,1.6093254089355469e-06,-1102.0137864826786,0.033551164,3.2186508178710938e-06,0.034401055,205.2,-1102.0137864826786,0.015278513,91
1.3816311,0.016211763,113.47419691085815,195.8,0.0,0,0.034246076,0.011298295,0.0,1.4277337,2.6226043701171875e-06,-1081.1703398697687,0.016211763,2.3245811462402344e-06,0.03901702,205.2,-1081.1703398697687,0.011298295,92
1.3814806,0.03486333,114.65934300422668,200.8,0.0,0,0.055155784,-0.0032345047,0.0,1.4277548,2.7418136596679688e-06,-1077.1115823679513,0.03486333,2.8014183044433594e-06,0.036250643,200.8,-1077.1115823679513,-0.0032345047,93
1.381592,0.036130846,115.82209777832031,200.8,0.0,0,0.03943308,0.05649248,0.0,1.4279153,3.2186508178710938e-06,-1075.1122191604377,0.036130846,3.0994415283203125e-06,0.036239613,200.8,-1075.1122191604377,0.05649248,94
1.3815606,nan,117.00636196136475,200.8,nan,0,0.045844093,0.04224696,0.0,nan,3.6954879760742188e-06,-1067.2755310623136,nan,3.2782554626464844e-06,nan,200.8,-1067.2755310623136,0.04224696,95
1.3972801,0.0137206875,118.15777492523193,200.2,0.0,0,0.014541212,0.027633287,0.0,1.4278868,1.6689300537109375e-06,-1077.230162593548,0.0137206875,2.6226043701171875e-06,0.025350366,195.8,-1077.230162593548,0.027633287,96
1.3972495,0.01741893,119.3939278125763,205.2,0.0,0,0.04838051,0.019815955,0.0,1.4279168,2.205371856689453e-06,-1127.771804188334,0.01741893,2.2649765014648438e-06,0.022467228,195.8,-1127.771804188334,0.019815955,97
1.3974106,-0.0013609286,120.58471703529358,205.2,0.0,0,0.04161853,0.045760468,0.0,1.4277426,3.3974647521972656e-06,-1089.471019565215,-0.0013609286,2.3245811462402344e-06,0.046212297,195.8,-1089.471019565215,0.045760468,98
1.3972751,0.016284127,121.75781083106995,205.2,0.0,0,0.03543917,0.034413848,0.0,1.4277867,2.682209014892578e-06,-1108.9448216620992,0.016284127,2.9206275939941406e-06,0.026231334,195.8,-1108.9448216620992,0.034413848,99
1.3974326,-0.020561632,122.92046880722046,205.2,0.0,0,0.05750944,0.010591528,0.0,1.427682,3.039836883544922e-06,-1108.925565142724,-0.020561632,1.1324882507324219e-06,0.046691805,195.8,-1108.925565142724,0.010591528,100
1.3973671,0.020303484,124.11193013191223,205.2,0.0,0,0.041186247,0.027044095,0.0,1.4279093,2.0265579223632812e-06,-1128.3361769104583,0.020303484,2.86102294921875e-06,0.030667942,195.8,-1128.3361769104583,0.027044095,101
1.3973695,0.019316897,125.32775902748108,205.2,0.0,0,0.050375536,0.009299414,0.0,1.4277873,2.086162567138672e-06,-1140.9088498877475,0.019316897,2.682209014892578e-06,0.033841003,195.8,-1140.9088498877475,0.009299414,102
1.3973086,0.017734732,126.53624701499939,205.2,0.0,0,0.051366042,0.007454737,0.0,1.427958,2.4437904357910156e-06,-1153.8692396864099,0.017734732,3.2186508178710938e-06,0.028779633,195.8,-1153.8692396864099,0.007454737,103
1.3973416,0.023758713,127.72788095474243,205.2,0.0,0,0.021485228,0.025732324,0.0,1.4278464,1.6093254089355469e-06,-1158.991895076459,0.023758713,2.4437904357910156e-06,0.030838467,195.8,-1158.991895076459,0.025732324,104
1.3971951,0.013606794,128.89849996566772,200.8,0.0,0,0.054808233,0.0068821674,0.0,1.4278281,2.3245811462402344e-06,-1089.742783062998,0.013606794,1.3113021850585938e-06,0.046951503,195.8,-1089.742783062998,0.0068821674,105
1.3975857,0.0165849,130.09429812431335,200.8,0.0,0,0.019464903,0.019191092,0.0,1.4277754,2.2649765014648438e-06,-1122.969415545415,0.0165849,2.0265579223632812e-06,0.03978865,200.8,-1122.969415545415,0.019191092,106
1.397256,0.012917622,131.28647184371948,200.8,0.0,0,0.04054799,0.026216302,0.0,1.427706,3.2782554626464844e-06,-1088.618814096151,0.012917622,2.86102294921875e-06,0.0354707,200.8,-1088.618814096151,0.026216302,107
nan,0.029296506,132.46424913406372,195.8,0.0,0,nan,nan,nan,1.4278955,2.9206275939941406e-06,-1097.8176777777658,0.029296506,2.205371856689453e-06,0.02778205,200.8,-1097.8176777777658,nan,108
1.3973382,0.01064327,133.66837096214294,195.8,0.0,0,0.047598742,0.023358151,0.0,1.4278262,1.9073486328125e-06,-1064.4699567160992,0.01064327,2.1457672119140625e-06,0.03954921,200.2,-1064.4699567160992,0.023358151,109
1.3973001,0.032385476,134.88584089279175,195.8,0.0,0,0.04161381,0.029170495,0.0,1.4279174,3.7550926208496094e-06,-1072.024321498188,0.032385476,2.2649765014648438e-06,0.023560757,205.2,-1072.024321498188,0.029170495,110
nan,0.013776163,136.1154179573059,195.8,0.0,0,nan,nan,nan,1.428037,4.172325134277344e-06,-1076.541839030439,0.013776163,3.2782554626464844e-06,0.03027082,205.2,-1076.541839030439,nan,111
1.3973796,0.016527247,137.31294202804565,195.8,0.0,0,0.034886084,0.03795706,0.0,1.4278591,3.2782554626464844e-06,-1069.0188486655584,0.016527247,3.5762786865234375e-06,0.033653058,205.2,-1069.0188486655584,0.03795706,112
1.3972467,0.017365977,138.53489089012146,195.8,0.0,0,0.054427683,0.0035741688,0.0,1.4277934,3.2186508178710938e-06,-1100.4223594400032,0.017365977,3.0994415283203125e-06,0.023134142,205.2,-1100.4223594400032,0.0035741688,113
1.3972194,0.014130252,139.73314714431763,195.8,0.0,0,0.059558783,0.0128015615,0.0,1.427834,5.066394805908203e-06,-1078.9552425646002,0.014130252,4.172325134277344e-06,0.0331963,205.2,-1078.9552425646002,0.0128015615,114
1.397217,0.020799838,140.9160099029541,195.8,0.0,0,0.06694552,0.008803118,0.0,1.4278158,3.159046173095703e-06,-1096.685626956416,0.020799838,4.5299530029296875e-06,0.03504738,205.2,-1096.685626956416,0.008803118,115
1.3973801,-0.00538583,142.1172149181366,195.8,0.0,0,0.022517785,0.02201904,0.0,1.4277066,1.7285346984863281e-06,-1086.3562543217608,-0.00538583,4.947185516357422e-06,0.04254125,205.2,-1086.3562543217608,0.02201904,116
1.3971775,0.02696605,143.3089349269867,195.8,0.0,0,0.06842289,0.00071756914,0.0,1.4278252,1.055002212524414e-05,-1071.428179887664,0.02696605,8.761882781982422e-06,0.039958026,205.2,-1071.428179887664,0.00071756914,117
